*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0233492 	0.001000	0.0355651 	0.001000	0.042928  	0.001000	0.042928  	0.001000	0.0202377 	0.001000	0.0153274 	
0.002000	0.0290232 	0.002000	0.0430918 	0.002000	0.0519955 	0.002000	0.0519955 	0.002000	0.0326763 	0.002000	0.0104155 	
0.005000	0.0442177 	0.005000	0.0641214 	0.005000	0.0735285 	0.005000	0.0735285 	0.005000	0.058406  	0.005000	0.00571545	
0.008000	0.0557732 	0.008000	0.0803956 	0.008000	0.08862   	0.008000	0.08862   	0.008000	0.0763253 	0.008000	0.00407035	
0.010000	0.0621682 	0.010000	0.0894353 	0.010000	0.0965983 	0.010000	0.0965983 	0.010000	0.0859807 	0.010000	0.00345457	
0.015000	0.0792389 	0.015000	0.108895  	0.015000	0.112341  	0.015000	0.112341  	0.015000	0.106352  	0.015000	0.00254325	
0.020000	0.093535  	0.020000	0.12481   	0.020000	0.1246    	0.020000	0.1246    	0.020000	0.122775  	0.020000	0.00203525	
0.025000	0.10573   	0.025000	0.138409  	0.025000	0.134919  	0.025000	0.134919  	0.025000	0.136701  	0.025000	0.00170752	
0.030000	0.116187  	0.030000	0.150332  	0.030000	0.14477   	0.030000	0.14477   	0.030000	0.148855  	0.030000	0.00147694	
0.035000	0.125126  	0.035000	0.160947  	0.035000	0.153436  	0.035000	0.153436  	0.035000	0.159641  	0.035000	0.00130508	
0.040000	0.1327    	0.040000	0.170476  	0.040000	0.161159  	0.040000	0.161159  	0.040000	0.169304  	0.040000	0.00117161	
0.045000	0.139029  	0.045000	0.179066  	0.045000	0.1681    	0.045000	0.1681    	0.045000	0.178002  	0.045000	0.00106469	
0.050000	0.144225  	0.050000	0.186817  	0.050000	0.174368  	0.050000	0.174368  	0.050000	0.18584   	0.050000	0.000976947	
0.055000	0.148395  	0.055000	0.193798  	0.055000	0.180042  	0.055000	0.180042  	0.055000	0.192895  	0.055000	0.000903532	
