*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.920454  	0.001000	0.205001  	0.001000	0.204475  	0.001000	0.204475  	0.001000	0.114481  	0.001000	0.0905202 	
0.002000	1.02769   	0.002000	0.2403    	0.002000	0.242887  	0.002000	0.242887  	0.002000	0.158568  	0.002000	0.0817322 	
0.005000	1.27844   	0.005000	0.305551  	0.005000	0.316438  	0.005000	0.316438  	0.005000	0.24392   	0.005000	0.0616306 	
0.008000	1.46956   	0.008000	0.358554  	0.008000	0.374557  	0.008000	0.374557  	0.008000	0.308416  	0.008000	0.0501386 	
0.010000	1.57759   	0.010000	0.392513  	0.010000	0.41063   	0.010000	0.41063   	0.010000	0.347639  	0.010000	0.0448743 	
0.015000	1.84861   	0.015000	0.484313  	0.015000	0.496118  	0.015000	0.496118  	0.015000	0.448319  	0.015000	0.0359931 	
0.020000	2.06592   	0.020000	0.57625   	0.020000	0.578003  	0.020000	0.578003  	0.020000	0.545877  	0.020000	0.030373  	
0.025000	2.31005   	0.025000	0.658191  	0.025000	0.658066  	0.025000	0.658066  	0.025000	0.631745  	0.025000	0.0264464 	
0.030000	2.51736   	0.030000	0.734409  	0.030000	0.732041  	0.030000	0.732041  	0.030000	0.710885  	0.030000	0.023524  	
0.035000	2.68797   	0.035000	0.804417  	0.035000	0.800631  	0.035000	0.800631  	0.035000	0.783165  	0.035000	0.0212515 	
0.040000	2.82249   	0.040000	0.868097  	0.040000	0.863648  	0.040000	0.863648  	0.040000	0.848671  	0.040000	0.0194262 	
0.045000	2.92163   	0.045000	0.924367  	0.045000	0.92115   	0.045000	0.92115   	0.045000	0.906444  	0.045000	0.0179233 	
0.050000	2.98291   	0.050000	0.974588  	0.050000	0.97341   	0.050000	0.97341   	0.050000	0.957927  	0.050000	0.0166612 	
0.055000	3.10933   	0.055000	1.02141   	0.055000	1.02083   	0.055000	1.02083   	0.055000	1.00582   	0.055000	0.0155842 	
0.060000	3.21591   	0.060000	1.06378   	0.060000	1.06376   	0.060000	1.06376   	0.060000	1.04927   	0.060000	0.0145157 	
0.070000	3.37544   	0.070000	1.1381    	0.070000	1.13876   	0.070000	1.13876   	0.070000	1.1251    	0.070000	0.0130008 	
0.080000	3.54568   	0.080000	1.20515   	0.080000	1.20185   	0.080000	1.20185   	0.080000	1.19335   	0.080000	0.0117992 	
0.090000	3.67253   	0.090000	1.26418   	0.090000	1.25591   	0.090000	1.25591   	0.090000	1.25336   	0.090000	0.0108203 	
