*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0214136 	0.001000	0.0330483 	0.001000	0.0404112 	0.001000	0.0404112 	0.001000	0.0202377 	0.001000	0.0128106 	
0.002000	0.0279533 	0.002000	0.0416627 	0.002000	0.0505664 	0.002000	0.0505664 	0.002000	0.0326763 	0.002000	0.00898643	
0.005000	0.0437614 	0.005000	0.0635223 	0.005000	0.0729294 	0.005000	0.0729294 	0.005000	0.058406  	0.005000	0.00511637	
0.008000	0.0555047 	0.008000	0.0800207 	0.008000	0.0882451 	0.008000	0.0882451 	0.008000	0.0763253 	0.008000	0.00369542	
0.010000	0.0619374 	0.010000	0.0891338 	0.010000	0.0962967 	0.010000	0.0962967 	0.010000	0.0859807 	0.010000	0.00315305	
0.015000	0.079085  	0.015000	0.108682  	0.015000	0.112128  	0.015000	0.112128  	0.015000	0.106352  	0.015000	0.00233032	
0.020000	0.0934196 	0.020000	0.12465   	0.020000	0.12444   	0.020000	0.12444   	0.020000	0.122775  	0.020000	0.00187556	
0.025000	0.105638  	0.025000	0.138281  	0.025000	0.134791  	0.025000	0.134791  	0.025000	0.136701  	0.025000	0.00157976	
0.030000	0.11611   	0.030000	0.150226  	0.030000	0.144663  	0.030000	0.144663  	0.030000	0.148855  	0.030000	0.00137047	
0.035000	0.12506   	0.035000	0.160855  	0.035000	0.153344  	0.035000	0.153344  	0.035000	0.159641  	0.035000	0.00121383	
0.040000	0.132642  	0.040000	0.170396  	0.040000	0.16108   	0.040000	0.16108   	0.040000	0.169304  	0.040000	0.00109176	
0.045000	0.138978  	0.045000	0.178996  	0.045000	0.168029  	0.045000	0.168029  	0.045000	0.178002  	0.045000	0.000993714	
0.050000	0.144179  	0.050000	0.186753  	0.050000	0.174304  	0.050000	0.174304  	0.050000	0.18584   	0.050000	0.000913068	
