*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0846639 	0.001000	0.108066  	0.001000	0.108725  	0.001000	0.108725  	0.001000	0.0639314 	0.001000	0.0441346 	
0.002000	0.0934301 	0.002000	0.114892  	0.002000	0.116759  	0.002000	0.116759  	0.002000	0.0829088 	0.002000	0.0319831 	
0.005000	0.115292  	0.005000	0.135668  	0.005000	0.140636  	0.005000	0.140636  	0.005000	0.116904  	0.005000	0.0187646 	
0.008000	0.132268  	0.008000	0.153196  	0.008000	0.160804  	0.008000	0.160804  	0.008000	0.139435  	0.008000	0.0137606 	
0.010000	0.14184   	0.010000	0.163353  	0.010000	0.172564  	0.010000	0.172564  	0.010000	0.151605  	0.010000	0.011748  	
0.015000	0.16615   	0.015000	0.187111  	0.015000	0.196265  	0.015000	0.196265  	0.015000	0.178366  	0.015000	0.00874506	
0.020000	0.185617  	0.020000	0.207883  	0.020000	0.217324  	0.020000	0.217324  	0.020000	0.200813  	0.020000	0.00707007	
0.025000	0.20751   	0.025000	0.231949  	0.025000	0.23751   	0.025000	0.23751   	0.025000	0.225976  	0.025000	0.00597332	
0.030000	0.226105  	0.030000	0.254629  	0.030000	0.258331  	0.030000	0.258331  	0.030000	0.249435  	0.030000	0.00519378	
0.035000	0.241411  	0.035000	0.275816  	0.035000	0.277952  	0.035000	0.277952  	0.035000	0.271208  	0.035000	0.00460836	
0.040000	0.253479  	0.040000	0.295503  	0.040000	0.296414  	0.040000	0.296414  	0.040000	0.291352  	0.040000	0.00415097	
0.045000	0.262373  	0.045000	0.313681  	0.045000	0.313751  	0.045000	0.313751  	0.045000	0.309898  	0.045000	0.00378279	
0.050000	0.267868  	0.050000	0.329804  	0.050000	0.329994  	0.050000	0.329994  	0.050000	0.326325  	0.050000	0.00347941	
0.055000	0.279215  	0.055000	0.347039  	0.055000	0.345173  	0.055000	0.345173  	0.055000	0.343814  	0.055000	0.00322469	
0.060000	0.28878   	0.060000	0.363062  	0.060000	0.359318  	0.060000	0.359318  	0.060000	0.360054  	0.060000	0.00300752	
0.070000	0.303097  	0.070000	0.391499  	0.070000	0.384645  	0.070000	0.384645  	0.070000	0.388843  	0.070000	0.00265615	
0.080000	0.318376  	0.080000	0.414855  	0.080000	0.406259  	0.080000	0.406259  	0.080000	0.412471  	0.080000	0.00238346	
0.090000	0.329762  	0.090000	0.433825  	0.090000	0.424472  	0.090000	0.424472  	0.090000	0.43166   	0.090000	0.00216514	
0.100000	0.338234  	0.100000	0.448832  	0.100000	0.439608  	0.100000	0.439608  	0.100000	0.446846  	0.100000	0.00198608	
0.120000	0.341269  	0.120000	0.469852  	0.120000	0.461934  	0.120000	0.461934  	0.120000	0.468143  	0.120000	0.00170907	
0.140000	0.340891  	0.140000	0.480821  	0.140000	0.475681  	0.140000	0.475681  	0.140000	0.479317  	0.140000	0.00150406	
0.160000	0.341373  	0.160000	0.4871    	0.160000	0.482969  	0.160000	0.482969  	0.160000	0.485755  	0.160000	0.00134571	
0.180000	0.343382  	0.180000	0.491392  	0.180000	0.485528  	0.180000	0.485528  	0.180000	0.490173  	0.180000	0.00121945	
0.200000	0.345163  	0.200000	0.491797  	0.200000	0.484714  	0.200000	0.484714  	0.200000	0.490681  	0.200000	0.00111623	
0.250000	0.340945  	0.250000	0.484465  	0.250000	0.474043  	0.250000	0.474043  	0.250000	0.483541  	0.250000	0.000924708	
0.300000	0.339541  	0.300000	0.476176  	0.300000	0.457992  	0.300000	0.457992  	0.300000	0.475384  	0.300000	0.000792192	
0.350000	0.337589  	0.350000	0.467185  	0.350000	0.443833  	0.350000	0.443833  	0.350000	0.46649   	0.350000	0.000694676	
0.400000	0.337139  	0.400000	0.461639  	0.400000	0.430116  	0.400000	0.430116  	0.400000	0.461019  	0.400000	0.000619708	
0.450000	0.33477   	0.450000	0.455258  	0.450000	0.416526  	0.450000	0.416526  	0.450000	0.454698  	0.450000	0.000560155	
0.500000	0.330525  	0.500000	0.447786  	0.500000	0.403424  	0.500000	0.403424  	0.500000	0.447274  	0.500000	0.000511629	
0.600000	0.307877  	0.600000	0.419344  	0.600000	0.378927  	0.600000	0.378927  	0.600000	0.418906  	0.600000	0.000437159	
0.700000	0.284157  	0.700000	0.392401  	0.700000	0.357992  	0.700000	0.357992  	0.700000	0.392019  	0.700000	0.000382535	
0.800000	0.270799  	0.800000	0.366722  	0.800000	0.339809  	0.800000	0.339809  	0.800000	0.366381  	0.800000	0.000340651	
0.900000	0.258152  	0.900000	0.343829  	0.900000	0.323747  	0.900000	0.323747  	0.900000	0.343522  	0.900000	0.000307452	
1.000000	0.246336  	1.000000	0.323283  	1.000000	0.309361  	1.000000	0.309361  	1.000000	0.323002  	1.000000	0.000280452	
1.250000	0.218903  	1.250000	0.287035  	1.250000	0.277606  	1.250000	0.277606  	1.250000	0.286804  	1.250000	0.000230707	
1.500000	0.196759  	1.500000	0.258819  	1.500000	0.252414  	1.500000	0.252414  	1.500000	0.258623  	1.500000	0.000196576	
1.750000	0.178675  	1.750000	0.236264  	1.750000	0.231711  	1.750000	0.231711  	1.750000	0.236092  	1.750000	0.000171625	
2.000000	0.16277   	2.000000	0.216533  	2.000000	0.214215  	2.000000	0.214215  	2.000000	0.216381  	2.000000	0.000152545	
2.250000	0.149656  	2.250000	0.198656  	2.250000	0.199177  	2.250000	0.199177  	2.250000	0.198519  	2.250000	0.000137456	
2.500000	0.13586   	2.500000	0.183919  	2.500000	0.186101  	2.500000	0.186101  	2.500000	0.183794  	2.500000	0.000125208	
3.000000	0.119922  	3.000000	0.160744  	3.000000	0.164502  	3.000000	0.164502  	3.000000	0.160637  	3.000000	0.000106501	
3.500000	0.107516  	3.500000	0.1431    	3.500000	0.147408  	3.500000	0.147408  	3.500000	0.143008  	3.500000	9.28517e-05	
4.000000	0.097573  	4.000000	0.129091  	4.000000	0.133577  	4.000000	0.133577  	4.000000	0.129009  	4.000000	8.24318e-05	
4.500000	0.0894173 	4.500000	0.117649  	4.500000	0.122179  	4.500000	0.122179  	4.500000	0.117575  	4.500000	7.42031e-05	
5.000000	0.0826005 	5.000000	0.108111  	5.000000	0.112633  	5.000000	0.112633  	5.000000	0.108043  	5.000000	6.75317e-05	
5.500000	0.0768136 	5.500000	0.100147  	5.500000	0.104527  	5.500000	0.104527  	5.500000	0.100085  	5.500000	6.20085e-05	
6.000000	0.0718362 	6.000000	0.0933119 	6.000000	0.0975589 	6.000000	0.0975589 	6.000000	0.0932546 	6.000000	5.73565e-05	
6.500000	0.0675073 	6.500000	0.0873799 	6.500000	0.0915051 	6.500000	0.0915051 	6.500000	0.0873265 	6.500000	5.33822e-05	
7.000000	0.0637059 	7.000000	0.0821819 	7.000000	0.0861959 	7.000000	0.0861959 	7.000000	0.0821319 	7.000000	4.99455e-05	
7.500000	0.0603397 	7.500000	0.0775888 	7.500000	0.0815009 	7.500000	0.0815009 	7.500000	0.0775418 	7.500000	4.69428e-05	
8.000000	0.057337  	8.000000	0.0735001 	8.000000	0.0773182 	8.000000	0.0773182 	8.000000	0.0734558 	8.000000	4.42956e-05	
8.500000	0.0546409 	8.500000	0.0698364 	8.500000	0.0735674 	8.500000	0.0735674 	8.500000	0.0697945 	8.500000	4.19435e-05	
9.000000	0.0522061 	9.000000	0.0665342 	9.000000	0.0701838 	9.000000	0.0701838 	9.000000	0.0664944 	9.000000	3.9839e-05	
9.500000	0.0499958 	9.500000	0.063542  	9.500000	0.0671154 	9.500000	0.0671154 	9.500000	0.0635041 	9.500000	3.79445e-05	
10.000000	0.0479797 	10.000000	0.0629641 	10.000000	0.0643193 	10.000000	0.0643193 	10.000000	0.0629279 	10.000000	3.62296e-05	
11.000000	0.0444347 	11.000000	0.058373  	11.000000	0.0593442 	11.000000	0.0593609 	11.000000	0.0583397 	11.000000	3.3244e-05	
12.000000	0.0414165 	12.000000	0.0544459 	12.000000	0.0551261 	12.000000	0.0551532 	12.000000	0.0544152 	12.000000	3.07314e-05	
13.000000	0.038814  	13.000000	0.0510479 	13.000000	0.0515041 	13.000000	0.0515375 	13.000000	0.0510193 	13.000000	2.85863e-05	
14.000000	0.0365457 	14.000000	0.0480778 	14.000000	0.0483599 	14.000000	0.048397  	14.000000	0.0480511 	14.000000	2.67326e-05	
15.000000	0.0345502 	15.000000	0.045459  	15.000000	0.0456048 	15.000000	0.0456441 	15.000000	0.0454339 	15.000000	2.51139e-05	
16.000000	0.0327802 	16.000000	0.043132  	16.000000	0.0431718 	16.000000	0.0432114 	16.000000	0.0431083 	16.000000	2.36876e-05	
17.000000	0.0311991 	17.000000	0.0410501 	17.000000	0.0410079 	17.000000	0.0410466 	17.000000	0.0410277 	17.000000	2.2421e-05	
18.000000	0.0297776 	18.000000	0.0391761 	18.000000	0.0390708 	18.000000	0.0391082 	18.000000	0.0391548 	18.000000	2.12883e-05	
