*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.120000	2.7975    	0.120000	2.75831   	0.120000	2.89463   	0.120000	2.89463   	0.120000	0.0481089 	0.120000	0.0486446 	0.120000	0.0895557 	0.120000	0.0935581 	0.120000	0.0887433 	
0.140000	3.06823   	0.140000	3.02504   	0.140000	3.1623    	0.140000	3.1623    	0.140000	0.0490642 	0.140000	0.0496406 	0.140000	0.098726  	0.140000	0.102821  	0.140000	0.0979373 	
0.160000	3.33699   	0.160000	3.28984   	0.160000	3.42757   	0.160000	3.42757   	0.160000	0.0500615 	0.160000	0.0506546 	0.160000	0.106671  	0.160000	0.110956  	0.160000	0.105892  	
0.180000	3.60615   	0.180000	3.55502   	0.180000	3.69281   	0.180000	3.69281   	0.180000	0.0511149 	0.180000	0.0517024 	0.180000	0.113464  	0.180000	0.117998  	0.180000	0.112677  	
0.200000	3.87732   	0.200000	3.82219   	0.200000	3.95965   	0.200000	3.95965   	0.200000	0.0522351 	0.200000	0.0527956 	0.200000	0.119175  	0.200000	0.12402   	0.200000	0.118378  	
0.250000	4.57067   	0.250000	4.50531   	0.250000	4.64054   	0.250000	4.64054   	0.250000	0.0553795 	0.250000	0.0557754 	0.250000	0.133935  	0.250000	0.139614  	0.250000	0.133108  	
0.300000	5.29328   	0.300000	5.21726   	0.300000	5.34854   	0.300000	5.34854   	0.300000	0.0590782 	0.300000	0.0591622 	0.300000	0.147996  	0.300000	0.154566  	0.300000	0.147136  	
0.350000	6.0498    	0.350000	5.96262   	0.350000	6.0885    	0.350000	6.0885    	0.350000	0.0633737 	0.350000	0.062987  	0.350000	0.160364  	0.350000	0.167934  	0.350000	0.159457  	
0.400000	6.8423    	0.400000	6.74342   	0.400000	6.8627    	0.400000	6.8627    	0.400000	0.0682793 	0.400000	0.0672555 	0.400000	0.172848  	0.400000	0.181416  	0.400000	0.171898  	
0.450000	7.67161   	0.450000	7.5605    	0.450000	7.67211   	0.450000	7.67211   	0.450000	0.0737897 	0.450000	0.0719587 	0.450000	0.18485   	0.450000	0.194458  	0.450000	0.183859  	
0.500000	8.53796   	0.500000	8.41405   	0.500000	8.51711   	0.500000	8.51711   	0.500000	0.0798883 	0.500000	0.0770796 	0.500000	0.19672   	0.500000	0.207396  	0.500000	0.195691  	
0.600000	10.381    	0.600000	10.2299   	0.600000	10.3136   	0.600000	10.3136   	0.600000	0.0937554 	0.600000	0.0884876 	0.600000	0.219791  	0.600000	0.23269   	0.600000	0.218699  	
0.700000	12.3686   	0.700000	12.1881   	0.700000	12.25     	0.700000	12.25     	0.700000	0.109676  	0.700000	0.101298  	0.700000	0.24264   	0.700000	0.257818  	0.700000	0.241508  	
0.800000	14.4966   	0.800000	14.2847   	0.800000	14.323    	0.800000	14.323    	0.800000	0.127455  	0.800000	0.115341  	0.800000	0.265753  	0.800000	0.283259  	0.800000	0.264604  	
0.900000	16.7608   	0.900000	16.5156   	0.900000	16.5289   	0.900000	16.5289   	0.900000	0.146925  	0.900000	0.130472  	0.900000	0.289159  	0.900000	0.309024  	0.900000	0.288025  	
1.000000	19.1573   	1.000000	18.8767   	1.000000	18.864    	1.000000	18.864    	1.000000	0.167952  	1.000000	0.146574  	1.000000	0.313231  	1.000000	0.335439  	1.000000	0.312137  	
1.250000	25.7038   	1.250000	25.3266   	1.250000	25.2463   	1.250000	25.2463   	1.250000	0.226697  	1.250000	0.190547  	1.250000	0.375813  	1.250000	0.403772  	1.250000	0.374951  	
1.500000	33.0082   	1.500000	32.5232   	1.500000	32.374    	1.500000	32.374    	1.500000	0.293483  	1.500000	0.239178  	1.500000	0.442721  	1.500000	0.47609   	1.500000	0.442278  	
1.750000	41.0361   	1.750000	40.4327   	1.750000	40.2158   	1.750000	40.2158   	1.750000	0.367711  	1.750000	0.291967  	1.750000	0.515336  	1.750000	0.553559  	1.750000	0.515488  	
2.000000	49.7617   	2.000000	49.0295   	2.000000	48.7481   	2.000000	48.7481   	2.000000	0.449034  	2.000000	0.348609  	2.000000	0.593968  	2.000000	0.636401  	2.000000	0.594888  	
2.250000	59.1644   	2.250000	58.2935   	2.250000	57.9519   	2.250000	57.9519   	2.250000	0.537223  	2.250000	0.408908  	2.250000	0.678624  	2.250000	0.724565  	2.250000	0.68046   	
2.500000	69.2371   	2.500000	68.2076   	2.500000	67.8116   	2.500000	67.8116   	2.500000	0.632104  	2.500000	0.472741  	2.500000	0.769205  	2.500000	0.817926  	2.500000	0.7721    	
3.000000	91.6029   	3.000000	89.9288   	3.000000	89.4443   	3.000000	89.4443   	3.000000	0.841383  	3.000000	0.610632  	3.000000	0.967673  	3.000000	1.01974   	3.000000	0.973073  	
3.500000	116.281   	3.500000	114.09    	3.500000	113.55    	3.500000	113.55    	3.500000	1.07585   	3.500000	0.761506  	3.500000	1.18845   	3.500000	1.24087   	3.500000	1.19682   	
4.000000	143.202   	4.000000	140.604   	4.000000	140.046   	4.000000	140.046   	4.000000	1.33459   	4.000000	0.924647  	4.000000	1.43063   	4.000000	1.4804    	4.000000	1.44239   	
4.500000	172.305   	4.500000	169.391   	4.500000	168.857   	4.500000	168.857   	4.500000	1.61675   	4.500000	1.09949   	4.500000	1.69339   	4.500000	1.7375    	4.500000	1.70891   	
5.000000	203.539   	5.000000	200.384   	5.000000	199.92    	5.000000	199.92    	5.000000	1.92155   	5.000000	1.28554   	5.000000	1.97593   	5.000000	2.01138   	5.000000	1.99558   	
5.500000	236.86    	5.500000	233.519   	5.500000	233.173   	5.500000	233.173   	5.500000	2.2483    	5.500000	1.48232   	5.500000	2.27757   	5.500000	2.30136   	5.500000	2.30169   	
6.000000	272.226   	6.000000	268.741   	6.000000	268.563   	6.000000	268.563   	6.000000	2.59636   	6.000000	1.68945   	6.000000	2.59769   	6.000000	2.60681   	6.000000	2.6266    	
6.500000	309.602   	6.500000	306       	6.500000	306.043   	6.500000	306.043   	6.500000	2.96515   	6.500000	1.90656   	6.500000	2.93575   	6.500000	2.92721   	6.500000	2.96975   	
7.000000	348.955   	7.000000	345.249   	7.000000	345.569   	7.000000	345.569   	7.000000	3.35419   	7.000000	2.13334   	7.000000	3.29123   	7.000000	3.26204   	7.000000	3.33061   	
7.500000	390.254   	7.500000	386.447   	7.500000	387.1     	7.500000	387.1     	7.500000	3.763     	7.500000	2.36951   	7.500000	3.66369   	7.500000	3.61086   	7.500000	3.70874   	
8.000000	433.473   	8.000000	429.556   	8.000000	430.6     	8.000000	430.6     	8.000000	4.19117   	8.000000	2.61482   	8.000000	4.05273   	8.000000	3.97328   	8.000000	4.10372   	
8.500000	478.584   	8.500000	474.542   	8.500000	476.036   	8.500000	476.036   	8.500000	4.63835   	8.500000	2.86907   	8.500000	4.45799   	8.500000	4.34896   	8.500000	4.51519   	
9.000000	525.564   	9.000000	521.372   	9.000000	523.377   	9.000000	523.377   	9.000000	5.10417   	9.000000	3.13205   	9.000000	4.87914   	9.000000	4.73756   	9.000000	4.94282   	
9.500000	574.391   	9.500000	570.017   	9.500000	572.594   	9.500000	572.594   	9.500000	5.58835   	9.500000	3.40355   	9.500000	5.31588   	9.500000	5.13881   	9.500000	5.38629   	
10.000000	625.043   	10.000000	620.439   	10.000000	623.662   	10.000000	623.662   	10.000000	6.0906    	10.000000	3.68332   	10.000000	5.76793   	10.000000	5.55242   	10.000000	5.84533   	
11.000000	731.745   	11.000000	725.506   	11.000000	731.118   	11.000000	731.112   	11.000000	7.14447   	11.000000	4.26781   	11.000000	6.71521   	11.000000	6.41429   	11.000000	6.80732   	
12.000000	845.521   	12.000000	836.794   	12.000000	845.428   	12.000000	845.407   	12.000000	8.26076   	12.000000	4.89116   	12.000000	7.71721   	12.000000	7.31974   	12.000000	7.82498   	
13.000000	966.239   	13.000000	954.3     	13.000000	966.433   	13.000000	966.391   	13.000000	9.4385    	13.000000	5.55209   	13.000000	8.77205   	13.000000	8.26701   	13.000000	8.8964    	
14.000000	1093.77   	14.000000	1078      	14.000000	1093.99   	14.000000	1093.92   	14.000000	10.6766   	14.000000	6.24717   	14.000000	9.87821   	14.000000	9.25466   	14.000000	10.0201   	
15.000000	1228.02   	15.000000	1207.88   	15.000000	1227.97   	15.000000	1227.88   	15.000000	11.9742   	15.000000	6.97406   	15.000000	11.0344   	15.000000	10.2815   	15.000000	11.1947   	
16.000000	1368.86   	16.000000	1343.88   	16.000000	1368.26   	16.000000	1368.14   	16.000000	13.3304   	16.000000	7.73125   	16.000000	12.2397   	16.000000	11.3467   	16.000000	12.4193   	
17.000000	1516.21   	17.000000	1485.99   	17.000000	1514.76   	17.000000	1514.61   	17.000000	14.7442   	17.000000	8.51764   	17.000000	13.493    	17.000000	12.4493   	17.000000	13.693    	
18.000000	1669.97   	18.000000	1634.14   	18.000000	1667.36   	18.000000	1667.18   	18.000000	16.2147   	18.000000	9.33194   	18.000000	14.7935   	18.000000	13.5884   	18.000000	15.0147   	
19.000000	1830.06   	19.000000	1788.31   	19.000000	1825.96   	19.000000	1825.77   	19.000000	17.741    	19.000000	10.1729   	19.000000	16.1395   	19.000000	14.7635   	19.000000	16.3835   	
20.000000	1996.4    	20.000000	1948.46   	20.000000	1990.5    	20.000000	1990.29   	20.000000	19.3223   	20.000000	11.0397   	20.000000	17.5305   	20.000000	15.9737   	20.000000	17.7979   	
21.000000	2168.91   	21.000000	2114.52   	21.000000	2160.89   	21.000000	2160.66   	21.000000	20.9583   	21.000000	11.9318   	21.000000	18.9667   	21.000000	17.2187   	21.000000	19.2583   	
22.000000	2347.51   	22.000000	2286.48   	22.000000	2337.07   	22.000000	2336.82   	22.000000	22.6481   	22.000000	12.8487   	22.000000	20.4476   	22.000000	18.4979   	22.000000	20.7644   	
23.000000	2532.14   	23.000000	2464.28   	23.000000	2518.96   	23.000000	2518.69   	23.000000	24.3908   	23.000000	13.7895   	23.000000	21.9722   	23.000000	19.8091   	23.000000	22.3153   	
24.000000	2722.73   	24.000000	2647.87   	24.000000	2706.46   	24.000000	2706.2    	24.000000	26.1853   	24.000000	14.7538   	24.000000	23.5399   	24.000000	21.1531   	24.000000	23.9104   	
25.000000	2919.21   	25.000000	2837.23   	25.000000	2899.53   	25.000000	2899.28   	25.000000	28.0311   	25.000000	15.7411   	25.000000	25.1501   	25.000000	22.5296   	25.000000	25.5491   	
27.000000	3329.64   	27.000000	3233.05   	27.000000	3302.09   	27.000000	3301.92   	27.000000	31.8733   	27.000000	17.7822   	27.000000	28.4958   	27.000000	25.3782   	27.000000	28.9549   	
29.000000	3762.95   	29.000000	3651.43   	29.000000	3726.15   	29.000000	3726.14   	29.000000	35.9122   	29.000000	19.9086   	29.000000	32.0047   	29.000000	28.3512   	29.000000	32.5286   	
31.000000	4218.72   	31.000000	4092.04   	31.000000	4171.48   	31.000000	4171.65   	31.000000	40.1486   	31.000000	22.122    	31.000000	35.6754   	31.000000	31.4469   	31.000000	36.2687   	
33.000000	4696.55   	33.000000	4554.59   	33.000000	4638.53   	33.000000	4638.95   	33.000000	44.6006   	33.000000	24.4306   	33.000000	39.5147   	33.000000	34.6709   	33.000000	40.1826   	
35.000000	5196.06   	35.000000	5038.78   	35.000000	5127.12   	35.000000	5127.83   	35.000000	49.2667   	35.000000	26.8337   	35.000000	43.5225   	35.000000	38.0227   	35.000000	44.2702   	
38.000000	5985.23   	38.000000	5805.04   	38.000000	5899.7    	38.000000	5900.92   	38.000000	56.6565   	38.000000	30.6113   	38.000000	49.8461   	38.000000	43.2873   	38.000000	50.7241   	
41.000000	6821.29   	41.000000	6618.44   	41.000000	6718.94   	41.000000	6720.81   	41.000000	64.4979   	41.000000	34.5844   	41.000000	56.5362   	41.000000	48.8294   	41.000000	57.5577   	
44.000000	7703.2    	44.000000	7478.13   	44.000000	7584.02   	44.000000	7586.55   	44.000000	72.7807   	44.000000	38.7496   	44.000000	63.5862   	44.000000	54.6439   	44.000000	64.7652   	
47.000000	8630.02   	47.000000	8383.25   	47.000000	8494      	47.000000	8497.26   	47.000000	81.4903   	47.000000	43.1015   	47.000000	70.9877   	47.000000	60.7239   	47.000000	72.3389   	
50.000000	9600.86   	50.000000	9333.01   	50.000000	9447.95   	50.000000	9452.11   	50.000000	90.6124   	50.000000	47.6306   	50.000000	78.7315   	50.000000	67.0623   	50.000000	80.2703   	
55.000000	11314.4   	55.000000	11013     	55.000000	11133.7   	55.000000	11139.5   	55.000000	106.709   	55.000000	55.5604   	55.000000	92.3803   	55.000000	78.1858   	55.000000	94.268    	
60.000000	13144.3   	60.000000	12811.6   	60.000000	12936.1   	60.000000	12943.9   	60.000000	123.881   	60.000000	63.9453   	60.000000	106.926   	60.000000	89.9847   	60.000000	109.211   	
65.000000	15087.3   	65.000000	14725.4   	65.000000	14852.3   	65.000000	14862.3   	65.000000	142.091   	65.000000	72.7774   	65.000000	122.34    	65.000000	102.437   	65.000000	125.073   	
70.000000	17140.2   	70.000000	16751.4   	70.000000	16879.1   	70.000000	16891.6   	70.000000	161.293   	70.000000	82.0284   	70.000000	138.589   	70.000000	115.518   	70.000000	141.825   	
75.000000	19300.3   	75.000000	18886.9   	75.000000	19014.1   	75.000000	19029.2   	75.000000	181.459   	75.000000	91.6937   	75.000000	155.649   	75.000000	129.208   	75.000000	159.443   	
80.000000	21564.9   	80.000000	21129     	80.000000	21254.4   	80.000000	21272.4   	80.000000	202.55    	80.000000	101.749   	80.000000	173.489   	80.000000	143.488   	80.000000	177.904   	
85.000000	23931.6   	85.000000	23475.3   	85.000000	23597.6   	85.000000	23618.9   	85.000000	224.531   	85.000000	112.182   	85.000000	192.086   	85.000000	158.337   	85.000000	197.183   	
90.000000	26398.1   	90.000000	25923.2   	90.000000	26041.6   	90.000000	26066.2   	90.000000	247.381   	90.000000	122.986   	90.000000	211.418   	90.000000	173.742   	90.000000	217.263   	
95.000000	28962.2   	95.000000	28470.4   	95.000000	28583.8   	95.000000	28612.1   	95.000000	271.061   	95.000000	134.145   	95.000000	231.459   	95.000000	189.684   	95.000000	238.12    	
100.000000	31621.9   	100.000000	31114.5   	100.000000	31222.3   	100.000000	31254.6   	100.000000	295.544   	100.000000	145.65    	100.000000	252.187   	100.000000	206.146   	100.000000	259.734   	
105.000000	34375.2   	105.000000	33853.6   	105.000000	33955.1   	105.000000	33991.5   	105.000000	320.81    	105.000000	157.496   	105.000000	273.584   	105.000000	223.117   	105.000000	282.089   	
110.000000	37220.3   	110.000000	36685.3   	110.000000	36780.3   	110.000000	36820.9   	110.000000	346.833   	110.000000	169.667   	110.000000	295.63    	110.000000	240.583   	110.000000	305.169   	
115.000000	40155.4   	115.000000	39607.8   	115.000000	39696     	115.000000	39741     	115.000000	373.585   	115.000000	182.151   	115.000000	318.304   	115.000000	258.528   	115.000000	328.953   	
120.000000	43178.8   	120.000000	42619.1   	120.000000	42700     	120.000000	42749.9   	120.000000	401.034   	120.000000	194.942   	120.000000	341.585   	120.000000	276.938   	120.000000	353.422   	
125.000000	46288.9   	125.000000	45717.3   	125.000000	45790.8   	125.000000	45845.8   	125.000000	429.166   	125.000000	208.028   	125.000000	365.458   	125.000000	295.804   	125.000000	378.565   	
130.000000	49484.2   	130.000000	48900.7   	130.000000	48967     	130.000000	49027     	130.000000	457.963   	130.000000	221.411   	130.000000	389.906   	130.000000	315.113   	130.000000	404.365   	
135.000000	52763.2   	135.000000	52167.5   	135.000000	52226.5   	135.000000	52292     	135.000000	487.394   	135.000000	235.078   	135.000000	414.91    	135.000000	334.853   	135.000000	430.806   	
140.000000	56124.6   	140.000000	55515.9   	140.000000	55567.7   	140.000000	55639     	140.000000	517.437   	140.000000	249.013   	140.000000	440.453   	140.000000	355.01    	140.000000	457.87    	
145.000000	59566.8   	145.000000	58944.5   	145.000000	58989.3   	145.000000	59066.7   	145.000000	548.08    	145.000000	263.215   	145.000000	466.522   	145.000000	375.578   	145.000000	485.548   	
150.000000	63088.7   	150.000000	62451.5   	150.000000	62489.9   	150.000000	62573.3   	150.000000	579.304   	150.000000	277.678   	150.000000	493.102   	150.000000	396.546   	150.000000	513.825   	
155.000000	66739.8   	155.000000	66035.6   	155.000000	66067.9   	155.000000	66157.6   	155.000000	611.091   	155.000000	292.395   	155.000000	520.179   	155.000000	417.904   	155.000000	542.69    	
160.000000	70466.8   	160.000000	69695.1   	160.000000	69722.1   	160.000000	69818     	160.000000	643.422   	160.000000	307.362   	160.000000	547.739   	160.000000	439.642   	160.000000	572.128   	
165.000000	74266.5   	165.000000	73428.6   	165.000000	73450.7   	165.000000	73553.3   	165.000000	676.272   	165.000000	322.567   	165.000000	575.764   	165.000000	461.749   	165.000000	602.124   	
170.000000	78137.6   	170.000000	77234.9   	170.000000	77252.3   	170.000000	77362     	170.000000	709.624   	170.000000	338.007   	170.000000	604.241   	170.000000	484.217   	170.000000	632.665   	
175.000000	82078.7   	175.000000	81112.4   	175.000000	81126     	175.000000	81242.9   	175.000000	743.468   	175.000000	353.68    	175.000000	633.16    	175.000000	507.036   	175.000000	663.742   	
180.000000	86088.7   	180.000000	85059.9   	180.000000	85070.4   	180.000000	85194.7   	180.000000	777.79    	180.000000	369.574   	180.000000	662.508   	180.000000	530.2     	180.000000	695.343   	
185.000000	90166.4   	185.000000	89076.1   	185.000000	89084.4   	185.000000	89216.1   	185.000000	812.574   	185.000000	385.68    	185.000000	692.274   	185.000000	553.701   	185.000000	727.459   	
190.000000	94310.5   	190.000000	93159.8   	190.000000	93166.8   	190.000000	93306     	190.000000	847.807   	190.000000	402.001   	190.000000	722.446   	190.000000	577.531   	190.000000	760.077   	
195.000000	98520.1   	195.000000	97309.8   	195.000000	97316.4   	195.000000	97463.1   	195.000000	883.47    	195.000000	418.535   	195.000000	753.011   	195.000000	601.68    	195.000000	793.186   	
200.000000	102794    	200.000000	101525    	200.000000	101532    	200.000000	101686    	200.000000	919.544   	200.000000	435.266   	200.000000	783.955   	200.000000	626.14    	200.000000	826.773   	
210.000000	111530    	210.000000	110145    	210.000000	110155    	210.000000	110327    	210.000000	992.875   	210.000000	469.293   	210.000000	846.941   	210.000000	675.964   	210.000000	895.341   	
220.000000	120511    	220.000000	119013    	220.000000	119029    	220.000000	119218    	220.000000	1067.72   	220.000000	504.08    	220.000000	911.331   	220.000000	726.954   	220.000000	965.712   	
230.000000	129729    	230.000000	128119    	230.000000	128146    	230.000000	128353    	230.000000	1143.99   	230.000000	539.611   	230.000000	977.044   	230.000000	779.054   	230.000000	1037.81   	
240.000000	139177    	240.000000	137456    	240.000000	137498    	240.000000	137723    	240.000000	1221.57   	240.000000	575.82    	240.000000	1044      	240.000000	832.212   	240.000000	1111.56   	
250.000000	148847    	250.000000	147015    	250.000000	147075    	250.000000	147320    	250.000000	1300.36   	250.000000	612.675   	250.000000	1112.13   	250.000000	886.373   	250.000000	1186.88   	
260.000000	158733    	260.000000	156790    	260.000000	156872    	260.000000	157138    	260.000000	1380.3    	260.000000	650.161   	260.000000	1181.37   	260.000000	941.498   	260.000000	1263.72   	
270.000000	168828    	270.000000	166774    	270.000000	166883    	270.000000	167169    	270.000000	1461.32   	270.000000	688.257   	270.000000	1251.65   	270.000000	997.544   	270.000000	1342.02   	
280.000000	179127    	280.000000	176961    	280.000000	177099    	280.000000	177406    	280.000000	1543.34   	280.000000	726.91    	280.000000	1322.92   	280.000000	1054.47   	280.000000	1421.71   	
290.000000	189624    	290.000000	187342    	290.000000	187515    	290.000000	187844    	290.000000	1626.28   	290.000000	766.099   	290.000000	1395.11   	290.000000	1112.23   	290.000000	1502.73   	
300.000000	200313    	300.000000	197914    	300.000000	198124    	300.000000	198475    	300.000000	1710.06   	300.000000	805.815   	300.000000	1468.16   	300.000000	1170.78   	300.000000	1585.03   	
310.000000	211188    	310.000000	208670    	310.000000	208921    	310.000000	209295    	310.000000	1794.64   	310.000000	846.02    	310.000000	1542.03   	310.000000	1230.09   	310.000000	1668.55   	
320.000000	222245    	320.000000	219604    	320.000000	219899    	320.000000	220298    	320.000000	1879.97   	320.000000	886.717   	320.000000	1616.68   	320.000000	1290.13   	320.000000	1753.24   	
330.000000	233478    	330.000000	230711    	330.000000	231055    	330.000000	231477    	330.000000	1965.98   	330.000000	927.898   	330.000000	1692.05   	330.000000	1350.86   	330.000000	1839.06   	
340.000000	244884    	340.000000	241986    	340.000000	242382    	340.000000	242828    	340.000000	2052.64   	340.000000	969.517   	340.000000	1768.1    	340.000000	1412.26   	340.000000	1925.96   	
350.000000	256456    	350.000000	253424    	350.000000	253874    	350.000000	254346    	350.000000	2139.86   	350.000000	1011.54   	350.000000	1844.78   	350.000000	1474.29   	350.000000	2013.89   	
360.000000	268191    	360.000000	265021    	360.000000	265527    	360.000000	266025    	360.000000	2227.59   	360.000000	1053.96   	360.000000	1922.05   	360.000000	1536.9    	360.000000	2102.79   	
370.000000	280085    	370.000000	276771    	370.000000	277337    	370.000000	277861    	370.000000	2315.82   	370.000000	1096.81   	370.000000	1999.87   	370.000000	1600.1    	370.000000	2192.65   	
380.000000	292134    	380.000000	288671    	380.000000	289299    	380.000000	289850    	380.000000	2404.5    	380.000000	1140.05   	380.000000	2078.22   	380.000000	1663.83   	380.000000	2283.41   	
390.000000	304332    	390.000000	300715    	390.000000	301408    	390.000000	301987    	390.000000	2493.59   	390.000000	1183.67   	390.000000	2157.05   	390.000000	1728.09   	390.000000	2375.03   	
400.000000	316678    	400.000000	312901    	400.000000	313662    	400.000000	314267    	400.000000	2583.05   	400.000000	1227.63   	400.000000	2236.33   	400.000000	1792.84   	400.000000	2467.49   	
410.000000	329166    	410.000000	325225    	410.000000	326054    	410.000000	326687    	410.000000	2672.84   	410.000000	1271.94   	410.000000	2316.03   	410.000000	1858.07   	410.000000	2560.75   	
420.000000	341794    	420.000000	337681    	420.000000	338582    	420.000000	339243    	420.000000	2762.93   	420.000000	1316.55   	420.000000	2396.12   	420.000000	1923.74   	420.000000	2654.76   	
430.000000	354558    	430.000000	350268    	430.000000	351241    	430.000000	351931    	430.000000	2853.26   	430.000000	1361.45   	430.000000	2476.56   	430.000000	1989.83   	430.000000	2749.49   	
440.000000	367454    	440.000000	362981    	440.000000	364027    	440.000000	364747    	440.000000	2943.82   	440.000000	1406.62   	440.000000	2557.34   	440.000000	2056.33   	440.000000	2844.9    	
450.000000	380479    	450.000000	375816    	450.000000	376937    	450.000000	377688    	450.000000	3034.59   	450.000000	1452.09   	450.000000	2638.41   	450.000000	2123.2    	450.000000	2940.98   	
460.000000	393631    	460.000000	388771    	460.000000	389969    	460.000000	390749    	460.000000	3125.54   	460.000000	1497.86   	460.000000	2719.77   	460.000000	2190.45   	460.000000	3037.7    	
