*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.779174  	0.001000	0.127913  	0.001000	0.125984  	0.001000	0.125984  	0.001000	0.0834002 	0.001000	0.0445128 	
0.002000	0.855951  	0.002000	0.157214  	0.002000	0.156913  	0.002000	0.156913  	0.002000	0.115518  	0.002000	0.0416953 	
0.005000	1.05293   	0.005000	0.210762  	0.005000	0.215239  	0.005000	0.215239  	0.005000	0.177698  	0.005000	0.0330642 	
0.008000	1.20706   	0.008000	0.249161  	0.008000	0.25797   	0.008000	0.25797   	0.008000	0.221625  	0.008000	0.0275361 	
0.010000	1.2941    	0.010000	0.271027  	0.010000	0.282529  	0.010000	0.282529  	0.010000	0.246131  	0.010000	0.024896  	
0.015000	1.51543   	0.015000	0.318107  	0.015000	0.335838  	0.015000	0.335838  	0.015000	0.297804  	0.015000	0.0203034 	
0.020000	1.69276   	0.020000	0.363158  	0.020000	0.387185  	0.020000	0.387185  	0.020000	0.345846  	0.020000	0.0173122 	
0.025000	1.89227   	0.025000	0.408234  	0.025000	0.439222  	0.025000	0.439222  	0.025000	0.39305   	0.025000	0.0151844 	
0.030000	2.06174   	0.030000	0.452662  	0.030000	0.478413  	0.030000	0.478413  	0.030000	0.439081  	0.030000	0.013581  	
0.035000	2.20124   	0.035000	0.49486   	0.035000	0.515556  	0.035000	0.515556  	0.035000	0.482537  	0.035000	0.0123223 	
0.040000	2.31124   	0.040000	0.534857  	0.040000	0.550771  	0.040000	0.550771  	0.040000	0.523554  	0.040000	0.0113039 	
0.045000	2.3923    	0.045000	0.572683  	0.045000	0.584141  	0.045000	0.584141  	0.045000	0.562222  	0.045000	0.0104603 	
0.050000	2.44238   	0.050000	0.608126  	0.050000	0.615734  	0.050000	0.615734  	0.050000	0.598378  	0.050000	0.00974837	
0.055000	2.54581   	0.055000	0.640315  	0.055000	0.64561   	0.055000	0.64561   	0.055000	0.631177  	0.055000	0.00913827	
0.060000	2.633     	0.060000	0.670551  	0.060000	0.673828  	0.060000	0.673828  	0.060000	0.661942  	0.060000	0.00860876	
0.070000	2.76351   	0.070000	0.725421  	0.070000	0.725514  	0.070000	0.725514  	0.070000	0.717688  	0.070000	0.00773296	
0.080000	2.9028    	0.080000	0.773236  	0.080000	0.771192  	0.080000	0.771192  	0.080000	0.766265  	0.080000	0.00697038	
0.090000	3.00659   	0.090000	0.814753  	0.090000	0.811479  	0.090000	0.811479  	0.090000	0.808345  	0.090000	0.00640776	
0.100000	3.08382   	0.100000	0.85054   	0.100000	0.846779  	0.100000	0.846779  	0.100000	0.844602  	0.100000	0.00593755	
0.120000	3.11148   	0.120000	0.907428  	0.120000	0.904296  	0.120000	0.904296  	0.120000	0.902234  	0.120000	0.00519392	
0.140000	3.10802   	0.140000	0.948534  	0.140000	0.94727   	0.140000	0.94727   	0.140000	0.943903  	0.140000	0.00463018	
0.160000	3.11241   	0.160000	0.980551  	0.160000	0.978761  	0.160000	0.978761  	0.160000	0.976364  	0.160000	0.00418651	
0.180000	3.13072   	0.180000	1.01108   	0.180000	1.00131   	0.180000	1.00131   	0.180000	1.00725   	0.180000	0.00382728	
0.200000	3.14695   	0.200000	1.0325    	0.200000	1.01695   	0.200000	1.01695   	0.200000	1.02897   	0.200000	0.00352983	
