*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
0.060000	1.44997   	0.060000	1.43015   	0.060000	1.52914   	0.060000	1.52914   	0.060000	0.0392955 	0.060000	0.0394529 	0.060000	0.0369163 	0.060000	0.041154  	0.060000	0.0350339 	
0.070000	1.56919   	0.070000	1.54761   	0.070000	1.6471    	0.070000	1.6471    	0.070000	0.039724  	0.070000	0.0399668 	0.070000	0.0422112 	0.070000	0.0463382 	0.070000	0.0412975 	
0.080000	1.68293   	0.080000	1.65967   	0.080000	1.75987   	0.080000	1.75987   	0.080000	0.0401394 	0.080000	0.0404489 	0.080000	0.047506  	0.080000	0.0515176 	0.080000	0.0465735 	
0.090000	1.79271   	0.090000	1.76783   	0.090000	1.86876   	0.090000	1.86876   	0.090000	0.0405468 	0.090000	0.040909  	0.090000	0.0526076 	0.090000	0.0565353 	0.090000	0.0516831 	
0.100000	1.89962   	0.100000	1.87316   	0.100000	1.97477   	0.100000	1.97477   	0.100000	0.0409503 	0.100000	0.0413548 	0.100000	0.0573356 	0.100000	0.0612235 	0.100000	0.0564314 	
0.120000	2.10778   	0.120000	2.07825   	0.120000	2.18095   	0.120000	2.18095   	0.120000	0.0417592 	0.120000	0.0422242 	0.120000	0.0662635 	0.120000	0.0701654 	0.120000	0.0653947 	
0.140000	2.31176   	0.140000	2.27922   	0.140000	2.38263   	0.140000	2.38263   	0.140000	0.0425884 	0.140000	0.0430888 	0.140000	0.0740475 	0.140000	0.0780114 	0.140000	0.073209  	
0.160000	2.51425   	0.160000	2.47872   	0.160000	2.5825    	0.160000	2.5825    	0.160000	0.0434541 	0.160000	0.0439689 	0.160000	0.0806238 	0.160000	0.084689  	0.160000	0.079805  	
0.180000	2.71705   	0.180000	2.67853   	0.180000	2.78234   	0.180000	2.78234   	0.180000	0.0443685 	0.180000	0.0448784 	0.180000	0.0862037 	0.180000	0.0904268 	0.180000	0.0853881 	
0.200000	2.92136   	0.200000	2.87983   	0.200000	2.9834    	0.200000	2.9834    	0.200000	0.0453408 	0.200000	0.0458273 	0.200000	0.0908805 	0.200000	0.095316  	0.200000	0.0900559 	
0.250000	3.44377   	0.250000	3.39452   	0.250000	3.49641   	0.250000	3.49641   	0.250000	0.0480703 	0.250000	0.0484139 	0.250000	0.102748  	0.250000	0.107805  	0.250000	0.101906  	
0.300000	3.98822   	0.300000	3.93094   	0.300000	4.02985   	0.300000	4.02985   	0.300000	0.0512808 	0.300000	0.0513536 	0.300000	0.113957  	0.300000	0.119777  	0.300000	0.113082  	
0.350000	4.55822   	0.350000	4.49253   	0.350000	4.58738   	0.350000	4.58738   	0.350000	0.0550093 	0.350000	0.0546736 	0.350000	0.123887  	0.350000	0.130612  	0.350000	0.122966  	
0.400000	5.15533   	0.400000	5.08082   	0.400000	5.17069   	0.400000	5.17069   	0.400000	0.0592674 	0.400000	0.0583787 	0.400000	0.13391   	0.400000	0.141589  	0.400000	0.132941  	
0.450000	5.78017   	0.450000	5.69645   	0.450000	5.78055   	0.450000	5.78055   	0.450000	0.0640505 	0.450000	0.0624612 	0.450000	0.143582  	0.450000	0.152285  	0.450000	0.142567  	
0.500000	6.43292   	0.500000	6.33956   	0.500000	6.41721   	0.500000	6.41721   	0.500000	0.0693442 	0.500000	0.0669062 	0.500000	0.153199  	0.500000	0.162955  	0.500000	0.152139  	
0.600000	7.82156   	0.600000	7.70772   	0.600000	7.77076   	0.600000	7.77076   	0.600000	0.081381  	0.600000	0.0768085 	0.600000	0.172048  	0.600000	0.184038  	0.600000	0.170901  	
0.700000	9.31908   	0.700000	9.18314   	0.700000	9.22976   	0.700000	9.22976   	0.700000	0.0952007 	0.700000	0.0879285 	0.700000	0.190915  	0.700000	0.205202  	0.700000	0.189694  	
0.800000	10.9224   	0.800000	10.7628   	0.800000	10.7917   	0.800000	10.7917   	0.800000	0.110633  	0.800000	0.100118  	0.800000	0.210156  	0.800000	0.226799  	0.800000	0.208883  	
0.900000	12.6284   	0.900000	12.4436   	0.900000	12.4537   	0.900000	12.4537   	0.900000	0.127533  	0.900000	0.113251  	0.900000	0.229801  	0.900000	0.248834  	0.900000	0.228499  	
1.000000	14.434    	1.000000	14.2226   	1.000000	14.213    	1.000000	14.213    	1.000000	0.145784  	1.000000	0.127229  	1.000000	0.250111  	1.000000	0.27153   	1.000000	0.248807  	
1.250000	19.3665   	1.250000	19.0823   	1.250000	19.0218   	1.250000	19.0218   	1.250000	0.196777  	1.250000	0.165398  	1.250000	0.30342   	1.250000	0.330725  	1.250000	0.302223  	
1.500000	24.87     	1.500000	24.5046   	1.500000	24.3922   	1.500000	24.3922   	1.500000	0.254747  	1.500000	0.20761   	1.500000	0.360919  	1.500000	0.39385   	1.500000	0.359997  	
1.750000	30.9186   	1.750000	30.464    	1.750000	30.3006   	1.750000	30.3006   	1.750000	0.319179  	1.750000	0.253432  	1.750000	0.423505  	1.750000	0.461597  	1.750000	0.423018  	
2.000000	37.4929   	2.000000	36.9412   	2.000000	36.7292   	2.000000	36.7292   	2.000000	0.389768  	2.000000	0.302597  	2.000000	0.491321  	2.000000	0.534061  	2.000000	0.491416  	
2.250000	44.5774   	2.250000	43.9212   	2.250000	43.6638   	2.250000	43.6638   	2.250000	0.466317  	2.250000	0.354938  	2.250000	0.564314  	2.250000	0.611149  	2.250000	0.565126  	
2.500000	52.1666   	2.500000	51.391    	2.500000	51.0926   	2.500000	51.0926   	2.500000	0.548676  	2.500000	0.410346  	2.500000	0.642374  	2.500000	0.692733  	2.500000	0.644032  	
3.000000	69.0181   	3.000000	67.7568   	3.000000	67.3918   	3.000000	67.3918   	3.000000	0.730333  	3.000000	0.530038  	3.000000	0.813245  	3.000000	0.868921  	3.000000	0.816942  	
3.500000	87.6119   	3.500000	85.9611   	3.500000	85.5542   	3.500000	85.5542   	3.500000	0.933854  	3.500000	0.660998  	3.500000	1.0031    	3.500000	1.06176   	3.500000	1.00926   	
4.000000	107.895   	4.000000	105.938   	4.000000	105.517   	4.000000	105.517   	4.000000	1.15844   	4.000000	0.802607  	4.000000	1.21115   	4.000000	1.27045   	4.000000	1.22016   	
4.500000	129.823   	4.500000	127.628   	4.500000	127.226   	4.500000	127.226   	4.500000	1.40336   	4.500000	0.954374  	4.500000	1.4367    	4.500000	1.49428   	4.500000	1.44892   	
5.000000	153.356   	5.000000	150.979   	5.000000	150.629   	5.000000	150.629   	5.000000	1.66794   	5.000000	1.11586   	5.000000	1.6791    	5.000000	1.73259   	5.000000	1.69486   	
5.500000	178.462   	5.500000	175.945   	5.500000	175.684   	5.500000	175.684   	5.500000	1.95156   	5.500000	1.28668   	5.500000	1.93776   	5.500000	1.98479   	5.500000	1.95739   	
6.000000	205.109   	6.000000	202.483   	6.000000	202.349   	6.000000	202.349   	6.000000	2.25367   	6.000000	1.46647   	6.000000	2.21217   	6.000000	2.25036   	6.000000	2.23597   	
6.500000	233.269   	6.500000	230.555   	6.500000	230.588   	6.500000	230.588   	6.500000	2.5738    	6.500000	1.65492   	6.500000	2.50187   	6.500000	2.52884   	6.500000	2.53014   	
7.000000	262.92    	7.000000	260.127   	7.000000	260.369   	7.000000	260.369   	7.000000	2.91148   	7.000000	1.85177   	7.000000	2.80644   	7.000000	2.81979   	7.000000	2.83945   	
7.500000	294.037   	7.500000	291.168   	7.500000	291.66    	7.500000	291.66    	7.500000	3.26634   	7.500000	2.05677   	7.500000	3.12549   	7.500000	3.12286   	7.500000	3.16352   	
8.000000	326.6     	8.000000	323.649   	8.000000	324.435   	8.000000	324.435   	8.000000	3.638     	8.000000	2.2697    	8.000000	3.45869   	8.000000	3.4377    	8.000000	3.50202   	
8.500000	360.589   	8.500000	357.543   	8.500000	358.669   	8.500000	358.669   	8.500000	4.02615   	8.500000	2.49039   	8.500000	3.80575   	8.500000	3.764     	8.500000	3.85463   	
9.000000	395.986   	9.000000	392.827   	9.000000	394.338   	9.000000	394.338   	9.000000	4.4305    	9.000000	2.71867   	9.000000	4.16638   	9.000000	4.10151   	9.000000	4.22107   	
9.500000	432.775   	9.500000	429.479   	9.500000	431.421   	9.500000	431.421   	9.500000	4.85077   	9.500000	2.95433   	9.500000	4.54033   	9.500000	4.44996   	9.500000	4.60109   	
10.000000	470.938   	10.000000	467.469   	10.000000	469.898   	10.000000	469.898   	10.000000	5.28673   	10.000000	3.19718   	10.000000	4.92737   	10.000000	4.80912   	10.000000	4.99444   	
11.000000	551.333   	11.000000	546.632   	11.000000	550.86    	11.000000	550.856   	11.000000	6.2015    	11.000000	3.70452   	11.000000	5.73834   	11.000000	5.55745   	11.000000	5.81878   	
12.000000	637.057   	12.000000	630.482   	12.000000	636.987   	12.000000	636.972   	12.000000	7.17046   	12.000000	4.2456    	12.000000	6.59609   	12.000000	6.34355   	12.000000	6.69082   	
13.000000	728.012   	13.000000	719.017   	13.000000	728.159   	13.000000	728.127   	13.000000	8.19276   	13.000000	4.8193    	13.000000	7.49902   	13.000000	7.16588   	13.000000	7.60896   	
14.000000	824.104   	14.000000	812.221   	14.000000	824.266   	14.000000	824.215   	14.000000	9.26748   	14.000000	5.42263   	14.000000	8.44583   	14.000000	8.02323   	14.000000	8.5719    	
15.000000	925.249   	15.000000	910.073   	15.000000	925.214   	15.000000	925.144   	15.000000	10.3938   	15.000000	6.05358   	15.000000	9.43546   	15.000000	8.91459   	15.000000	9.57857   	
16.000000	1031.37   	16.000000	1012.55   	16.000000	1030.92   	16.000000	1030.83   	16.000000	11.571    	16.000000	6.71084   	16.000000	10.467    	16.000000	9.83915   	16.000000	10.6281   	
17.000000	1142.39   	17.000000	1119.61   	17.000000	1141.29   	17.000000	1141.18   	17.000000	12.7982   	17.000000	7.39343   	17.000000	11.5397   	17.000000	10.7961   	17.000000	11.7197   	
18.000000	1258.24   	18.000000	1231.24   	18.000000	1256.27   	18.000000	1256.14   	18.000000	14.0746   	18.000000	8.10026   	18.000000	12.6528   	18.000000	11.7849   	18.000000	12.8526   	
19.000000	1378.86   	19.000000	1347.4    	19.000000	1375.77   	19.000000	1375.62   	19.000000	15.3994   	19.000000	8.83022   	19.000000	13.8055   	19.000000	12.8047   	19.000000	14.026    	
20.000000	1504.19   	20.000000	1468.06   	20.000000	1499.74   	20.000000	1499.58   	20.000000	16.7721   	20.000000	9.5826    	20.000000	14.9973   	20.000000	13.8552   	20.000000	15.2396   	
21.000000	1634.16   	21.000000	1593.19   	21.000000	1628.12   	21.000000	1627.95   	21.000000	18.1921   	21.000000	10.357    	21.000000	16.2276   	21.000000	14.9357   	21.000000	16.4926   	
22.000000	1768.73   	22.000000	1722.75   	22.000000	1760.87   	22.000000	1760.67   	22.000000	19.6589   	22.000000	11.1528   	22.000000	17.496    	22.000000	16.046    	22.000000	17.7848   	
23.000000	1907.84   	23.000000	1856.71   	23.000000	1897.91   	23.000000	1897.7    	23.000000	21.1716   	23.000000	11.9695   	23.000000	18.8019   	23.000000	17.1853   	23.000000	19.1153   	
24.000000	2051.44   	24.000000	1995.04   	24.000000	2039.18   	24.000000	2038.98   	24.000000	22.7292   	24.000000	12.8065   	24.000000	20.1446   	24.000000	18.3532   	24.000000	20.4838   	
25.000000	2199.48   	25.000000	2137.71   	25.000000	2184.65   	25.000000	2184.46   	25.000000	24.3314   	25.000000	13.6635   	25.000000	21.5237   	25.000000	19.5494   	25.000000	21.8896   	
27.000000	2508.71   	27.000000	2435.94   	27.000000	2487.96   	27.000000	2487.83   	27.000000	27.6665   	27.000000	15.4352   	27.000000	24.3888   	27.000000	22.0244   	27.000000	24.8114   	
29.000000	2835.19   	29.000000	2751.16   	29.000000	2807.47   	29.000000	2807.46   	29.000000	31.1723   	29.000000	17.281    	29.000000	27.3936   	29.000000	24.6072   	29.000000	27.8773   	
31.000000	3178.59   	31.000000	3083.14   	31.000000	3143      	31.000000	3143.13   	31.000000	34.8495   	31.000000	19.2022   	31.000000	30.5367   	31.000000	27.2965   	31.000000	31.086    	
33.000000	3538.61   	33.000000	3431.65   	33.000000	3494.9    	33.000000	3495.22   	33.000000	38.714    	33.000000	21.2061   	33.000000	33.8241   	33.000000	30.0971   	33.000000	34.4439   	
35.000000	3914.97   	35.000000	3796.46   	35.000000	3863.02   	35.000000	3863.56   	35.000000	42.7643   	35.000000	23.2921   	35.000000	37.2546   	35.000000	33.0086   	35.000000	37.9508   	
38.000000	4509.57   	38.000000	4373.8    	38.000000	4445.13   	38.000000	4446.04   	38.000000	49.1787   	38.000000	26.5711   	38.000000	42.6674   	38.000000	37.5807   	38.000000	43.4869   	
41.000000	5139.49   	41.000000	4986.66   	41.000000	5062.38   	41.000000	5063.79   	41.000000	55.9851   	41.000000	30.0198   	41.000000	48.3939   	41.000000	42.3921   	41.000000	49.349    	
44.000000	5803.97   	44.000000	5634.39   	44.000000	5714.17   	44.000000	5716.08   	44.000000	63.1747   	44.000000	33.6352   	44.000000	54.4285   	44.000000	47.4398   	44.000000	55.5323   	
47.000000	6502.29   	47.000000	6316.35   	47.000000	6399.8    	47.000000	6402.26   	47.000000	70.7348   	47.000000	37.4128   	47.000000	60.7638   	47.000000	52.718    	47.000000	62.03     	
50.000000	7233.76   	50.000000	7031.95   	50.000000	7118.55   	50.000000	7121.69   	50.000000	78.6529   	50.000000	41.3441   	50.000000	67.3923   	50.000000	58.2206   	50.000000	68.8352   	
55.000000	8524.86   	55.000000	8297.77   	55.000000	8388.66   	55.000000	8393.05   	55.000000	92.6253   	55.000000	48.2272   	55.000000	79.0751   	55.000000	67.8772   	55.000000	80.8458   	
60.000000	9903.6    	60.000000	9652.86   	60.000000	9746.7    	60.000000	9752.6    	60.000000	107.53    	60.000000	55.5055   	60.000000	91.5257   	60.000000	78.1201   	60.000000	93.6683   	
65.000000	11367.5   	65.000000	11094.8   	65.000000	11190.5   	65.000000	11198     	65.000000	123.337   	65.000000	63.1718   	65.000000	104.72    	65.000000	88.9303   	65.000000	107.281   	
70.000000	12914.3   	70.000000	12621.3   	70.000000	12717.6   	70.000000	12727     	70.000000	140.004   	70.000000	71.2019   	70.000000	118.628   	70.000000	100.286   	70.000000	121.657   	
75.000000	14541.8   	75.000000	14230.3   	75.000000	14326.2   	75.000000	14337.5   	75.000000	157.509   	75.000000	79.5915   	75.000000	133.23    	75.000000	112.171   	75.000000	136.779   	
80.000000	16248.1   	80.000000	15919.7   	80.000000	16014.1   	80.000000	16027.7   	80.000000	175.816   	80.000000	88.3195   	80.000000	148.501   	80.000000	124.567   	80.000000	152.624   	
85.000000	18031.3   	85.000000	17687.4   	85.000000	17779.6   	85.000000	17795.6   	85.000000	194.896   	85.000000	97.3757   	85.000000	164.419   	85.000000	137.458   	85.000000	169.172   	
90.000000	19889.6   	90.000000	19531.8   	90.000000	19621     	90.000000	19639.5   	90.000000	214.73    	90.000000	106.753   	90.000000	180.966   	90.000000	150.832   	90.000000	186.409   	
95.000000	21821.6   	95.000000	21451     	95.000000	21536.5   	95.000000	21557.8   	95.000000	235.285   	95.000000	116.44    	95.000000	198.121   	95.000000	164.671   	95.000000	204.313   	
100.000000	23825.5   	100.000000	23443.2   	100.000000	23524.4   	100.000000	23548.7   	100.000000	256.536   	100.000000	126.426   	100.000000	215.863   	100.000000	178.962   	100.000000	222.868   	
105.000000	25900     	105.000000	25506.9   	105.000000	25583.4   	105.000000	25610.9   	105.000000	278.468   	105.000000	136.709   	105.000000	234.178   	105.000000	193.695   	105.000000	242.06    	
110.000000	28043.6   	110.000000	27640.5   	110.000000	27712.1   	110.000000	27742.7   	110.000000	301.056   	110.000000	147.274   	110.000000	253.048   	110.000000	208.857   	110.000000	261.874   	
115.000000	30255     	115.000000	29842.5   	115.000000	29908.9   	115.000000	29942.8   	115.000000	324.277   	115.000000	158.109   	115.000000	272.456   	115.000000	224.436   	115.000000	282.294   	
120.000000	32533     	120.000000	32111.3   	120.000000	32172.3   	120.000000	32209.9   	120.000000	348.103   	120.000000	169.212   	120.000000	292.383   	120.000000	240.418   	120.000000	303.303   	
125.000000	34876.3   	125.000000	34445.7   	125.000000	34501.1   	125.000000	34542.5   	125.000000	372.522   	125.000000	180.571   	125.000000	312.817   	125.000000	256.795   	125.000000	324.89    	
130.000000	37283.9   	130.000000	36844.2   	130.000000	36894.1   	130.000000	36939.4   	130.000000	397.518   	130.000000	192.188   	130.000000	333.743   	130.000000	273.557   	130.000000	347.043   	
135.000000	39754.4   	135.000000	39305.5   	135.000000	39350     	135.000000	39399.4   	135.000000	423.065   	135.000000	204.051   	135.000000	355.146   	135.000000	290.694   	135.000000	369.747   	
140.000000	42287     	140.000000	41828.4   	140.000000	41867.4   	140.000000	41921.2   	140.000000	449.143   	140.000000	216.147   	140.000000	377.009   	140.000000	308.193   	140.000000	392.986   	
145.000000	44880.6   	145.000000	44411.7   	145.000000	44445.4   	145.000000	44503.7   	145.000000	475.741   	145.000000	228.474   	145.000000	399.322   	145.000000	326.048   	145.000000	416.753   	
150.000000	47534.1   	150.000000	47054.1   	150.000000	47082.9   	150.000000	47145.8   	150.000000	502.844   	150.000000	241.028   	150.000000	422.074   	150.000000	344.25    	150.000000	441.036   	
155.000000	50285.1   	155.000000	49754.4   	155.000000	49778.8   	155.000000	49846.4   	155.000000	530.436   	155.000000	253.803   	155.000000	445.25    	155.000000	362.791   	155.000000	465.822   	
160.000000	53093.2   	160.000000	52511.7   	160.000000	52532.1   	160.000000	52604.4   	160.000000	558.5     	160.000000	266.794   	160.000000	468.84    	160.000000	381.663   	160.000000	491.103   	
165.000000	55956.1   	165.000000	55324.8   	165.000000	55341.4   	165.000000	55418.7   	165.000000	587.014   	165.000000	279.993   	165.000000	492.828   	165.000000	400.854   	165.000000	516.862   	
170.000000	58872.7   	170.000000	58192.6   	170.000000	58205.7   	170.000000	58288.4   	170.000000	615.964   	170.000000	293.395   	170.000000	517.203   	170.000000	420.358   	170.000000	543.091   	
175.000000	61842.2   	175.000000	61114.1   	175.000000	61124.3   	175.000000	61212.4   	175.000000	645.341   	175.000000	306.999   	175.000000	541.956   	175.000000	440.168   	175.000000	569.78    	
180.000000	64863.5   	180.000000	64088.3   	180.000000	64096.3   	180.000000	64189.9   	180.000000	675.133   	180.000000	320.796   	180.000000	567.076   	180.000000	460.277   	180.000000	596.92    	
185.000000	67935.8   	185.000000	67114.4   	185.000000	67120.6   	185.000000	67219.8   	185.000000	705.326   	185.000000	334.776   	185.000000	592.554   	185.000000	480.678   	185.000000	624.503   	
190.000000	71058.2   	190.000000	70191.2   	190.000000	70196.5   	190.000000	70301.3   	190.000000	735.909   	190.000000	348.943   	190.000000	618.379   	190.000000	501.365   	190.000000	652.517   	
195.000000	74229.9   	195.000000	73318     	195.000000	73322.9   	195.000000	73433.5   	195.000000	766.865   	195.000000	363.294   	195.000000	644.541   	195.000000	522.329   	195.000000	680.954   	
200.000000	77450     	200.000000	76493.8   	200.000000	76498.9   	200.000000	76615.5   	200.000000	798.177   	200.000000	377.818   	200.000000	671.028   	200.000000	543.563   	200.000000	709.801   	
210.000000	84032.3   	210.000000	82989     	210.000000	82996.1   	210.000000	83125.6   	210.000000	861.83    	210.000000	407.353   	210.000000	724.94    	210.000000	586.816   	210.000000	768.694   	
220.000000	90799     	220.000000	89670.3   	220.000000	89682.5   	220.000000	89825     	220.000000	926.798   	220.000000	437.549   	220.000000	780.054   	220.000000	631.08    	220.000000	829.138   	
230.000000	97744.2   	230.000000	96531.3   	230.000000	96551.7   	230.000000	96707.5   	230.000000	992.998   	230.000000	468.39    	230.000000	836.301   	230.000000	676.308   	230.000000	891.067   	
240.000000	104862    	240.000000	103566    	240.000000	103597    	240.000000	103767    	240.000000	1060.34   	240.000000	499.821   	240.000000	893.614   	240.000000	722.455   	240.000000	954.417   	
250.000000	112148    	250.000000	110769    	250.000000	110814    	250.000000	110998    	250.000000	1128.73   	250.000000	531.811   	250.000000	951.926   	250.000000	769.472   	250.000000	1019.12   	
260.000000	119597    	260.000000	118134    	260.000000	118195    	260.000000	118395    	260.000000	1198.12   	260.000000	564.349   	260.000000	1011.19   	260.000000	817.327   	260.000000	1085.13   	
270.000000	127204    	270.000000	125656    	270.000000	125738    	270.000000	125953    	270.000000	1268.44   	270.000000	597.417   	270.000000	1071.35   	270.000000	865.98    	270.000000	1152.39   	
280.000000	134963    	280.000000	133331    	280.000000	133435    	280.000000	133666    	280.000000	1339.64   	280.000000	630.968   	280.000000	1132.35   	280.000000	915.397   	280.000000	1220.85   	
290.000000	142872    	290.000000	141153    	290.000000	141283    	290.000000	141531    	290.000000	1411.63   	290.000000	664.985   	290.000000	1194.14   	290.000000	965.536   	290.000000	1290.45   	
300.000000	150925    	300.000000	149118    	300.000000	149277    	300.000000	149541    	300.000000	1484.35   	300.000000	699.46    	300.000000	1256.67   	300.000000	1016.36   	300.000000	1361.15   	
310.000000	159119    	310.000000	157222    	310.000000	157411    	310.000000	157693    	310.000000	1557.77   	310.000000	734.358   	310.000000	1319.9    	310.000000	1067.85   	310.000000	1432.9    	
320.000000	167450    	320.000000	165460    	320.000000	165683    	320.000000	165983    	320.000000	1631.84   	320.000000	769.683   	320.000000	1383.79   	320.000000	1119.97   	320.000000	1505.67   	
330.000000	175914    	330.000000	173829    	330.000000	174088    	330.000000	174406    	330.000000	1706.5    	330.000000	805.429   	330.000000	1448.3    	330.000000	1172.7    	330.000000	1579.4    	
340.000000	184507    	340.000000	182324    	340.000000	182622    	340.000000	182959    	340.000000	1781.72   	340.000000	841.555   	340.000000	1513.39   	340.000000	1226      	340.000000	1654.06   	
350.000000	193227    	350.000000	190942    	350.000000	191281    	350.000000	191636    	350.000000	1857.43   	350.000000	878.031   	350.000000	1579.03   	350.000000	1279.84   	350.000000	1729.61   	
360.000000	202069    	360.000000	199680    	360.000000	200061    	360.000000	200436    	360.000000	1933.58   	360.000000	914.856   	360.000000	1645.16   	360.000000	1334.2    	360.000000	1805.99   	
370.000000	211030    	370.000000	208533    	370.000000	208959    	370.000000	209354    	370.000000	2010.16   	370.000000	952.045   	370.000000	1711.78   	370.000000	1389.06   	370.000000	1883.2    	
380.000000	220108    	380.000000	217499    	380.000000	217972    	380.000000	218387    	380.000000	2087.14   	380.000000	989.584   	380.000000	1778.83   	380.000000	1444.39   	380.000000	1961.18   	
390.000000	229299    	390.000000	226574    	390.000000	227096    	390.000000	227532    	390.000000	2164.47   	390.000000	1027.44   	390.000000	1846.31   	390.000000	1500.17   	390.000000	2039.91   	
400.000000	238601    	400.000000	235755    	400.000000	236328    	400.000000	236784    	400.000000	2242.12   	400.000000	1065.6    	400.000000	1914.17   	400.000000	1556.38   	400.000000	2119.35   	
410.000000	248010    	410.000000	245040    	410.000000	245665    	410.000000	246142    	410.000000	2320.07   	410.000000	1104.06   	410.000000	1982.39   	410.000000	1613      	410.000000	2199.48   	
420.000000	257524    	420.000000	254426    	420.000000	255105    	420.000000	255603    	420.000000	2398.26   	420.000000	1142.79   	420.000000	2050.94   	420.000000	1670.01   	420.000000	2280.26   	
430.000000	267141    	430.000000	263909    	430.000000	264642    	430.000000	265162    	430.000000	2476.67   	430.000000	1181.76   	430.000000	2119.79   	430.000000	1727.39   	430.000000	2361.66   	
440.000000	276858    	440.000000	273487    	440.000000	274276    	440.000000	274818    	440.000000	2555.28   	440.000000	1220.97   	440.000000	2188.92   	440.000000	1785.11   	440.000000	2443.65   	
450.000000	286672    	450.000000	283158    	450.000000	284003    	450.000000	284568    	450.000000	2634.07   	450.000000	1260.44   	450.000000	2258.32   	450.000000	1843.17   	450.000000	2526.21   	
460.000000	296581    	460.000000	292920    	460.000000	293822    	460.000000	294410    	460.000000	2713.01   	460.000000	1300.17   	460.000000	2327.96   	460.000000	1901.54   	460.000000	2609.32   	
