*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
470.000000	306583    	470.000000	302768    	470.000000	303729    	470.000000	304340    	470.000000	2792.09   	470.000000	1340.14   	470.000000	2397.82   	470.000000	1960.22   	470.000000	2692.95   	
480.000000	316675    	480.000000	312703    	480.000000	313722    	480.000000	314357    	480.000000	2871.28   	480.000000	1380.35   	480.000000	2467.88   	480.000000	2019.18   	480.000000	2777.07   	
490.000000	326855    	490.000000	322720    	490.000000	323799    	490.000000	324457    	490.000000	2950.55   	490.000000	1420.76   	490.000000	2538.12   	490.000000	2078.4    	490.000000	2861.67   	
500.000000	337122    	500.000000	332819    	500.000000	333957    	500.000000	334638    	500.000000	3029.88   	500.000000	1461.37   	500.000000	2608.52   	500.000000	2137.88   	500.000000	2946.71   	
520.000000	357906    	520.000000	353250    	520.000000	354507    	520.000000	355236    	520.000000	3188.64   	520.000000	1543.16   	520.000000	2749.72   	520.000000	2257.54   	520.000000	3118.04   	
540.000000	379010    	540.000000	373982    	540.000000	375354    	540.000000	376134    	540.000000	3347.4    	540.000000	1625.72   	540.000000	2891.36   	540.000000	2378.03   	540.000000	3290.9    	
560.000000	400421    	560.000000	394998    	560.000000	396485    	560.000000	397316    	560.000000	3506.1    	560.000000	1708.96   	560.000000	3033.34   	560.000000	2499.28   	560.000000	3465.16   	
580.000000	422123    	580.000000	416285    	580.000000	417885    	580.000000	418767    	580.000000	3664.63   	580.000000	1792.83   	580.000000	3175.55   	580.000000	2621.19   	580.000000	3640.67   	
600.000000	444103    	600.000000	437830    	600.000000	439540    	600.000000	440474    	600.000000	3822.89   	600.000000	1877.31   	600.000000	3317.91   	600.000000	2743.69   	600.000000	3817.32   	
620.000000	466350    	620.000000	459619    	620.000000	461438    	620.000000	462423    	620.000000	3980.8    	620.000000	1962.35   	620.000000	3460.32   	620.000000	2866.69   	620.000000	3994.98   	
640.000000	488850    	640.000000	481641    	640.000000	483565    	640.000000	484603    	640.000000	4138.26   	640.000000	2047.93   	640.000000	3602.7    	640.000000	2990.12   	640.000000	4173.53   	
660.000000	511592    	660.000000	503885    	660.000000	505908    	660.000000	507001    	660.000000	4295.18   	660.000000	2133.99   	660.000000	3744.97   	660.000000	3113.92   	660.000000	4352.86   	
680.000000	534565    	680.000000	526340    	680.000000	528458    	680.000000	529607    	680.000000	4451.54   	680.000000	2220.54   	680.000000	3887.08   	680.000000	3238.01   	680.000000	4532.88   	
700.000000	557760    	700.000000	548997    	700.000000	551205    	700.000000	552410    	700.000000	4607.29   	700.000000	2307.55   	700.000000	4028.98   	700.000000	3362.36   	700.000000	4713.52   	
720.000000	581164    	720.000000	571845    	720.000000	574139    	720.000000	575401    	720.000000	4762.38   	720.000000	2395.01   	720.000000	4170.61   	720.000000	3486.91   	720.000000	4894.68   	
740.000000	604771    	740.000000	594876    	740.000000	597252    	740.000000	598571    	740.000000	4916.76   	740.000000	2482.88   	740.000000	4311.92   	740.000000	3611.62   	740.000000	5076.29   	
760.000000	628569    	760.000000	618082    	760.000000	620534    	760.000000	621910    	760.000000	5070.41   	760.000000	2571.16   	760.000000	4452.87   	760.000000	3736.43   	760.000000	5258.28   	
780.000000	652551    	780.000000	641453    	780.000000	643978    	780.000000	645410    	780.000000	5223.28   	780.000000	2659.84   	780.000000	4593.43   	780.000000	3861.3    	780.000000	5440.57   	
800.000000	676709    	800.000000	664983    	800.000000	667575    	800.000000	669064    	800.000000	5375.33   	800.000000	2748.85   	800.000000	4733.55   	800.000000	3986.19   	800.000000	5623.11   	
820.000000	701033    	820.000000	688664    	820.000000	691316    	820.000000	692865    	820.000000	5526.53   	820.000000	2838.14   	820.000000	4873.18   	820.000000	4111.07   	820.000000	5805.81   	
840.000000	725517    	840.000000	712489    	840.000000	715195    	840.000000	716804    	840.000000	5676.85   	840.000000	2927.7    	840.000000	5012.32   	840.000000	4235.89   	840.000000	5988.63   	
860.000000	750154    	860.000000	736452    	860.000000	739206    	860.000000	740876    	860.000000	5826.29   	860.000000	3017.57   	860.000000	5150.92   	860.000000	4360.63   	860.000000	6171.52   	
880.000000	774936    	880.000000	760546    	880.000000	763343    	880.000000	765074    	880.000000	5974.84   	880.000000	3107.75   	880.000000	5288.98   	880.000000	4485.27   	880.000000	6354.44   	
900.000000	799856    	900.000000	784765    	900.000000	787600    	900.000000	789392    	900.000000	6122.49   	900.000000	3198.23   	900.000000	5426.47   	900.000000	4609.77   	900.000000	6537.34   	
920.000000	824909    	920.000000	809103    	920.000000	811971    	920.000000	813824    	920.000000	6269.22   	920.000000	3288.98   	920.000000	5563.37   	920.000000	4734.11   	920.000000	6720.18   	
940.000000	850088    	940.000000	833555    	940.000000	836451    	940.000000	838366    	940.000000	6415.03   	940.000000	3379.94   	940.000000	5699.67   	940.000000	4858.27   	940.000000	6902.92   	
960.000000	875386    	960.000000	858115    	960.000000	861035    	960.000000	863011    	960.000000	6559.9    	960.000000	3471.14   	960.000000	5835.35   	960.000000	4982.23   	960.000000	7085.53   	
980.000000	900799    	980.000000	882779    	980.000000	885718    	980.000000	887755    	980.000000	6703.83   	980.000000	3562.57   	980.000000	5970.4    	980.000000	5105.96   	980.000000	7267.96   	
1000.000000	926321    	1000.000000	907542    	1000.000000	910495    	1000.000000	912593    	1000.000000	6846.81   	1000.000000	3654.25   	1000.000000	6104.8    	1000.000000	5229.45   	1000.000000	7450.18   	
1020.000000	951946    	1020.000000	932399    	1020.000000	935361    	1020.000000	937521    	1020.000000	6988.84   	1020.000000	3746.19   	1020.000000	6238.55   	1020.000000	5352.67   	1020.000000	7632.18   	
1040.000000	977670    	1040.000000	957345    	1040.000000	960313    	1040.000000	962535    	1040.000000	7129.92   	1040.000000	3838.35   	1040.000000	6371.64   	1040.000000	5475.63   	1040.000000	7813.91   	
1060.000000	1.00349e+06	1060.000000	982377    	1060.000000	985346    	1060.000000	987630    	1060.000000	7270.05   	1060.000000	3930.73   	1060.000000	6504.05   	1060.000000	5598.29   	1060.000000	7995.36   	
1080.000000	1.02939e+06	1080.000000	1.00749e+06	1080.000000	1.01046e+06	1080.000000	1.0128e+06	1080.000000	7409.23   	1080.000000	4023.29   	1080.000000	6635.79   	1080.000000	5720.65   	1080.000000	8176.5    	
1100.000000	1.05538e+06	1100.000000	1.03268e+06	1100.000000	1.03564e+06	1100.000000	1.03805e+06	1100.000000	7547.46   	1100.000000	4116.02   	1100.000000	6766.85   	1100.000000	5842.69   	1100.000000	8357.3    	
1120.000000	1.08145e+06	1120.000000	1.05794e+06	1120.000000	1.0609e+06	1120.000000	1.06337e+06	1120.000000	7684.74   	1120.000000	4208.91   	1120.000000	6897.22   	1120.000000	5964.39   	1120.000000	8537.74   	
1140.000000	1.1076e+06	1140.000000	1.08328e+06	1140.000000	1.08622e+06	1140.000000	1.08875e+06	1140.000000	7821.06   	1140.000000	4301.97   	1140.000000	7026.89   	1140.000000	6085.76   	1140.000000	8717.8    	
1160.000000	1.13381e+06	1160.000000	1.10868e+06	1160.000000	1.1116e+06	1160.000000	1.1142e+06	1160.000000	7956.42   	1160.000000	4395.18   	1160.000000	7155.86   	1160.000000	6206.77   	1160.000000	8897.46   	
1180.000000	1.1601e+06	1180.000000	1.13414e+06	1180.000000	1.13705e+06	1180.000000	1.13971e+06	1180.000000	8090.84   	1180.000000	4488.55   	1180.000000	7284.13   	1180.000000	6327.41   	1180.000000	9076.71   	
1200.000000	1.18644e+06	1200.000000	1.15967e+06	1200.000000	1.16255e+06	1200.000000	1.16527e+06	1200.000000	8224.31   	1200.000000	4582.07   	1200.000000	7411.7    	1200.000000	6447.68   	1200.000000	9255.51   	
1220.000000	1.21285e+06	1220.000000	1.18525e+06	1220.000000	1.18811e+06	1220.000000	1.19089e+06	1220.000000	8356.85   	1220.000000	4675.75   	1220.000000	7538.57   	1220.000000	6567.58   	1220.000000	9433.88   	
1240.000000	1.23932e+06	1240.000000	1.21089e+06	1240.000000	1.21372e+06	1240.000000	1.21657e+06	1240.000000	8488.46   	1240.000000	4769.57   	1240.000000	7664.74   	1240.000000	6687.09   	1240.000000	9611.78   	
1260.000000	1.26583e+06	1260.000000	1.23657e+06	1260.000000	1.23937e+06	1260.000000	1.24229e+06	1260.000000	8619.15   	1260.000000	4863.54   	1260.000000	7790.21   	1260.000000	6806.2    	1260.000000	9789.22   	
1280.000000	1.2924e+06	1280.000000	1.26231e+06	1280.000000	1.26508e+06	1280.000000	1.26806e+06	1280.000000	8748.94   	1280.000000	4957.66   	1280.000000	7914.98   	1280.000000	6924.93   	1280.000000	9966.17   	
1300.000000	1.31901e+06	1300.000000	1.28809e+06	1300.000000	1.29083e+06	1300.000000	1.29388e+06	1300.000000	8877.82   	1300.000000	5051.92   	1300.000000	8039.06   	1300.000000	7043.25   	1300.000000	10142.6   	
1320.000000	1.34567e+06	1320.000000	1.31392e+06	1320.000000	1.31663e+06	1320.000000	1.31974e+06	1320.000000	9005.81   	1320.000000	5146.33   	1320.000000	8162.44   	1320.000000	7161.17   	1320.000000	10318.6   	
1340.000000	1.37237e+06	1340.000000	1.33979e+06	1340.000000	1.34246e+06	1340.000000	1.34564e+06	1340.000000	9132.91   	1340.000000	5240.87   	1340.000000	8285.13   	1340.000000	7278.67   	1340.000000	10494.1   	
1360.000000	1.3991e+06	1360.000000	1.36569e+06	1360.000000	1.36834e+06	1360.000000	1.37158e+06	1360.000000	9259.13   	1360.000000	5335.55   	1360.000000	8407.13   	1360.000000	7395.76   	1360.000000	10669     	
1380.000000	1.42587e+06	1380.000000	1.39163e+06	1380.000000	1.39425e+06	1380.000000	1.39755e+06	1380.000000	9384.47   	1380.000000	5430.36   	1380.000000	8528.45   	1380.000000	7512.44   	1380.000000	10843.4   	
1400.000000	1.45267e+06	1400.000000	1.41761e+06	1400.000000	1.42019e+06	1400.000000	1.42356e+06	1400.000000	9508.95   	1400.000000	5525.3    	1400.000000	8649.08   	1400.000000	7628.69   	1400.000000	11017.3   	
1420.000000	1.47951e+06	1420.000000	1.44362e+06	1420.000000	1.44617e+06	1420.000000	1.4496e+06	1420.000000	9632.57   	1420.000000	5620.38   	1420.000000	8769.03   	1420.000000	7744.52   	1420.000000	11190.6   	
1440.000000	1.50636e+06	1440.000000	1.46966e+06	1440.000000	1.47218e+06	1440.000000	1.47568e+06	1440.000000	9755.34   	1440.000000	5715.58   	1440.000000	8888.3    	1440.000000	7859.93   	1440.000000	11363.4   	
1460.000000	1.53325e+06	1460.000000	1.49573e+06	1460.000000	1.49822e+06	1460.000000	1.50178e+06	1460.000000	9877.26   	1460.000000	5810.9    	1460.000000	9006.9    	1460.000000	7974.9    	1460.000000	11535.7   	
1480.000000	1.56015e+06	1480.000000	1.52182e+06	1480.000000	1.52429e+06	1480.000000	1.52791e+06	1480.000000	9998.36   	1480.000000	5906.35   	1480.000000	9124.83   	1480.000000	8089.45   	1480.000000	11707.4   	
1500.000000	1.58708e+06	1500.000000	1.54794e+06	1500.000000	1.55038e+06	1500.000000	1.55407e+06	1500.000000	10118.6   	1500.000000	6001.92   	1500.000000	9242.1    	1500.000000	8203.57   	1500.000000	11878.5   	
1520.000000	1.61402e+06	1520.000000	1.57408e+06	1520.000000	1.5765e+06	1520.000000	1.58026e+06	1520.000000	10238.1   	1520.000000	6097.61   	1520.000000	9358.71   	1520.000000	8317.25   	1520.000000	12049.1   	
1540.000000	1.64098e+06	1540.000000	1.60024e+06	1540.000000	1.60265e+06	1540.000000	1.60647e+06	1540.000000	10356.7   	1540.000000	6193.42   	1540.000000	9474.66   	1540.000000	8430.51   	1540.000000	12219.1   	
1560.000000	1.66795e+06	1560.000000	1.62643e+06	1560.000000	1.62881e+06	1560.000000	1.6327e+06	1560.000000	10474.6   	1560.000000	6289.35   	1560.000000	9589.96   	1560.000000	8543.32   	1560.000000	12388.5   	
1580.000000	1.69493e+06	1580.000000	1.65263e+06	1580.000000	1.655e+06 	1580.000000	1.65895e+06	1580.000000	10591.6   	1580.000000	6385.39   	1580.000000	9704.61   	1580.000000	8655.71   	1580.000000	12557.3   	
1600.000000	1.72192e+06	1600.000000	1.67884e+06	1600.000000	1.68121e+06	1600.000000	1.68522e+06	1600.000000	10707.9   	1600.000000	6481.55   	1600.000000	9818.62   	1600.000000	8767.66   	1600.000000	12725.6   	
1620.000000	1.74892e+06	1620.000000	1.70508e+06	1620.000000	1.70743e+06	1620.000000	1.71151e+06	1620.000000	10823.4   	1620.000000	6577.83   	1620.000000	9931.98   	1620.000000	8879.17   	1620.000000	12893.3   	
1640.000000	1.77593e+06	1640.000000	1.73132e+06	1640.000000	1.73368e+06	1640.000000	1.73781e+06	1640.000000	10938.1   	1640.000000	6674.22   	1640.000000	10044.7   	1640.000000	8990.24   	1640.000000	13060.5   	
1660.000000	1.80294e+06	1660.000000	1.75758e+06	1660.000000	1.75994e+06	1660.000000	1.76414e+06	1660.000000	11052.1   	1660.000000	6770.73   	1660.000000	10156.8   	1660.000000	9100.88   	1660.000000	13227     	
1680.000000	1.82995e+06	1680.000000	1.78385e+06	1680.000000	1.78621e+06	1680.000000	1.79048e+06	1680.000000	11165.3   	1680.000000	6867.35   	1680.000000	10268.3   	1680.000000	9211.09   	1680.000000	13393     	
1700.000000	1.85696e+06	1700.000000	1.81013e+06	1700.000000	1.8125e+06	1700.000000	1.81683e+06	1700.000000	11277.7   	1700.000000	6964.08   	1700.000000	10379.2   	1700.000000	9320.86   	1700.000000	13558.3   	
1750.000000	1.92449e+06	1750.000000	1.87586e+06	1750.000000	1.87827e+06	1750.000000	1.88277e+06	1750.000000	11555.7   	1750.000000	7206.36   	1750.000000	10653.6   	1750.000000	9593.38   	1750.000000	13969.2   	
1800.000000	1.99198e+06	1800.000000	1.94162e+06	1800.000000	1.94412e+06	1800.000000	1.94878e+06	1800.000000	11829.1   	1800.000000	7449.28   	1800.000000	10924.4   	1800.000000	9863.2    	1800.000000	14376.4   	
1850.000000	2.05942e+06	1850.000000	2.0074e+06	1850.000000	2.01002e+06	1850.000000	2.01484e+06	1850.000000	12098.3   	1850.000000	7692.79   	1850.000000	11191.4   	1850.000000	10130.4   	1850.000000	14780     	
1900.000000	2.12679e+06	1900.000000	2.07318e+06	1900.000000	2.07596e+06	1900.000000	2.08095e+06	1900.000000	12363.2   	1900.000000	7936.87   	1900.000000	11454.8   	1900.000000	10394.8   	1900.000000	15180     	
1950.000000	2.19407e+06	1950.000000	2.13895e+06	1950.000000	2.14194e+06	1950.000000	2.1471e+06	1950.000000	12624     	1950.000000	8181.49   	1950.000000	11714.8   	1950.000000	10656.7   	1950.000000	15576.4   	
2000.000000	2.26124e+06	2000.000000	2.20469e+06	2000.000000	2.20795e+06	2000.000000	2.21327e+06	2000.000000	12880.9   	2000.000000	8426.68   	2000.000000	11971.3   	2000.000000	10916     	2000.000000	15969.2   	
2100.000000	2.3952e+06	2100.000000	2.33605e+06	2100.000000	2.34e+06  	2100.000000	2.34564e+06	2100.000000	13383.1   	2100.000000	8918.8    	2100.000000	12474.4   	2100.000000	11426.9   	2100.000000	16744.2   	
2200.000000	2.52854e+06	2200.000000	2.46717e+06	2200.000000	2.47206e+06	2200.000000	2.47803e+06	2200.000000	13870.9   	2200.000000	9413.42   	2200.000000	12964.8   	2200.000000	11927.8   	2200.000000	17505.3   	
2300.000000	2.66118e+06	2300.000000	2.59797e+06	2300.000000	2.60407e+06	2300.000000	2.61036e+06	2300.000000	14344.8   	2300.000000	9910.58   	2300.000000	13443     	2300.000000	12419     	2300.000000	18252.8   	
2400.000000	2.79302e+06	2400.000000	2.72839e+06	2400.000000	2.736e+06 	2400.000000	2.74261e+06	2400.000000	14805.8   	2400.000000	10410.3   	2400.000000	13909.6   	2400.000000	12900.8   	2400.000000	18987.1   	
2500.000000	2.924e+06 	2500.000000	2.85838e+06	2500.000000	2.86781e+06	2500.000000	2.87473e+06	2500.000000	15254.5   	2500.000000	10912.3   	2500.000000	14365.2   	2500.000000	13373.5   	2500.000000	19708.4   	
2600.000000	3.05406e+06	2600.000000	2.98789e+06	2600.000000	2.99946e+06	2600.000000	3.0067e+06	2600.000000	15691.4   	2600.000000	11416.6   	2600.000000	14810.3   	2600.000000	13837.2   	2600.000000	20417.2   	
2700.000000	3.18313e+06	2700.000000	3.11687e+06	2700.000000	3.13092e+06	2700.000000	3.13847e+06	2700.000000	16117.2   	2700.000000	11922.9   	2700.000000	15245.3   	2700.000000	14292.4   	2700.000000	21113.7   	
2800.000000	3.31119e+06	2800.000000	3.2453e+06	2800.000000	3.26217e+06	2800.000000	3.27003e+06	2800.000000	16532.4   	2800.000000	12431.3   	2800.000000	15670.7   	2800.000000	14739.2   	2800.000000	21798.3   	
2900.000000	3.43819e+06	2900.000000	3.37314e+06	2900.000000	3.3932e+06	2900.000000	3.40137e+06	2900.000000	16937.5   	2900.000000	12941.8   	2900.000000	16086.9   	2900.000000	15178     	2900.000000	22471.3   	
3000.000000	3.5641e+06	3000.000000	3.50037e+06	3000.000000	3.524e+06 	3000.000000	3.53247e+06	3000.000000	17333.2   	3000.000000	13454.3   	3000.000000	16494.3   	3000.000000	15609     	3000.000000	23133.1   	
3200.000000	3.81258e+06	3200.000000	3.75291e+06	3200.000000	3.78483e+06	3200.000000	3.79392e+06	3200.000000	18097.7   	3200.000000	14485.5   	3200.000000	17284.5   	3200.000000	16448.8   	3200.000000	24424.6   	
3400.000000	4.05647e+06	3400.000000	4.00279e+06	3400.000000	4.04462e+06	3400.000000	4.05432e+06	3400.000000	18829.3   	3400.000000	15525.2   	3400.000000	18044.1   	3400.000000	17260.5   	3400.000000	25675.4   	
3600.000000	4.29569e+06	3600.000000	4.24992e+06	3600.000000	4.30333e+06	3600.000000	4.31364e+06	3600.000000	19530.9   	3600.000000	16573.6   	3600.000000	18775.7   	3600.000000	18046     	3600.000000	26888.1   	
3800.000000	4.53021e+06	3800.000000	4.49424e+06	3800.000000	4.56094e+06	3800.000000	4.57186e+06	3800.000000	20205.4   	3800.000000	17630.8   	3800.000000	19481.7   	3800.000000	18807.1   	3800.000000	28065.1   	
4000.000000	4.76001e+06	4000.000000	4.73571e+06	4000.000000	4.81746e+06	4000.000000	4.82898e+06	4000.000000	20854.8   	4000.000000	18696.9   	4000.000000	20164     	4000.000000	19545.3   	4000.000000	29208.6   	
4200.000000	4.98514e+06	4200.000000	4.97432e+06	4200.000000	5.07288e+06	4200.000000	5.085e+06 	4200.000000	21481.3   	4200.000000	19772.1   	4200.000000	20824.6   	4200.000000	20262.2   	4200.000000	30320.7   	
4400.000000	5.20562e+06	4400.000000	5.21007e+06	4400.000000	5.32722e+06	4400.000000	5.33993e+06	4400.000000	22086.7   	4400.000000	20856.2   	4400.000000	21465.1   	4400.000000	20959.1   	4400.000000	31403.3   	
4600.000000	5.42152e+06	4600.000000	5.44297e+06	4600.000000	5.5805e+06	4600.000000	5.59379e+06	4600.000000	22672.4   	4600.000000	21949.3   	4600.000000	22087     	4600.000000	21637.3   	4600.000000	32458.2   	
4800.000000	5.63292e+06	4800.000000	5.67304e+06	4800.000000	5.83273e+06	4800.000000	5.84659e+06	4800.000000	23240.1   	4800.000000	23051.1   	4800.000000	22691.6   	4800.000000	22297.8   	4800.000000	33486.9   	
5000.000000	5.8399e+06	5000.000000	5.9003e+06	5000.000000	6.08393e+06	5000.000000	6.09837e+06	5000.000000	23790.8   	5000.000000	24161.7   	5000.000000	23280.2   	5000.000000	22941.7   	5000.000000	34491     	
5250.000000	6.09253e+06	5250.000000	6.1805e+06	5250.000000	6.39652e+06	5250.000000	6.41166e+06	5250.000000	24457.3   	5250.000000	25562     	5250.000000	23995     	5250.000000	23724.7   	5250.000000	35713.5   	
5500.000000	6.33858e+06	5500.000000	6.45644e+06	5500.000000	6.70759e+06	5500.000000	6.72343e+06	5500.000000	25101.1   	5500.000000	26975.5   	5500.000000	24688.4   	5500.000000	24485.1   	5500.000000	36902.3   	
6000.000000	6.81167e+06	6000.000000	6.99591e+06	6000.000000	7.32534e+06	6000.000000	7.34255e+06	6000.000000	26327.7   	6000.000000	29841.5   	6000.000000	26017.6   	6000.000000	25944.1   	6000.000000	39187.1   	
6500.000000	7.26072e+06	6500.000000	7.5194e+06	6500.000000	7.93753e+06	6500.000000	7.95609e+06	6500.000000	27482.6   	6500.000000	32758.5   	6500.000000	27279.5   	6500.000000	27329.4   	6500.000000	41361.3   	
7000.000000	7.68725e+06	7000.000000	8.02766e+06	7000.000000	8.54453e+06	7000.000000	8.5644e+06	7000.000000	28575.1   	7000.000000	35725.5   	7000.000000	28483.7   	7000.000000	28650.1   	7000.000000	43438.2   	
7500.000000	8.09273e+06	7500.000000	8.52141e+06	7500.000000	9.14666e+06	7500.000000	9.16782e+06	7500.000000	29613     	7500.000000	38741.4   	7500.000000	29638     	7500.000000	29914     	7500.000000	45428.8   	
8000.000000	8.47856e+06	8000.000000	9.00135e+06	8000.000000	9.74421e+06	8000.000000	9.76664e+06	8000.000000	30602.7   	8000.000000	41805.7   	8000.000000	30748.8   	8000.000000	31127.3   	8000.000000	47342.8   	
8500.000000	8.84604e+06	8500.000000	9.46819e+06	8500.000000	1.03375e+07	8500.000000	1.03612e+07	8500.000000	31549.3   	8500.000000	44917     	8500.000000	31821.5   	8500.000000	32295.6   	8500.000000	49188.3   	
9000.000000	9.19637e+06	9000.000000	9.92256e+06	9000.000000	1.09267e+07	9000.000000	1.09516e+07	9000.000000	32457.4   	9000.000000	48072.3   	9000.000000	32860.7   	9000.000000	33423.7   	9000.000000	50972.3   	
9500.000000	9.53069e+06	9500.000000	1.03651e+07	9500.000000	1.15122e+07	9500.000000	1.15382e+07	9500.000000	33330.8   	9500.000000	51270.4   	9500.000000	33870.3   	9500.000000	34515.5   	9500.000000	52700.9   	
10000.000000	9.85002e+06	10000.000000	1.07963e+07	10000.000000	1.2094e+07	10000.000000	1.21213e+07	10000.000000	34172.7   	10000.000000	54511.4   	10000.000000	34853.5   	10000.000000	35574.8   	10000.000000	54379.5   	
11000.000000	1.04475e+07	11000.000000	1.16271e+07	11000.000000	1.32478e+07	11000.000000	1.32772e+07	11000.000000	35772.4   	11000.000000	61123.3   	11000.000000	36751.7   	11000.000000	37607.1   	11000.000000	57604     	
12000.000000	1.09956e+07	12000.000000	1.24189e+07	12000.000000	1.43892e+07	12000.000000	1.44209e+07	12000.000000	37274.6   	12000.000000	67904.9   	12000.000000	38573.7   	12000.000000	39541     	12000.000000	60676.8   	
13000.000000	1.15001e+07	13000.000000	1.31752e+07	13000.000000	1.55196e+07	13000.000000	1.55535e+07	13000.000000	38693.5   	13000.000000	74849.2   	13000.000000	40333.3   	13000.000000	41392.5   	13000.000000	63622     	
14000.000000	1.19659e+07	14000.000000	1.38991e+07	14000.000000	1.66399e+07	14000.000000	1.66759e+07	14000.000000	40040.3   	14000.000000	81947.7   	14000.000000	42041.4   	14000.000000	43174.3   	14000.000000	66459     	
15000.000000	1.23973e+07	15000.000000	1.45931e+07	15000.000000	1.77509e+07	15000.000000	1.7789e+07	15000.000000	41324     	15000.000000	89192.6   	15000.000000	43706.3   	15000.000000	44896.6   	15000.000000	69203.5   	
16000.000000	1.2798e+07	16000.000000	1.52598e+07	16000.000000	1.88535e+07	16000.000000	1.88935e+07	16000.000000	42551.9   	16000.000000	96579     	16000.000000	45334.4   	16000.000000	46567.6   	16000.000000	71868.2   	
17000.000000	1.3171e+07	17000.000000	1.59012e+07	17000.000000	1.99481e+07	17000.000000	1.99902e+07	17000.000000	43730.1   	17000.000000	104104    	17000.000000	46931     	17000.000000	48194.1   	17000.000000	74463.4   	
18000.000000	1.35191e+07	18000.000000	1.65192e+07	18000.000000	2.10355e+07	18000.000000	2.10794e+07	18000.000000	44863.6   	18000.000000	111765    	18000.000000	48500.2   	18000.000000	49781.6   	18000.000000	76997.8   	
19000.000000	1.38448e+07	19000.000000	1.71155e+07	19000.000000	2.2116e+07	19000.000000	2.21619e+07	19000.000000	45956.8   	19000.000000	119559    	19000.000000	50045.3   	19000.000000	51334.8   	19000.000000	79478.7   	
20000.000000	1.415e+07 	20000.000000	1.76916e+07	20000.000000	2.31902e+07	20000.000000	2.32379e+07	20000.000000	47013.3   	20000.000000	127484    	20000.000000	51569     	20000.000000	52857.5   	20000.000000	81912.2   	
21000.000000	1.44366e+07	21000.000000	1.82488e+07	21000.000000	2.42583e+07	21000.000000	2.43079e+07	21000.000000	48036.3   	21000.000000	135539    	21000.000000	53073.3   	21000.000000	54352.9   	21000.000000	84303.2   	
22000.000000	1.47063e+07	22000.000000	1.87883e+07	22000.000000	2.53209e+07	22000.000000	2.53723e+07	22000.000000	49028.4   	22000.000000	143718    	22000.000000	54560     	22000.000000	55823.7   	22000.000000	86656.1   	
23000.000000	1.49605e+07	23000.000000	1.93114e+07	23000.000000	2.63781e+07	23000.000000	2.64313e+07	23000.000000	49992.3   	23000.000000	152020    	23000.000000	56030.4   	23000.000000	57272.3   	23000.000000	88974.5   	
24000.000000	1.52004e+07	24000.000000	1.98189e+07	24000.000000	2.74303e+07	24000.000000	2.74852e+07	24000.000000	50930     	24000.000000	160443    	24000.000000	57485.7   	24000.000000	58700.6   	24000.000000	91261.6   	
25000.000000	1.54273e+07	25000.000000	2.03119e+07	25000.000000	2.84778e+07	25000.000000	2.85344e+07	25000.000000	51843.4   	25000.000000	168977    	25000.000000	58927.1   	25000.000000	60110.4   	25000.000000	93520.1   	
26000.000000	1.56421e+07	26000.000000	2.0791e+07	26000.000000	2.95208e+07	26000.000000	2.9579e+07	26000.000000	52734.1   	26000.000000	177616    	26000.000000	60355     	26000.000000	61503.1   	26000.000000	95752.3   	
27000.000000	1.58457e+07	27000.000000	2.12572e+07	27000.000000	3.05594e+07	27000.000000	3.06193e+07	27000.000000	53603.6   	27000.000000	186364    	27000.000000	61770.3   	27000.000000	62879.9   	27000.000000	97960.2   	
28000.000000	1.6039e+07	28000.000000	2.17111e+07	28000.000000	3.1594e+07	28000.000000	3.16555e+07	28000.000000	54453.3   	28000.000000	195223    	28000.000000	63173.4   	28000.000000	64241.8   	28000.000000	100145    	
29000.000000	1.62228e+07	29000.000000	2.21534e+07	29000.000000	3.26247e+07	29000.000000	3.26877e+07	29000.000000	55284.4   	29000.000000	204191    	29000.000000	64564.8   	29000.000000	65589.9   	29000.000000	102310    	
30000.000000	1.63976e+07	30000.000000	2.25846e+07	30000.000000	3.36516e+07	30000.000000	3.37162e+07	30000.000000	56098     	30000.000000	213260    	30000.000000	65944.9   	30000.000000	66924.9   	30000.000000	104454    	
32000.000000	1.6723e+07	32000.000000	2.34161e+07	32000.000000	3.56949e+07	32000.000000	3.57624e+07	32000.000000	57676.6   	32000.000000	231691    	32000.000000	68672.3   	32000.000000	69558.5   	32000.000000	108688    	
34000.000000	1.70195e+07	34000.000000	2.42095e+07	34000.000000	3.77251e+07	34000.000000	3.77953e+07	34000.000000	59196     	34000.000000	250512    	34000.000000	71357.6   	34000.000000	72147.1   	34000.000000	112854    	
36000.000000	1.72906e+07	36000.000000	2.49683e+07	36000.000000	3.97431e+07	36000.000000	3.98159e+07	36000.000000	60662.1   	36000.000000	269713    	36000.000000	74002.3   	36000.000000	74694.2   	36000.000000	116958    	
