*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.753457  	0.001000	0.115359  	0.001000	0.11343   	0.001000	0.11343   	0.001000	0.0834002 	0.001000	0.0319586 	
0.002000	0.841241  	0.002000	0.146732  	0.002000	0.146432  	0.002000	0.146432  	0.002000	0.115518  	0.002000	0.0312141 	
0.005000	1.0465    	0.005000	0.204007  	0.005000	0.208484  	0.005000	0.208484  	0.005000	0.177698  	0.005000	0.0263091 	
0.008000	1.20294   	0.008000	0.244203  	0.008000	0.253011  	0.008000	0.253011  	0.008000	0.221625  	0.008000	0.0225772 	
0.010000	1.29137   	0.010000	0.266817  	0.010000	0.278318  	0.010000	0.278318  	0.010000	0.246131  	0.010000	0.0206852 	
0.015000	1.51322   	0.015000	0.31505   	0.015000	0.332781  	0.015000	0.332781  	0.015000	0.297804  	0.015000	0.0172465 	
0.020000	1.6911    	0.020000	0.360759  	0.020000	0.384786  	0.020000	0.384786  	0.020000	0.345846  	0.020000	0.014913  	
0.025000	1.89094   	0.025000	0.40626   	0.025000	0.437248  	0.025000	0.437248  	0.025000	0.39305   	0.025000	0.0132102 	
0.030000	2.06064   	0.030000	0.450985  	0.030000	0.476736  	0.030000	0.476736  	0.030000	0.439081  	0.030000	0.0119039 	
0.035000	2.2003    	0.035000	0.493402  	0.035000	0.514099  	0.035000	0.514099  	0.035000	0.482537  	0.035000	0.0108647 	
0.040000	2.31041   	0.040000	0.533569  	0.040000	0.549482  	0.040000	0.549482  	0.040000	0.523554  	0.040000	0.0100151 	
0.045000	2.39156   	0.045000	0.571528  	0.045000	0.582986  	0.045000	0.582986  	0.045000	0.562222  	0.045000	0.00930528	
0.050000	2.44172   	0.050000	0.60708   	0.050000	0.614687  	0.050000	0.614687  	0.050000	0.598378  	0.050000	0.00870201	
0.055000	2.54521   	0.055000	0.639359  	0.055000	0.644654  	0.055000	0.644654  	0.055000	0.631177  	0.055000	0.00818193	
0.060000	2.63245   	0.060000	0.66967   	0.060000	0.672947  	0.060000	0.672947  	0.060000	0.661942  	0.060000	0.00772821	
0.070000	2.76304   	0.070000	0.724661  	0.070000	0.724754  	0.070000	0.724754  	0.070000	0.717688  	0.070000	0.00697293	
0.080000	2.90239   	0.080000	0.772633  	0.080000	0.77059   	0.080000	0.77059   	0.080000	0.766265  	0.080000	0.00636756	
0.090000	3.00623   	0.090000	0.814215  	0.090000	0.810941  	0.090000	0.810941  	0.090000	0.808345  	0.090000	0.00586993	
0.100000	3.08349   	0.100000	0.850055  	0.100000	0.846294  	0.100000	0.846294  	0.100000	0.844602  	0.100000	0.00545262	
0.120000	3.11121   	0.120000	0.90698   	0.120000	0.903848  	0.120000	0.903848  	0.120000	0.902234  	0.120000	0.00474583	
0.140000	3.10778   	0.140000	0.94815   	0.140000	0.946886  	0.140000	0.946886  	0.140000	0.943903  	0.140000	0.0042461 	
0.160000	3.1122    	0.160000	0.980215  	0.160000	0.978425  	0.160000	0.978425  	0.160000	0.976364  	0.160000	0.00385045	
0.180000	3.13054   	0.180000	1.01078   	0.180000	1.00101   	0.180000	1.00101   	0.180000	1.00725   	0.180000	0.00352855	
0.200000	3.14679   	0.200000	1.03223   	0.200000	1.01668   	0.200000	1.01668   	0.200000	1.02897   	0.200000	0.00326098	
0.250000	3.10835   	0.250000	1.06705   	0.250000	1.03535   	0.250000	1.03535   	0.250000	1.0643    	0.250000	0.00275328	
0.300000	3.09557   	0.300000	1.08804   	0.300000	1.03669   	0.300000	1.03669   	0.300000	1.08565   	0.300000	0.00239278	
0.350000	3.07778   	0.350000	1.09831   	0.350000	1.03586   	0.350000	1.03586   	0.350000	1.09618   	0.350000	0.00212226	
0.400000	3.07369   	0.400000	1.10858   	0.400000	1.03114   	0.400000	1.03114   	0.400000	1.10666   	0.400000	0.00191102	
0.450000	3.05209   	0.450000	1.11156   	0.450000	1.02171   	0.450000	1.02171   	0.450000	1.10982   	0.450000	0.00174105	
0.500000	3.0134    	0.500000	1.10683   	0.500000	1.00938   	0.500000	1.00938   	0.500000	1.10523   	0.500000	0.00160106	
0.600000	2.80692   	0.600000	1.08243   	0.600000	0.978927  	0.600000	0.978927  	0.600000	1.08105   	0.600000	0.00138341	
0.700000	2.59067   	0.700000	1.04941   	0.700000	0.948459  	0.700000	0.948459  	0.700000	1.04819   	0.700000	0.00122143	
0.800000	2.46888   	0.800000	1.00915   	0.800000	0.919052  	0.800000	0.919052  	0.800000	1.00805   	0.800000	0.00109577	
0.900000	2.35359   	0.900000	0.970636  	0.900000	0.891007  	0.900000	0.891007  	0.900000	0.969641  	0.900000	0.000995206	
1.000000	2.24586   	1.000000	0.934332  	1.000000	0.864365  	1.000000	0.864365  	1.000000	0.933419  	1.000000	0.000912742	
1.250000	1.99576   	1.250000	0.848747  	1.250000	0.799835  	1.250000	0.799835  	1.250000	0.847988  	1.250000	0.000759093	
1.500000	1.79387   	1.500000	0.778785  	1.500000	0.745178  	1.500000	0.745178  	1.500000	0.778133  	1.500000	0.000652255	
1.750000	1.62899   	1.750000	0.721014  	1.750000	0.69808   	1.750000	0.69808   	1.750000	0.720441  	1.750000	0.000573335	
2.000000	1.48399   	2.000000	0.667986  	2.000000	0.656713  	2.000000	0.656713  	2.000000	0.667473  	2.000000	0.000512477	
2.250000	1.36442   	2.250000	0.622901  	2.250000	0.620025  	2.250000	0.620025  	2.250000	0.622437  	2.250000	0.00046401	
2.500000	1.23866   	2.500000	0.585592  	2.500000	0.58729   	2.500000	0.58729   	2.500000	0.585168  	2.500000	0.000424431	
3.000000	1.09335   	3.000000	0.526219  	3.000000	0.531588  	3.000000	0.531588  	3.000000	0.525855  	3.000000	0.000363531	
3.500000	0.980239  	3.500000	0.48009   	3.500000	0.486095  	3.500000	0.486095  	3.500000	0.479771  	3.500000	0.000318728	
4.000000	0.889588  	4.000000	0.442706  	4.000000	0.448399  	4.000000	0.448399  	4.000000	0.442422  	4.000000	0.000284291	
4.500000	0.815231  	4.500000	0.411598  	4.500000	0.416735  	4.500000	0.416735  	4.500000	0.411341  	4.500000	0.000256941	
5.000000	0.753082  	5.000000	0.385224  	5.000000	0.389795  	5.000000	0.389795  	5.000000	0.38499   	5.000000	0.000234658	
5.500000	0.700321  	5.500000	0.36254   	5.500000	0.366603  	5.500000	0.366603  	5.500000	0.362324  	5.500000	0.000216131	
6.000000	0.654942  	6.000000	0.342796  	6.000000	0.346425  	6.000000	0.346425  	6.000000	0.342596  	6.000000	0.000200467	
6.500000	0.615474  	6.500000	0.325438  	6.500000	0.3287    	6.500000	0.3287    	6.500000	0.325251  	6.500000	0.00018704	
7.000000	0.580816  	7.000000	0.310044  	7.000000	0.312998  	7.000000	0.312998  	7.000000	0.309869  	7.000000	0.000175394	
7.500000	0.550127  	7.500000	0.296287  	7.500000	0.298981  	7.500000	0.298981  	7.500000	0.296122  	7.500000	0.000165191	
8.000000	0.52275   	8.000000	0.28391   	8.000000	0.286382  	8.000000	0.286382  	8.000000	0.283754  	8.000000	0.000156172	
8.500000	0.49817   	8.500000	0.272707  	8.500000	0.274989  	8.500000	0.274989  	8.500000	0.272559  	8.500000	0.00014814	
9.000000	0.475971  	9.000000	0.262512  	9.000000	0.264629  	9.000000	0.264629  	9.000000	0.262371  	9.000000	0.000140938	
9.500000	0.455819  	9.500000	0.253188  	9.500000	0.255162  	9.500000	0.255162  	9.500000	0.253054  	9.500000	0.000134442	
10.000000	0.437438  	10.000000	0.246903  	10.000000	0.246473  	10.000000	0.246473  	10.000000	0.246775  	10.000000	0.00012855	
11.000000	0.405118  	11.000000	0.233477  	11.000000	0.231839  	11.000000	0.231951  	11.000000	0.233359  	11.000000	0.000118266	
12.000000	0.377601  	12.000000	0.221343  	12.000000	0.219141  	12.000000	0.219323  	12.000000	0.221233  	12.000000	0.000109585	
13.000000	0.353873  	13.000000	0.210379  	13.000000	0.207992  	13.000000	0.208216  	13.000000	0.210277  	13.000000	0.000102152	
14.000000	0.333193  	14.000000	0.200454  	14.000000	0.198104  	14.000000	0.198354  	14.000000	0.200359  	14.000000	9.57122e-05	
15.000000	0.314999  	15.000000	0.191446  	15.000000	0.189262  	15.000000	0.189526  	15.000000	0.191356  	15.000000	9.0076e-05	
16.000000	0.298862  	16.000000	0.183245  	16.000000	0.181299  	16.000000	0.181566  	16.000000	0.183159  	16.000000	8.50993e-05	
17.000000	0.284447  	17.000000	0.175752  	17.000000	0.174083  	17.000000	0.174344  	17.000000	0.175672  	17.000000	8.06707e-05	
18.000000	0.271487  	18.000000	0.168886  	18.000000	0.167504  	18.000000	0.167756  	18.000000	0.168809  	18.000000	7.67031e-05	
19.000000	0.259769  	19.000000	0.162573  	19.000000	0.161471  	19.000000	0.161715  	19.000000	0.162499  	19.000000	7.31268e-05	
20.000000	0.24912   	20.000000	0.15675   	20.000000	0.155884  	20.000000	0.156124  	20.000000	0.15668   	20.000000	6.98856e-05	
21.000000	0.239397  	21.000000	0.151365  	21.000000	0.150746  	21.000000	0.15098   	21.000000	0.151298  	21.000000	6.69339e-05	
22.000000	0.230483  	22.000000	0.146369  	22.000000	0.145988  	22.000000	0.146205  	22.000000	0.146305  	22.000000	6.42337e-05	
23.000000	0.22228   	23.000000	0.141724  	23.000000	0.141564  	23.000000	0.141759  	23.000000	0.141662  	23.000000	6.17538e-05	
24.000000	0.214703  	24.000000	0.137393  	24.000000	0.137429  	24.000000	0.137606  	24.000000	0.137334  	24.000000	5.94678e-05	
25.000000	0.207683  	25.000000	0.133346  	25.000000	0.133552  	25.000000	0.133717  	25.000000	0.133289  	25.000000	5.73535e-05	
27.000000	0.19508   	27.000000	0.125999  	27.000000	0.126489  	27.000000	0.126624  	27.000000	0.125946  	27.000000	5.35665e-05	
29.000000	0.184083  	29.000000	0.119504  	29.000000	0.12021   	29.000000	0.120312  	29.000000	0.119454  	29.000000	5.02712e-05	
31.000000	0.174397  	31.000000	0.11372   	31.000000	0.114502  	31.000000	0.114564  	31.000000	0.113673  	31.000000	4.73761e-05	
33.000000	0.165798  	33.000000	0.108537  	33.000000	0.10931   	33.000000	0.109334  	33.000000	0.108492  	33.000000	4.48116e-05	
35.000000	0.158108  	35.000000	0.103864  	35.000000	0.104625  	35.000000	0.104633  	35.000000	0.103821  	35.000000	4.25231e-05	
38.000000	0.147984  	38.000000	0.0976574 	38.000000	0.0984334 	38.000000	0.0984047 	38.000000	0.0976179 	38.000000	3.95163e-05	
41.000000	0.139236  	41.000000	0.0922478 	41.000000	0.093037  	41.000000	0.092986  	41.000000	0.0922109 	41.000000	3.69249e-05	
44.000000	0.131598  	44.000000	0.0874898 	44.000000	0.0882875 	44.000000	0.0882248 	44.000000	0.0874551 	44.000000	3.46671e-05	
47.000000	0.124867  	47.000000	0.0832711 	47.000000	0.0840801 	47.000000	0.0840053 	47.000000	0.0832384 	47.000000	3.26815e-05	
