*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	1.28213   	0.001000	0.283178  	0.001000	0.262044  	0.001000	0.262044  	0.001000	0.157225  	0.001000	0.125953  	
0.002000	1.43518   	0.002000	0.333425  	0.002000	0.308112  	0.002000	0.308112  	0.002000	0.217774  	0.002000	0.115651  	
0.005000	1.78219   	0.005000	0.424199  	0.005000	0.39351   	0.005000	0.39351   	0.005000	0.334995  	0.005000	0.0892043 	
0.008000	2.04568   	0.008000	0.496774  	0.008000	0.461829  	0.008000	0.461829  	0.008000	0.423446  	0.008000	0.0733287 	
0.010000	2.1947    	0.010000	0.54307   	0.010000	0.505142  	0.010000	0.505142  	0.010000	0.477146  	0.010000	0.0659239 	
0.015000	2.56657   	0.015000	0.667911  	0.015000	0.609385  	0.015000	0.609385  	0.015000	0.614646  	0.015000	0.0532648 	
0.020000	2.86027   	0.020000	0.790449  	0.020000	0.710927  	0.020000	0.710927  	0.020000	0.745296  	0.020000	0.0451533 	
0.025000	3.18172   	0.025000	0.898924  	0.025000	0.811438  	0.025000	0.811438  	0.025000	0.859482  	0.025000	0.0394418 	
0.030000	3.45214   	0.030000	0.99462   	0.030000	0.905398  	0.030000	0.905398  	0.030000	0.959452  	0.030000	0.0351679 	
0.035000	3.64417   	0.035000	1.07871   	0.035000	0.99341   	0.035000	0.99341   	0.035000	1.04687   	0.035000	0.0318309 	
0.040000	3.78678   	0.040000	1.15431   	0.040000	1.07504   	0.040000	1.07504   	0.040000	1.12517   	0.040000	0.0291421 	
0.045000	3.88615   	0.045000	1.22202   	0.045000	1.15022   	0.045000	1.15022   	0.045000	1.19509   	0.045000	0.0269224 	
0.050000	3.94567   	0.050000	1.28259   	0.050000	1.21916   	0.050000	1.21916   	0.050000	1.25754   	0.050000	0.0250543 	
