*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
470.000000	178339    	470.000000	176117    	470.000000	176262    	470.000000	176956    	470.000000	1060.94   	470.000000	511.115   	470.000000	883.865   	470.000000	744.718   	470.000000	1001.86   	
480.000000	184209    	480.000000	181895    	480.000000	182061    	480.000000	182781    	480.000000	1091.02   	480.000000	526.456   	480.000000	909.686   	480.000000	767.115   	480.000000	1033.18   	
490.000000	190131    	490.000000	187722    	490.000000	187908    	490.000000	188655    	490.000000	1121.14   	490.000000	541.883   	490.000000	935.572   	490.000000	789.611   	490.000000	1064.67   	
500.000000	196103    	500.000000	193596    	500.000000	193801    	500.000000	194577    	500.000000	1151.27   	500.000000	557.391   	500.000000	961.514   	500.000000	812.202   	500.000000	1096.32   	
520.000000	208192    	520.000000	205480    	520.000000	205725    	520.000000	206557    	520.000000	1211.57   	520.000000	588.626   	520.000000	1013.55   	520.000000	857.65    	520.000000	1160.1    	
540.000000	220468    	540.000000	217539    	540.000000	217822    	540.000000	218711    	540.000000	1271.9    	540.000000	620.138   	540.000000	1065.76   	540.000000	903.421   	540.000000	1224.46   	
560.000000	232921    	560.000000	229763    	560.000000	230083    	560.000000	231030    	560.000000	1332.19   	560.000000	651.93    	560.000000	1118.08   	560.000000	949.474   	560.000000	1289.33   	
580.000000	245545    	580.000000	242145    	580.000000	242500    	580.000000	243507    	580.000000	1392.4    	580.000000	683.979   	580.000000	1170.49   	580.000000	995.779   	580.000000	1354.67   	
600.000000	258330    	600.000000	254677    	600.000000	255065    	600.000000	256132    	600.000000	1452.52   	600.000000	716.253   	600.000000	1222.95   	600.000000	1042.31   	600.000000	1420.44   	
620.000000	271270    	620.000000	267351    	620.000000	267769    	620.000000	268898    	620.000000	1512.5    	620.000000	748.739   	620.000000	1275.43   	620.000000	1089.02   	620.000000	1486.58   	
640.000000	284358    	640.000000	280160    	640.000000	280607    	640.000000	281798    	640.000000	1572.31   	640.000000	781.43    	640.000000	1327.9    	640.000000	1135.9    	640.000000	1553.05   	
660.000000	297586    	660.000000	293099    	660.000000	293571    	660.000000	294825    	660.000000	1631.93   	660.000000	814.319   	660.000000	1380.34   	660.000000	1182.92   	660.000000	1619.83   	
680.000000	310949    	680.000000	306160    	680.000000	306656    	680.000000	307973    	680.000000	1691.33   	680.000000	847.391   	680.000000	1432.71   	680.000000	1230.06   	680.000000	1686.86   	
700.000000	324440    	700.000000	319339    	700.000000	319854    	700.000000	321236    	700.000000	1750.49   	700.000000	880.636   	700.000000	1485      	700.000000	1277.29   	700.000000	1754.12   	
720.000000	338054    	720.000000	332629    	720.000000	333160    	720.000000	334608    	720.000000	1809.41   	720.000000	914.049   	720.000000	1537.19   	720.000000	1324.59   	720.000000	1821.58   	
740.000000	351785    	740.000000	346025    	740.000000	346571    	740.000000	348084    	740.000000	1868.05   	740.000000	947.626   	740.000000	1589.27   	740.000000	1371.96   	740.000000	1889.2    	
760.000000	365628    	760.000000	359523    	760.000000	360079    	760.000000	361659    	760.000000	1926.41   	760.000000	981.353   	760.000000	1641.22   	760.000000	1419.36   	760.000000	1956.97   	
780.000000	379577    	780.000000	373117    	780.000000	373680    	780.000000	375328    	780.000000	1984.47   	780.000000	1015.22   	780.000000	1693.01   	780.000000	1466.78   	780.000000	2024.84   	
800.000000	393629    	800.000000	386804    	800.000000	387370    	800.000000	389086    	800.000000	2042.22   	800.000000	1049.23   	800.000000	1744.64   	800.000000	1514.21   	800.000000	2092.81   	
820.000000	407777    	820.000000	400578    	820.000000	401144    	820.000000	402929    	820.000000	2099.65   	820.000000	1083.38   	820.000000	1796.1    	820.000000	1561.64   	820.000000	2160.85   	
840.000000	422019    	840.000000	414436    	840.000000	415000    	840.000000	416853    	840.000000	2156.77   	840.000000	1117.66   	840.000000	1847.38   	840.000000	1609.05   	840.000000	2228.93   	
860.000000	436349    	860.000000	428375    	860.000000	428932    	860.000000	430854    	860.000000	2213.54   	860.000000	1152.04   	860.000000	1898.46   	860.000000	1656.43   	860.000000	2297.05   	
880.000000	450764    	880.000000	442389    	880.000000	442936    	880.000000	444928    	880.000000	2269.97   	880.000000	1186.52   	880.000000	1949.34   	880.000000	1703.77   	880.000000	2365.17   	
900.000000	465259    	900.000000	456476    	900.000000	457010    	900.000000	459072    	900.000000	2326.06   	900.000000	1221.09   	900.000000	2000      	900.000000	1751.05   	900.000000	2433.29   	
920.000000	479832    	920.000000	470633    	920.000000	471150    	920.000000	473283    	920.000000	2381.79   	920.000000	1255.77   	920.000000	2050.45   	920.000000	1798.28   	920.000000	2501.38   	
940.000000	494477    	940.000000	484856    	940.000000	485353    	940.000000	487558    	940.000000	2437.18   	940.000000	1290.56   	940.000000	2100.68   	940.000000	1845.44   	940.000000	2569.44   	
960.000000	509193    	960.000000	499142    	960.000000	499617    	960.000000	501892    	960.000000	2492.21   	960.000000	1325.46   	960.000000	2150.69   	960.000000	1892.51   	960.000000	2637.45   	
980.000000	523975    	980.000000	513488    	980.000000	513937    	980.000000	516284    	980.000000	2546.88   	980.000000	1360.45   	980.000000	2200.45   	980.000000	1939.51   	980.000000	2705.39   	
1000.000000	538820    	1000.000000	527891    	1000.000000	528312    	1000.000000	530731    	1000.000000	2601.19   	1000.000000	1395.51   	1000.000000	2249.98   	1000.000000	1986.41   	1000.000000	2773.26   	
1020.000000	553725    	1020.000000	542350    	1020.000000	542739    	1020.000000	545231    	1020.000000	2655.13   	1020.000000	1430.65   	1020.000000	2299.27   	1020.000000	2033.21   	1020.000000	2841.04   	
1040.000000	568687    	1040.000000	556860    	1040.000000	557214    	1040.000000	559780    	1040.000000	2708.71   	1040.000000	1465.86   	1040.000000	2348.31   	1040.000000	2079.9    	1040.000000	2908.72   	
1060.000000	583704    	1060.000000	571420    	1060.000000	571737    	1060.000000	574376    	1060.000000	2761.93   	1060.000000	1501.14   	1060.000000	2397.1    	1060.000000	2126.48   	1060.000000	2976.3    	
1080.000000	598773    	1080.000000	586028    	1080.000000	586305    	1080.000000	589017    	1080.000000	2814.79   	1080.000000	1536.49   	1080.000000	2445.64   	1080.000000	2172.95   	1080.000000	3043.76   	
1100.000000	613890    	1100.000000	600680    	1100.000000	600917    	1100.000000	603702    	1100.000000	2867.29   	1100.000000	1571.91   	1100.000000	2493.94   	1100.000000	2219.29   	1100.000000	3111.1    	
1120.000000	629054    	1120.000000	615375    	1120.000000	615569    	1120.000000	618427    	1120.000000	2919.43   	1120.000000	1607.41   	1120.000000	2541.98   	1120.000000	2265.51   	1120.000000	3178.31   	
1140.000000	644262    	1140.000000	630111    	1140.000000	630260    	1140.000000	633192    	1140.000000	2971.21   	1140.000000	1642.98   	1140.000000	2589.76   	1140.000000	2311.6    	1140.000000	3245.37   	
1160.000000	659511    	1160.000000	644886    	1160.000000	644987    	1160.000000	647993    	1160.000000	3022.62   	1160.000000	1678.63   	1160.000000	2637.29   	1160.000000	2357.56   	1160.000000	3312.29   	
1180.000000	674799    	1180.000000	659698    	1180.000000	659749    	1180.000000	662830    	1180.000000	3073.68   	1180.000000	1714.35   	1180.000000	2684.56   	1180.000000	2403.38   	1180.000000	3379.06   	
1200.000000	690125    	1200.000000	674545    	1200.000000	674545    	1200.000000	677701    	1200.000000	3124.38   	1200.000000	1750.14   	1200.000000	2731.57   	1200.000000	2449.06   	1200.000000	3445.66   	
1220.000000	705485    	1220.000000	689425    	1220.000000	689373    	1220.000000	692604    	1220.000000	3174.72   	1220.000000	1785.99   	1220.000000	2778.32   	1220.000000	2494.59   	1220.000000	3512.1    	
1240.000000	720879    	1240.000000	704337    	1240.000000	704231    	1240.000000	707537    	1240.000000	3224.72   	1240.000000	1821.91   	1240.000000	2824.81   	1240.000000	2539.98   	1240.000000	3578.37   	
1260.000000	736303    	1260.000000	719278    	1260.000000	719118    	1260.000000	722499    	1260.000000	3274.37   	1260.000000	1857.89   	1260.000000	2871.05   	1260.000000	2585.22   	1260.000000	3644.47   	
1280.000000	751756    	1280.000000	734248    	1280.000000	734032    	1280.000000	737489    	1280.000000	3323.67   	1280.000000	1893.93   	1280.000000	2917.04   	1280.000000	2630.31   	1280.000000	3710.39   	
1300.000000	767236    	1300.000000	749245    	1300.000000	748973    	1300.000000	752505    	1300.000000	3372.63   	1300.000000	1930.02   	1300.000000	2962.76   	1300.000000	2675.25   	1300.000000	3776.13   	
1320.000000	782741    	1320.000000	764267    	1320.000000	763939    	1320.000000	767546    	1320.000000	3421.26   	1320.000000	1966.16   	1320.000000	3008.24   	1320.000000	2720.04   	1320.000000	3841.69   	
1340.000000	798270    	1340.000000	779313    	1340.000000	778929    	1340.000000	782610    	1340.000000	3469.54   	1340.000000	2002.35   	1340.000000	3053.45   	1340.000000	2764.67   	1340.000000	3907.05   	
1360.000000	813821    	1360.000000	794381    	1360.000000	793941    	1360.000000	797698    	1360.000000	3517.49   	1360.000000	2038.58   	1360.000000	3098.41   	1360.000000	2809.14   	1360.000000	3972.23   	
1380.000000	829392    	1380.000000	809471    	1380.000000	808974    	1380.000000	812806    	1380.000000	3565.1    	1380.000000	2074.87   	1380.000000	3143.12   	1380.000000	2853.45   	1380.000000	4037.2    	
1400.000000	844981    	1400.000000	824581    	1400.000000	824027    	1400.000000	827935    	1400.000000	3612.38   	1400.000000	2111.21   	1400.000000	3187.57   	1400.000000	2897.6    	1400.000000	4101.98   	
1420.000000	860588    	1420.000000	839709    	1420.000000	839098    	1420.000000	843083    	1420.000000	3659.34   	1420.000000	2147.59   	1420.000000	3231.78   	1420.000000	2941.59   	1420.000000	4166.55   	
1440.000000	876211    	1440.000000	854855    	1440.000000	854188    	1440.000000	858249    	1440.000000	3705.97   	1440.000000	2184.03   	1440.000000	3275.73   	1440.000000	2985.42   	1440.000000	4230.93   	
1460.000000	891848    	1460.000000	870018    	1460.000000	869295    	1460.000000	873433    	1460.000000	3752.27   	1460.000000	2220.51   	1460.000000	3319.44   	1460.000000	3029.09   	1460.000000	4295.09   	
1480.000000	907497    	1480.000000	885196    	1480.000000	884419    	1480.000000	888633    	1480.000000	3798.27   	1480.000000	2257.05   	1480.000000	3362.89   	1480.000000	3072.59   	1480.000000	4359.05   	
1500.000000	923158    	1500.000000	900388    	1500.000000	899558    	1500.000000	903848    	1500.000000	3843.95   	1500.000000	2293.63   	1500.000000	3406.11   	1500.000000	3115.93   	1500.000000	4422.81   	
1520.000000	938830    	1520.000000	915594    	1520.000000	914712    	1520.000000	919078    	1520.000000	3889.32   	1520.000000	2330.26   	1520.000000	3449.08   	1520.000000	3159.1    	1520.000000	4486.35   	
1540.000000	954510    	1540.000000	930812    	1540.000000	929879    	1540.000000	934322    	1540.000000	3934.38   	1540.000000	2366.94   	1540.000000	3491.81   	1540.000000	3202.11   	1540.000000	4549.69   	
1560.000000	970199    	1560.000000	946041    	1560.000000	945060    	1560.000000	949579    	1560.000000	3979.14   	1560.000000	2403.66   	1560.000000	3534.3    	1560.000000	3244.96   	1560.000000	4612.81   	
1580.000000	985894    	1580.000000	961281    	1580.000000	960253    	1580.000000	964848    	1580.000000	4023.61   	1580.000000	2440.43   	1580.000000	3576.55   	1580.000000	3287.64   	1580.000000	4675.73   	
1600.000000	1.00159e+06	1600.000000	976531    	1600.000000	975458    	1600.000000	980128    	1600.000000	4067.77   	1600.000000	2477.25   	1600.000000	3618.56   	1600.000000	3330.16   	1600.000000	4738.42   	
1620.000000	1.0173e+06	1620.000000	991789    	1620.000000	990673    	1620.000000	995420    	1620.000000	4111.64   	1620.000000	2514.1    	1620.000000	3660.34   	1620.000000	3372.51   	1620.000000	4800.91   	
1640.000000	1.03301e+06	1640.000000	1.00706e+06	1640.000000	1.0059e+06	1640.000000	1.01072e+06	1640.000000	4155.22   	1640.000000	2550.98   	1640.000000	3701.89   	1640.000000	3414.7    	1640.000000	4863.18   	
1660.000000	1.04872e+06	1660.000000	1.02233e+06	1660.000000	1.02113e+06	1660.000000	1.02603e+06	1660.000000	4198.51   	1660.000000	2587.91   	1660.000000	3743.2    	1660.000000	3456.72   	1660.000000	4925.23   	
1680.000000	1.06443e+06	1680.000000	1.03761e+06	1680.000000	1.03638e+06	1680.000000	1.04135e+06	1680.000000	4241.52   	1680.000000	2624.87   	1680.000000	3784.29   	1680.000000	3498.57   	1680.000000	4987.07   	
1700.000000	1.08014e+06	1700.000000	1.05289e+06	1700.000000	1.05163e+06	1700.000000	1.05668e+06	1700.000000	4284.24   	1700.000000	2661.86   	1700.000000	3825.14   	1700.000000	3540.26   	1700.000000	5048.69   	
1750.000000	1.11942e+06	1750.000000	1.09113e+06	1750.000000	1.08979e+06	1750.000000	1.09504e+06	1750.000000	4389.82   	1750.000000	2754.49   	1750.000000	3926.3    	1750.000000	3643.77   	1750.000000	5201.79   	
1800.000000	1.15868e+06	1800.000000	1.12938e+06	1800.000000	1.12799e+06	1800.000000	1.13343e+06	1800.000000	4493.71   	1800.000000	2847.34   	1800.000000	4026.07   	1800.000000	3746.26   	1800.000000	5353.54   	
1850.000000	1.19791e+06	1850.000000	1.16764e+06	1850.000000	1.16623e+06	1850.000000	1.17186e+06	1850.000000	4595.96   	1850.000000	2940.43   	1850.000000	4124.49   	1850.000000	3847.72   	1850.000000	5503.94   	
1900.000000	1.23709e+06	1900.000000	1.2059e+06	1900.000000	1.20449e+06	1900.000000	1.21031e+06	1900.000000	4696.61   	1900.000000	3033.76   	1900.000000	4221.59   	1900.000000	3948.19   	1900.000000	5653      	
1950.000000	1.27623e+06	1950.000000	1.24416e+06	1950.000000	1.24278e+06	1950.000000	1.24878e+06	1950.000000	4795.71   	1950.000000	3127.36   	1950.000000	4317.41   	1950.000000	4047.66   	1950.000000	5800.72   	
2000.000000	1.3153e+06	2000.000000	1.2824e+06	2000.000000	1.28107e+06	2000.000000	1.28727e+06	2000.000000	4893.31   	2000.000000	3221.21   	2000.000000	4411.96   	2000.000000	4146.15   	2000.000000	5947.12   	
2100.000000	1.39322e+06	2100.000000	1.3588e+06	2100.000000	1.35769e+06	2100.000000	1.36427e+06	2100.000000	5084.15   	2100.000000	3409.68   	2100.000000	4597.4    	2100.000000	4340.22   	2100.000000	6235.97   	
2200.000000	1.47078e+06	2200.000000	1.43507e+06	2200.000000	1.43432e+06	2200.000000	1.44127e+06	2200.000000	5269.47   	2200.000000	3599.15   	2200.000000	4778.14   	2200.000000	4530.49   	2200.000000	6519.66   	
2300.000000	1.54793e+06	2300.000000	1.51115e+06	2300.000000	1.51092e+06	2300.000000	1.51825e+06	2300.000000	5449.55   	2300.000000	3789.58   	2300.000000	4954.41   	2300.000000	4717.08   	2300.000000	6798.29   	
2400.000000	1.62462e+06	2400.000000	1.58702e+06	2400.000000	1.58747e+06	2400.000000	1.59517e+06	2400.000000	5624.68   	2400.000000	3980.94   	2400.000000	5126.41   	2400.000000	4900.09   	2400.000000	7071.99   	
2500.000000	1.7008e+06	2500.000000	1.66263e+06	2500.000000	1.66394e+06	2500.000000	1.67202e+06	2500.000000	5795.15   	2500.000000	4173.19   	2500.000000	5294.35   	2500.000000	5079.63   	2500.000000	7340.89   	
2600.000000	1.77645e+06	2600.000000	1.73796e+06	2600.000000	1.74033e+06	2600.000000	1.74878e+06	2600.000000	5961.15   	2600.000000	4366.28   	2600.000000	5458.4    	2600.000000	5255.8    	2600.000000	7605.1    	
2700.000000	1.85153e+06	2700.000000	1.81298e+06	2700.000000	1.81661e+06	2700.000000	1.82543e+06	2700.000000	6122.92   	2700.000000	4560.16   	2700.000000	5618.74   	2700.000000	5428.7    	2700.000000	7864.74   	
2800.000000	1.92602e+06	2800.000000	1.88768e+06	2800.000000	1.89276e+06	2800.000000	1.90195e+06	2800.000000	6280.67   	2800.000000	4754.85   	2800.000000	5775.54   	2800.000000	5598.44   	2800.000000	8119.96   	
2900.000000	1.99989e+06	2900.000000	1.96204e+06	2900.000000	1.96879e+06	2900.000000	1.97835e+06	2900.000000	6434.62   	2900.000000	4950.33   	2900.000000	5928.96   	2900.000000	5765.13   	2900.000000	8370.88   	
3000.000000	2.07313e+06	3000.000000	2.03605e+06	3000.000000	2.04469e+06	3000.000000	2.0546e+06	3000.000000	6584.95   	3000.000000	5146.62   	3000.000000	6079.16   	3000.000000	5928.87   	3000.000000	8617.64   	
3200.000000	2.21766e+06	3200.000000	2.18294e+06	3200.000000	2.19604e+06	3200.000000	2.20668e+06	3200.000000	6875.48   	3200.000000	5541.66   	3200.000000	6370.47   	3200.000000	6247.9    	3200.000000	9099.21   	
3400.000000	2.35952e+06	3400.000000	2.32829e+06	3400.000000	2.3468e+06	3400.000000	2.35814e+06	3400.000000	7153.55   	3400.000000	5940.01   	3400.000000	6650.54   	3400.000000	6556.3    	3400.000000	9565.68   	
3600.000000	2.49867e+06	3600.000000	2.47204e+06	3600.000000	2.49694e+06	3600.000000	2.50898e+06	3600.000000	7420.29   	3600.000000	6341.71   	3600.000000	6920.3    	3600.000000	6854.78   	3600.000000	10018     	
3800.000000	2.63508e+06	3800.000000	2.61415e+06	3800.000000	2.64645e+06	3800.000000	2.65918e+06	3800.000000	7676.68   	3800.000000	6746.8    	3800.000000	7180.62   	3800.000000	7144      	3800.000000	10457     	
4000.000000	2.76875e+06	4000.000000	2.75461e+06	4000.000000	2.79532e+06	4000.000000	2.80873e+06	4000.000000	7923.59   	4000.000000	7155.3    	4000.000000	7432.25   	4000.000000	7424.55   	4000.000000	10883.6   	
4200.000000	2.8997e+06	4200.000000	2.8934e+06	4200.000000	2.94356e+06	4200.000000	2.95765e+06	4200.000000	8161.77   	4200.000000	7567.2    	4200.000000	7675.85   	4200.000000	7696.99   	4200.000000	11298.5   	
4400.000000	3.02794e+06	4400.000000	3.03052e+06	4400.000000	3.09117e+06	4400.000000	3.10593e+06	4400.000000	8391.9    	4400.000000	7982.51   	4400.000000	7912.05   	4400.000000	7961.83   	4400.000000	11702.4   	
4600.000000	3.15353e+06	4600.000000	3.16599e+06	4600.000000	3.23816e+06	4600.000000	3.2536e+06	4600.000000	8614.6    	4600.000000	8401.18   	4600.000000	8141.39   	4600.000000	8219.55   	4600.000000	12095.9   	
4800.000000	3.27649e+06	4800.000000	3.29981e+06	4800.000000	3.38455e+06	4800.000000	3.40064e+06	4800.000000	8830.39   	4800.000000	8823.21   	4800.000000	8364.37   	4800.000000	8470.57   	4800.000000	12479.7   	
5000.000000	3.39688e+06	5000.000000	3.43201e+06	5000.000000	3.53034e+06	5000.000000	3.54709e+06	5000.000000	9039.77   	5000.000000	9248.55   	5000.000000	8581.42   	5000.000000	8715.29   	5000.000000	12854.4   	
5250.000000	3.54383e+06	5250.000000	3.59499e+06	5250.000000	3.71176e+06	5250.000000	3.72932e+06	5250.000000	9293.13   	5250.000000	9784.83   	5250.000000	8845.04   	5250.000000	9012.9    	5250.000000	13310.6   	
5500.000000	3.68695e+06	5500.000000	3.75549e+06	5500.000000	3.8923e+06	5500.000000	3.91067e+06	5500.000000	9537.89   	5500.000000	10326.2   	5500.000000	9100.76   	5500.000000	9301.91   	5500.000000	13754.1   	
6000.000000	3.96213e+06	6000.000000	4.06928e+06	6000.000000	4.25084e+06	6000.000000	4.27079e+06	6000.000000	10004.2   	6000.000000	11423.9   	6000.000000	9590.98   	6000.000000	9856.41   	6000.000000	14606.8   	
6500.000000	4.22332e+06	6500.000000	4.37378e+06	6500.000000	4.60617e+06	6500.000000	4.62766e+06	6500.000000	10443.3   	6500.000000	12541.1   	6500.000000	10056.4   	6500.000000	10383     	6500.000000	15418.2   	
7000.000000	4.47142e+06	7000.000000	4.66942e+06	7000.000000	4.95848e+06	7000.000000	4.9815e+06	7000.000000	10858.8   	7000.000000	13677.6   	7000.000000	10500.6   	7000.000000	10885     	7000.000000	16193.4   	
7500.000000	4.70728e+06	7500.000000	4.95661e+06	7500.000000	5.30798e+06	7500.000000	5.33248e+06	7500.000000	11253.4   	7500.000000	14832.9   	7500.000000	10926.3   	7500.000000	11365.4   	7500.000000	16936.4   	
8000.000000	4.9317e+06	8000.000000	5.23578e+06	8000.000000	5.65483e+06	8000.000000	5.6808e+06	8000.000000	11629.7   	8000.000000	16006.7   	8000.000000	11336     	8000.000000	11826.6   	8000.000000	17650.9   	
8500.000000	5.14545e+06	8500.000000	5.50732e+06	8500.000000	5.99919e+06	8500.000000	6.02661e+06	8500.000000	11989.7   	8500.000000	17198.6   	8500.000000	11731.7   	8500.000000	12270.7   	8500.000000	18339.7   	
9000.000000	5.34923e+06	9000.000000	5.77161e+06	9000.000000	6.34122e+06	9000.000000	6.37005e+06	9000.000000	12335     	9000.000000	18407.6   	9000.000000	12115     	9000.000000	12699.5   	9000.000000	19005.7   	
9500.000000	5.54369e+06	9500.000000	6.02901e+06	9500.000000	6.68106e+06	9500.000000	6.71128e+06	9500.000000	12667.2   	9500.000000	19633.2   	9500.000000	12487.4   	9500.000000	13114.6   	9500.000000	19651     	
10000.000000	5.72943e+06	10000.000000	6.27985e+06	10000.000000	7.01882e+06	10000.000000	7.0504e+06	10000.000000	12987.3   	10000.000000	20875.7   	10000.000000	12850     	10000.000000	13517.3   	10000.000000	20277.7   	
11000.000000	6.07695e+06	11000.000000	6.76311e+06	11000.000000	7.68855e+06	11000.000000	7.7228e+06	11000.000000	13595.7   	11000.000000	23410.8   	11000.000000	13550.1   	11000.000000	14289.9   	11000.000000	21481.5   	
12000.000000	6.39576e+06	12000.000000	7.22368e+06	12000.000000	8.35119e+06	12000.000000	8.38804e+06	12000.000000	14167     	12000.000000	26009.2   	12000.000000	14222.2   	12000.000000	15025.1   	12000.000000	22628.7   	
13000.000000	6.6892e+06	13000.000000	7.6636e+06	13000.000000	9.0074e+06	13000.000000	9.0468e+06	13000.000000	14706.7   	13000.000000	28668     	13000.000000	14871.2   	13000.000000	15728.9   	13000.000000	23728.3   	
14000.000000	6.96017e+06	14000.000000	8.08463e+06	14000.000000	9.65777e+06	14000.000000	9.69966e+06	14000.000000	15219     	14000.000000	31387.2   	14000.000000	15501.2   	14000.000000	16406.3   	14000.000000	24787.5   	
15000.000000	7.21111e+06	15000.000000	8.48834e+06	15000.000000	1.03028e+07	15000.000000	1.03471e+07	15000.000000	15707.3   	15000.000000	34166.7   	15000.000000	16115.2   	15000.000000	17061.1   	15000.000000	25812.2   	
16000.000000	7.44416e+06	16000.000000	8.87612e+06	16000.000000	1.09429e+07	16000.000000	1.09896e+07	16000.000000	16174.5   	16000.000000	37004.5   	16000.000000	16715.8   	16000.000000	17696.4   	16000.000000	26807.2   	
17000.000000	7.66113e+06	17000.000000	9.2492e+06	17000.000000	1.15785e+07	17000.000000	1.16275e+07	17000.000000	16622.8   	17000.000000	39897     	17000.000000	17304.7   	17000.000000	18314.8   	17000.000000	27776.2   	
18000.000000	7.86363e+06	18000.000000	9.60866e+06	18000.000000	1.22099e+07	18000.000000	1.22611e+07	18000.000000	17054.2   	18000.000000	42840.7   	18000.000000	17883.4   	18000.000000	18918.3   	18000.000000	28722.6   	
19000.000000	8.05305e+06	19000.000000	9.9555e+06	19000.000000	1.28373e+07	19000.000000	1.28907e+07	19000.000000	17470.2   	19000.000000	45832.4   	19000.000000	18453.3   	19000.000000	19508.8   	19000.000000	29648.9   	
20000.000000	8.23058e+06	20000.000000	1.02906e+07	20000.000000	1.3461e+07	20000.000000	1.35166e+07	20000.000000	17872.2   	20000.000000	48869.4   	20000.000000	19015.3   	20000.000000	20087.7   	20000.000000	30557.5   	
21000.000000	8.39731e+06	21000.000000	1.06147e+07	21000.000000	1.40813e+07	21000.000000	1.4139e+07	21000.000000	18261.5   	21000.000000	51949.9   	21000.000000	19570.1   	21000.000000	20656.3   	21000.000000	31450.3   	
22000.000000	8.55418e+06	22000.000000	1.09285e+07	22000.000000	1.46983e+07	22000.000000	1.47581e+07	22000.000000	18639.1   	22000.000000	55076.2   	22000.000000	20118.4   	22000.000000	21215.5   	22000.000000	32328.8   	
23000.000000	8.70203e+06	23000.000000	1.12328e+07	23000.000000	1.53122e+07	23000.000000	1.5374e+07	23000.000000	19006     	23000.000000	58248.7   	23000.000000	20660.8   	23000.000000	21766.2   	23000.000000	33194.6   	
24000.000000	8.8416e+06	24000.000000	1.1528e+07	24000.000000	1.59233e+07	24000.000000	1.59871e+07	24000.000000	19362.9   	24000.000000	61464.8   	24000.000000	21197.6   	24000.000000	22309.3   	24000.000000	34048.5   	
25000.000000	8.97355e+06	25000.000000	1.18147e+07	25000.000000	1.65316e+07	25000.000000	1.65974e+07	25000.000000	19710.6   	25000.000000	64723.8   	25000.000000	21729.2   	25000.000000	22845.3   	25000.000000	34891.8   	
26000.000000	9.09848e+06	26000.000000	1.20934e+07	26000.000000	1.71373e+07	26000.000000	1.7205e+07	26000.000000	20049.6   	26000.000000	68025.5   	26000.000000	22255.8   	26000.000000	23374.7   	26000.000000	35725.3   	
27000.000000	9.21692e+06	27000.000000	1.23646e+07	27000.000000	1.77405e+07	27000.000000	1.78101e+07	27000.000000	20380.7   	27000.000000	71368.7   	27000.000000	22777.8   	27000.000000	23898.2   	27000.000000	36549.7   	
28000.000000	9.32936e+06	28000.000000	1.26286e+07	28000.000000	1.83414e+07	28000.000000	1.84128e+07	28000.000000	20704.2   	28000.000000	74752.2   	28000.000000	23295.3   	28000.000000	24416     	28000.000000	37365.7   	
29000.000000	9.43624e+06	29000.000000	1.28859e+07	29000.000000	1.894e+07 	29000.000000	1.90132e+07	29000.000000	21020.6   	29000.000000	78175     	29000.000000	23808.5   	29000.000000	24928.5   	29000.000000	38173.8   	
30000.000000	9.53793e+06	30000.000000	1.31367e+07	30000.000000	1.95365e+07	30000.000000	1.96114e+07	30000.000000	21330.4   	30000.000000	81636.8   	30000.000000	24317.5   	30000.000000	25436.1   	30000.000000	38974.5   	
32000.000000	9.7272e+06	32000.000000	1.36203e+07	32000.000000	2.07233e+07	32000.000000	2.08016e+07	32000.000000	21931.6   	32000.000000	88673.8   	32000.000000	25323.5   	32000.000000	26437.3   	32000.000000	40555.4   	
34000.000000	9.89965e+06	34000.000000	1.40819e+07	34000.000000	2.19026e+07	34000.000000	2.19841e+07	34000.000000	22510.3   	34000.000000	95855.8   	34000.000000	26313.9   	34000.000000	27421.4   	34000.000000	42111.2   	
36000.000000	1.00574e+07	36000.000000	1.45232e+07	36000.000000	2.30749e+07	36000.000000	2.31594e+07	36000.000000	23068.7   	36000.000000	103176    	36000.000000	27289.4   	36000.000000	28389.9   	36000.000000	43643.9   	
38000.000000	1.02021e+07	38000.000000	1.49462e+07	38000.000000	2.42407e+07	38000.000000	2.43281e+07	38000.000000	23608.9   	38000.000000	110628    	38000.000000	28250.3   	38000.000000	29343.6   	38000.000000	45155.4   	
40000.000000	1.03354e+07	40000.000000	1.53523e+07	40000.000000	2.54004e+07	40000.000000	2.54905e+07	40000.000000	24132.3   	40000.000000	118208    	40000.000000	29197.1   	40000.000000	30283.5   	40000.000000	46646.8   	
42000.000000	1.04584e+07	42000.000000	1.57429e+07	42000.000000	2.65545e+07	42000.000000	2.66471e+07	42000.000000	24640.4   	42000.000000	125910    	42000.000000	30129.9   	42000.000000	31210.2   	42000.000000	48119.2   	
