*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - Range straggling - method [0] - LISE	Energy (MeV/u)6	5 - Range straggling - method [1] - Atima	Energy (MeV/u)7	6 - Lateral range - method [0] - LISE	Energy (MeV/u)8	7 - Lateral range - method [1] - Atima	Energy (MeV/u)9	8 - Lateral range - method [2] - PDG	
340.000000	368276    	340.000000	363918    	340.000000	364513    	340.000000	365184    	340.000000	2517.2    	340.000000	1188.95   	340.000000	2212.61   	340.000000	1731.7    	340.000000	2398.06   	
350.000000	385679    	350.000000	381120    	350.000000	381797    	350.000000	382505    	350.000000	2624.17   	350.000000	1240.48   	350.000000	2308.57   	350.000000	1807.76   	350.000000	2507.47   	
360.000000	403328    	360.000000	398560    	360.000000	399322    	360.000000	400070    	360.000000	2731.76   	360.000000	1292.5    	360.000000	2405.26   	360.000000	1884.54   	360.000000	2618.1    	
370.000000	421215    	370.000000	416231    	370.000000	417082    	370.000000	417870    	370.000000	2839.95   	370.000000	1345.05   	370.000000	2502.66   	370.000000	1962.03   	370.000000	2729.91   	
380.000000	439334    	380.000000	434126    	380.000000	435071    	380.000000	435900    	380.000000	2948.7    	380.000000	1398.08   	380.000000	2600.7    	380.000000	2040.18   	380.000000	2842.85   	
390.000000	457680    	390.000000	452240    	390.000000	453282    	390.000000	454152    	390.000000	3057.95   	390.000000	1451.56   	390.000000	2699.35   	390.000000	2118.97   	390.000000	2956.86   	
400.000000	476246    	400.000000	470567    	400.000000	471710    	400.000000	472620    	400.000000	3167.66   	400.000000	1505.48   	400.000000	2798.56   	400.000000	2198.38   	400.000000	3071.9    	
410.000000	495027    	410.000000	489099    	410.000000	490347    	410.000000	491299    	410.000000	3277.78   	410.000000	1559.81   	410.000000	2898.31   	410.000000	2278.36   	410.000000	3187.93   	
420.000000	514018    	420.000000	507833    	420.000000	509187    	420.000000	510181    	420.000000	3388.26   	420.000000	1614.53   	420.000000	2998.53   	420.000000	2358.88   	420.000000	3304.9    	
430.000000	533213    	430.000000	526761    	430.000000	528224    	430.000000	529262    	430.000000	3499.04   	430.000000	1669.58   	430.000000	3099.2    	430.000000	2439.93   	430.000000	3422.76   	
440.000000	552607    	440.000000	545879    	440.000000	547453    	440.000000	548536    	440.000000	3610.09   	440.000000	1724.98   	440.000000	3200.28   	440.000000	2521.46   	440.000000	3541.48   	
450.000000	572196    	450.000000	565183    	450.000000	566869    	450.000000	567997    	450.000000	3721.4    	450.000000	1780.74   	450.000000	3301.74   	450.000000	2603.47   	450.000000	3661.02   	
460.000000	591974    	460.000000	584666    	460.000000	586466    	460.000000	587641    	460.000000	3832.93   	460.000000	1836.87   	460.000000	3403.56   	460.000000	2685.92   	460.000000	3781.35   	
470.000000	611937    	470.000000	604324    	470.000000	606241    	470.000000	607461    	470.000000	3944.65   	470.000000	1893.35   	470.000000	3505.7    	470.000000	2768.8    	470.000000	3902.42   	
480.000000	632081    	480.000000	624153    	480.000000	626188    	480.000000	627454    	480.000000	4056.53   	480.000000	1950.16   	480.000000	3608.14   	480.000000	2852.08   	480.000000	4024.22   	
490.000000	652402    	490.000000	644148    	490.000000	646301    	490.000000	647614    	490.000000	4168.52   	490.000000	2007.25   	490.000000	3710.83   	490.000000	2935.74   	490.000000	4146.69   	
500.000000	672894    	500.000000	664304    	500.000000	666577    	500.000000	667936    	500.000000	4280.61   	500.000000	2064.61   	500.000000	3813.76   	500.000000	3019.76   	500.000000	4269.81   	
520.000000	714378    	520.000000	705086    	520.000000	707594    	520.000000	709049    	520.000000	4504.9    	520.000000	2180.17   	520.000000	4020.22   	520.000000	3188.78   	520.000000	4517.84   	
540.000000	756502    	540.000000	746466    	540.000000	749205    	540.000000	750761    	540.000000	4729.2    	540.000000	2296.82   	540.000000	4227.32   	540.000000	3358.98   	540.000000	4768.06   	
560.000000	799237    	560.000000	788414    	560.000000	791382    	560.000000	793040    	560.000000	4953.41   	560.000000	2414.42   	560.000000	4434.9    	560.000000	3530.25   	560.000000	5020.3    	
580.000000	842555    	580.000000	830903    	580.000000	834097    	580.000000	835857    	580.000000	5177.37   	580.000000	2532.91   	580.000000	4642.83   	580.000000	3702.45   	580.000000	5274.35   	
600.000000	886428    	600.000000	873905    	600.000000	877320    	600.000000	879183    	600.000000	5400.96   	600.000000	2652.25   	600.000000	4850.97   	600.000000	3875.48   	600.000000	5530.03   	
620.000000	930832    	620.000000	917396    	620.000000	921028    	620.000000	922994    	620.000000	5624.06   	620.000000	2772.41   	620.000000	5059.19   	620.000000	4049.23   	620.000000	5787.16   	
640.000000	975742    	640.000000	961353    	640.000000	965192    	640.000000	967265    	640.000000	5846.52   	640.000000	2893.3    	640.000000	5267.37   	640.000000	4223.58   	640.000000	6045.58   	
660.000000	1.02113e+06	660.000000	1.00575e+06	660.000000	1.00979e+06	660.000000	1.01197e+06	660.000000	6068.22   	660.000000	3014.9    	660.000000	5475.39   	660.000000	4398.45   	660.000000	6305.11   	
680.000000	1.06699e+06	680.000000	1.05057e+06	680.000000	1.0548e+06	680.000000	1.05709e+06	680.000000	6289.12   	680.000000	3137.17   	680.000000	5683.18   	680.000000	4573.74   	680.000000	6565.64   	
700.000000	1.11329e+06	700.000000	1.09579e+06	700.000000	1.1002e+06	700.000000	1.10261e+06	700.000000	6509.16   	700.000000	3260.1    	700.000000	5890.65   	700.000000	4749.39   	700.000000	6827.05   	
720.000000	1.16e+06  	720.000000	1.1414e+06	720.000000	1.14598e+06	720.000000	1.1485e+06	720.000000	6728.27   	720.000000	3383.66   	720.000000	6097.73   	720.000000	4925.32   	720.000000	7089.21   	
740.000000	1.20712e+06	740.000000	1.18737e+06	740.000000	1.19211e+06	740.000000	1.19474e+06	740.000000	6946.38   	740.000000	3507.8    	740.000000	6304.35   	740.000000	5101.47   	740.000000	7352.01   	
760.000000	1.25462e+06	760.000000	1.23369e+06	760.000000	1.23858e+06	760.000000	1.24133e+06	760.000000	7163.45   	760.000000	3632.53   	760.000000	6510.44   	760.000000	5277.77   	760.000000	7615.35   	
780.000000	1.30249e+06	780.000000	1.28034e+06	780.000000	1.28538e+06	780.000000	1.28824e+06	780.000000	7379.43   	780.000000	3757.81   	780.000000	6715.95   	780.000000	5454.15   	780.000000	7879.12   	
800.000000	1.35071e+06	800.000000	1.3273e+06	800.000000	1.33248e+06	800.000000	1.33545e+06	800.000000	7594.25   	800.000000	3883.57   	800.000000	6920.82   	800.000000	5630.58   	800.000000	8143.24   	
820.000000	1.39926e+06	820.000000	1.37457e+06	820.000000	1.37986e+06	820.000000	1.38295e+06	820.000000	7807.86   	820.000000	4009.72   	820.000000	7125      	820.000000	5806.97   	820.000000	8407.6    	
840.000000	1.44813e+06	840.000000	1.42213e+06	840.000000	1.42753e+06	840.000000	1.43074e+06	840.000000	8020.24   	840.000000	4136.25   	840.000000	7328.43   	840.000000	5983.28   	840.000000	8672.11   	
860.000000	1.4973e+06	860.000000	1.46995e+06	860.000000	1.47545e+06	860.000000	1.47878e+06	860.000000	8231.36   	860.000000	4263.21   	860.000000	7531.09   	860.000000	6159.49   	860.000000	8936.73   	
880.000000	1.54677e+06	880.000000	1.51805e+06	880.000000	1.52363e+06	880.000000	1.52708e+06	880.000000	8441.23   	880.000000	4390.62   	880.000000	7732.95   	880.000000	6335.54   	880.000000	9201.37   	
900.000000	1.59651e+06	900.000000	1.56639e+06	900.000000	1.57204e+06	900.000000	1.57562e+06	900.000000	8649.83   	900.000000	4518.46   	900.000000	7933.99   	900.000000	6511.4    	900.000000	9465.99   	
920.000000	1.64651e+06	920.000000	1.61497e+06	920.000000	1.62069e+06	920.000000	1.62439e+06	920.000000	8857.13   	920.000000	4646.66   	920.000000	8134.16   	920.000000	6687.05   	920.000000	9730.51   	
940.000000	1.69677e+06	940.000000	1.66377e+06	940.000000	1.66955e+06	940.000000	1.67337e+06	940.000000	9063.13   	940.000000	4775.18   	940.000000	8333.46   	940.000000	6862.43   	940.000000	9994.89   	
960.000000	1.74727e+06	960.000000	1.71279e+06	960.000000	1.71862e+06	960.000000	1.72257e+06	960.000000	9267.8    	960.000000	4904.01   	960.000000	8531.85   	960.000000	7037.53   	960.000000	10259.1   	
980.000000	1.79799e+06	980.000000	1.76202e+06	980.000000	1.76789e+06	980.000000	1.77195e+06	980.000000	9471.14   	980.000000	5033.18   	980.000000	8729.31   	980.000000	7212.3    	980.000000	10523     	
1000.000000	1.84893e+06	1000.000000	1.81145e+06	1000.000000	1.81734e+06	1000.000000	1.82153e+06	1000.000000	9673.15   	1000.000000	5162.71   	1000.000000	8925.83   	1000.000000	7386.74   	1000.000000	10786.6   	
1020.000000	1.90008e+06	1020.000000	1.86106e+06	1020.000000	1.86698e+06	1020.000000	1.87129e+06	1020.000000	9873.81   	1020.000000	5292.6    	1020.000000	9121.39   	1020.000000	7560.8    	1020.000000	11049.9   	
1040.000000	1.95142e+06	1040.000000	1.91086e+06	1040.000000	1.91678e+06	1040.000000	1.92121e+06	1040.000000	10073.1   	1040.000000	5422.81   	1040.000000	9315.99   	1040.000000	7734.48   	1040.000000	11312.8   	
1060.000000	2.00295e+06	1060.000000	1.96082e+06	1060.000000	1.96675e+06	1060.000000	1.9713e+06	1060.000000	10271.1   	1060.000000	5553.32   	1060.000000	9509.61   	1060.000000	7907.75   	1060.000000	11575.2   	
1080.000000	2.05466e+06	1080.000000	2.01094e+06	1080.000000	2.01687e+06	1080.000000	2.02155e+06	1080.000000	10467.7   	1080.000000	5684.09   	1080.000000	9702.23   	1080.000000	8080.59   	1080.000000	11837.2   	
1100.000000	2.10654e+06	1100.000000	2.06122e+06	1100.000000	2.06714e+06	1100.000000	2.07194e+06	1100.000000	10663     	1100.000000	5815.1    	1100.000000	9893.86   	1100.000000	8252.98   	1100.000000	12098.8   	
1120.000000	2.15857e+06	1120.000000	2.11165e+06	1120.000000	2.11755e+06	1120.000000	2.12247e+06	1120.000000	10857     	1120.000000	5946.34   	1120.000000	10084.5   	1120.000000	8424.9    	1120.000000	12359.8   	
1140.000000	2.21076e+06	1140.000000	2.16222e+06	1140.000000	2.16809e+06	1140.000000	2.17314e+06	1140.000000	11049.6   	1140.000000	6077.81   	1140.000000	10274.1   	1140.000000	8596.33   	1140.000000	12620.2   	
1160.000000	2.26309e+06	1160.000000	2.21292e+06	1160.000000	2.21876e+06	1160.000000	2.22393e+06	1160.000000	11240.8   	1160.000000	6209.5    	1160.000000	10462.7   	1160.000000	8767.26   	1160.000000	12880.1   	
1180.000000	2.31555e+06	1180.000000	2.26375e+06	1180.000000	2.26954e+06	1180.000000	2.27485e+06	1180.000000	11430.7   	1180.000000	6341.41   	1180.000000	10650.2   	1180.000000	8937.68   	1180.000000	13139.3   	
1200.000000	2.36814e+06	1200.000000	2.31469e+06	1200.000000	2.32045e+06	1200.000000	2.32588e+06	1200.000000	11619.3   	1200.000000	6473.54   	1200.000000	10836.8   	1200.000000	9107.58   	1200.000000	13398     	
1220.000000	2.42085e+06	1220.000000	2.36576e+06	1220.000000	2.37146e+06	1220.000000	2.37702e+06	1220.000000	11806.5   	1220.000000	6605.88   	1220.000000	11022.3   	1220.000000	9276.93   	1220.000000	13655.9   	
1240.000000	2.47367e+06	1240.000000	2.41693e+06	1240.000000	2.42257e+06	1240.000000	2.42826e+06	1240.000000	11992.5   	1240.000000	6738.43   	1240.000000	11206.8   	1240.000000	9445.75   	1240.000000	13913.3   	
1260.000000	2.5266e+06	1260.000000	2.4682e+06	1260.000000	2.47379e+06	1260.000000	2.47961e+06	1260.000000	12177.1   	1260.000000	6871.2    	1260.000000	11390.2   	1260.000000	9614.01   	1260.000000	14169.9   	
1280.000000	2.57962e+06	1280.000000	2.51957e+06	1280.000000	2.52509e+06	1280.000000	2.53104e+06	1280.000000	12360.5   	1280.000000	7004.17   	1280.000000	11572.7   	1280.000000	9781.72   	1280.000000	14425.8   	
1300.000000	2.63274e+06	1300.000000	2.57103e+06	1300.000000	2.57649e+06	1300.000000	2.58257e+06	1300.000000	12542.6   	1300.000000	7137.34   	1300.000000	11754.1   	1300.000000	9948.86   	1300.000000	14681     	
1320.000000	2.68595e+06	1320.000000	2.62258e+06	1320.000000	2.62798e+06	1320.000000	2.63419e+06	1320.000000	12723.4   	1320.000000	7270.72   	1320.000000	11934.5   	1320.000000	10115.4   	1320.000000	14935.5   	
1340.000000	2.73924e+06	1340.000000	2.67421e+06	1340.000000	2.67955e+06	1340.000000	2.68588e+06	1340.000000	12902.9   	1340.000000	7404.28   	1340.000000	12113.9   	1340.000000	10281.4   	1340.000000	15189.3   	
1360.000000	2.7926e+06	1360.000000	2.72591e+06	1360.000000	2.73119e+06	1360.000000	2.73766e+06	1360.000000	13081.3   	1360.000000	7538.05   	1360.000000	12292.3   	1360.000000	10446.8   	1360.000000	15442.3   	
1380.000000	2.84603e+06	1380.000000	2.7777e+06	1380.000000	2.78291e+06	1380.000000	2.7895e+06	1380.000000	13258.4   	1380.000000	7672      	1380.000000	12469.7   	1380.000000	10611.6   	1380.000000	15694.5   	
1400.000000	2.89953e+06	1400.000000	2.82954e+06	1400.000000	2.8347e+06	1400.000000	2.84142e+06	1400.000000	13434.2   	1400.000000	7806.13   	1400.000000	12646.1   	1400.000000	10775.8   	1400.000000	15946     	
1420.000000	2.95309e+06	1420.000000	2.88146e+06	1420.000000	2.88655e+06	1420.000000	2.8934e+06	1420.000000	13608.9   	1420.000000	7940.45   	1420.000000	12821.5   	1420.000000	10939.5   	1420.000000	16196.7   	
1440.000000	3.00669e+06	1440.000000	2.93343e+06	1440.000000	2.93847e+06	1440.000000	2.94545e+06	1440.000000	13782.3   	1440.000000	8074.95   	1440.000000	12995.9   	1440.000000	11102.5   	1440.000000	16446.5   	
1460.000000	3.06035e+06	1460.000000	2.98546e+06	1460.000000	2.99044e+06	1460.000000	2.99755e+06	1460.000000	13954.6   	1460.000000	8209.62   	1460.000000	13169.3   	1460.000000	11264.9   	1460.000000	16695.6   	
1480.000000	3.11405e+06	1480.000000	3.03755e+06	1480.000000	3.04247e+06	1480.000000	3.04971e+06	1480.000000	14125.6   	1480.000000	8344.47   	1480.000000	13341.7   	1480.000000	11426.7   	1480.000000	16943.9   	
1500.000000	3.1678e+06	1500.000000	3.08968e+06	1500.000000	3.09456e+06	1500.000000	3.10192e+06	1500.000000	14295.6   	1500.000000	8479.49   	1500.000000	13513.2   	1500.000000	11587.9   	1500.000000	17191.4   	
1520.000000	3.22157e+06	1520.000000	3.14186e+06	1520.000000	3.14669e+06	1520.000000	3.15419e+06	1520.000000	14464.3   	1520.000000	8614.68   	1520.000000	13683.7   	1520.000000	11748.5   	1520.000000	17438.1   	
1540.000000	3.27538e+06	1540.000000	3.19408e+06	1540.000000	3.19888e+06	1540.000000	3.2065e+06	1540.000000	14632     	1540.000000	8750.04   	1540.000000	13853.3   	1540.000000	11908.5   	1540.000000	17683.9   	
1560.000000	3.32921e+06	1560.000000	3.24634e+06	1560.000000	3.2511e+06	1560.000000	3.25885e+06	1560.000000	14798.4   	1560.000000	8885.57   	1560.000000	14021.9   	1560.000000	12067.8   	1560.000000	17928.9   	
1580.000000	3.38307e+06	1580.000000	3.29864e+06	1580.000000	3.30337e+06	1580.000000	3.31125e+06	1580.000000	14963.8   	1580.000000	9021.26   	1580.000000	14189.5   	1580.000000	12226.6   	1580.000000	18173.1   	
1600.000000	3.43695e+06	1600.000000	3.35096e+06	1600.000000	3.35568e+06	1600.000000	3.36368e+06	1600.000000	15128.1   	1600.000000	9157.12   	1600.000000	14356.2   	1600.000000	12384.7   	1600.000000	18416.4   	
1620.000000	3.49084e+06	1620.000000	3.40332e+06	1620.000000	3.40803e+06	1620.000000	3.41616e+06	1620.000000	15291.2   	1620.000000	9293.14   	1620.000000	14522     	1620.000000	12542.2   	1620.000000	18658.9   	
1640.000000	3.54474e+06	1640.000000	3.45571e+06	1640.000000	3.46041e+06	1640.000000	3.46867e+06	1640.000000	15453.3   	1640.000000	9429.32   	1640.000000	14686.8   	1640.000000	12699.1   	1640.000000	18900.6   	
1660.000000	3.59865e+06	1660.000000	3.50812e+06	1660.000000	3.51282e+06	1660.000000	3.52121e+06	1660.000000	15614.3   	1660.000000	9565.67   	1660.000000	14850.8   	1660.000000	12855.4   	1660.000000	19141.4   	
1680.000000	3.65257e+06	1680.000000	3.56055e+06	1680.000000	3.56526e+06	1680.000000	3.57378e+06	1680.000000	15774.3   	1680.000000	9702.17   	1680.000000	15013.8   	1680.000000	13011.1   	1680.000000	19381.4   	
1700.000000	3.70649e+06	1700.000000	3.613e+06 	1700.000000	3.61773e+06	1700.000000	3.62638e+06	1700.000000	15933.1   	1700.000000	9838.82   	1700.000000	15175.9   	1700.000000	13166.2   	1700.000000	19620.5   	
1750.000000	3.84126e+06	1750.000000	3.7442e+06	1750.000000	3.74902e+06	1750.000000	3.75799e+06	1750.000000	16325.8   	1750.000000	10181.1   	1750.000000	15577.2   	1750.000000	13551.1   	1750.000000	20214.6   	
1800.000000	3.97598e+06	1800.000000	3.87546e+06	1800.000000	3.88045e+06	1800.000000	3.88975e+06	1800.000000	16712.2   	1800.000000	10524.3   	1800.000000	15973.1   	1800.000000	13932.3   	1800.000000	20803.4   	
1850.000000	4.1106e+06	1850.000000	4.00676e+06	1850.000000	4.01198e+06	1850.000000	4.02161e+06	1850.000000	17092.4   	1850.000000	10868.4   	1850.000000	16363.6   	1850.000000	14309.7   	1850.000000	21387     	
1900.000000	4.24507e+06	1900.000000	4.13806e+06	1900.000000	4.14361e+06	1900.000000	4.15357e+06	1900.000000	17466.6   	1900.000000	11213.2   	1900.000000	16748.8   	1900.000000	14683.3   	1900.000000	21965.3   	
1950.000000	4.37936e+06	1950.000000	4.26933e+06	1950.000000	4.2753e+06	1950.000000	4.28559e+06	1950.000000	17835.1   	1950.000000	11558.8   	1950.000000	17128.9   	1950.000000	15053.2   	1950.000000	22538.3   	
2000.000000	4.51343e+06	2000.000000	4.40055e+06	2000.000000	4.40705e+06	2000.000000	4.41767e+06	2000.000000	18198     	2000.000000	11905.2   	2000.000000	17504     	2000.000000	15419.5   	2000.000000	23106.3   	
2100.000000	4.78081e+06	2100.000000	4.66274e+06	2100.000000	4.67062e+06	2100.000000	4.68189e+06	2100.000000	18907.7   	2100.000000	12600.5   	2100.000000	18239.7   	2100.000000	16141.2   	2100.000000	24226.7   	
2200.000000	5.04696e+06	2200.000000	4.92445e+06	2200.000000	4.93421e+06	2200.000000	4.94613e+06	2200.000000	19596.7   	2200.000000	13299.2   	2200.000000	18956.7   	2200.000000	16848.8   	2200.000000	25327.1   	
2300.000000	5.3117e+06	2300.000000	5.18553e+06	2300.000000	5.19771e+06	2300.000000	5.21027e+06	2300.000000	20266.3   	2300.000000	14001.6   	2300.000000	19656     	2300.000000	17542.6   	2300.000000	26407.7   	
2400.000000	5.57486e+06	2400.000000	5.44586e+06	2400.000000	5.46104e+06	2400.000000	5.47423e+06	2400.000000	20917.6   	2400.000000	14707.6   	2400.000000	20338.3   	2400.000000	18223.2   	2400.000000	27469.2   	
2500.000000	5.83629e+06	2500.000000	5.70531e+06	2500.000000	5.72413e+06	2500.000000	5.73795e+06	2500.000000	21551.4   	2500.000000	15416.9   	2500.000000	21004.6   	2500.000000	18890.9   	2500.000000	28512     	
2600.000000	6.09588e+06	2600.000000	5.96381e+06	2600.000000	5.9869e+06	2600.000000	6.00135e+06	2600.000000	22168.8   	2600.000000	16129.3   	2600.000000	21655.4   	2600.000000	19546     	2600.000000	29536.5   	
2700.000000	6.35352e+06	2700.000000	6.22126e+06	2700.000000	6.2493e+06	2700.000000	6.26437e+06	2700.000000	22770.3   	2700.000000	16844.7   	2700.000000	22291.5   	2700.000000	20189     	2700.000000	30543.3   	
2800.000000	6.60912e+06	2800.000000	6.4776e+06	2800.000000	6.51128e+06	2800.000000	6.52697e+06	2800.000000	23356.9   	2800.000000	17562.9   	2800.000000	22913.5   	2800.000000	20820.2   	2800.000000	31532.8   	
2900.000000	6.86261e+06	2900.000000	6.73277e+06	2900.000000	6.77282e+06	2900.000000	6.78912e+06	2900.000000	23929.3   	2900.000000	18284.1   	2900.000000	23522.1   	2900.000000	21440.1   	2900.000000	32505.7   	
3000.000000	7.11393e+06	3000.000000	6.98672e+06	3000.000000	7.03388e+06	3000.000000	7.05079e+06	3000.000000	24488.2   	3000.000000	19008.1   	3000.000000	24117.9   	3000.000000	22048.9   	3000.000000	33462.3   	
3200.000000	7.60988e+06	3200.000000	7.49079e+06	3200.000000	7.55451e+06	3200.000000	7.57264e+06	3200.000000	25568.3   	3200.000000	20465.1   	3200.000000	25273.4   	3200.000000	23235.2   	3200.000000	35328.9   	
3400.000000	8.09669e+06	3400.000000	7.98956e+06	3400.000000	8.07305e+06	3400.000000	8.0924e+06	3400.000000	26601.9   	3400.000000	21933.9   	3400.000000	26384.2   	3400.000000	24381.8   	3400.000000	37136.7   	
3600.000000	8.57418e+06	3600.000000	8.48283e+06	3600.000000	8.58943e+06	3600.000000	8.61e+06  	3600.000000	27593.3   	3600.000000	23415.1   	3600.000000	27454     	3600.000000	25491.5   	3600.000000	38889.4   	
3800.000000	9.04227e+06	3800.000000	8.97048e+06	3800.000000	9.10362e+06	3800.000000	9.12541e+06	3800.000000	28546.1   	3800.000000	24908.7   	3800.000000	28486.4   	3800.000000	26566.6   	3800.000000	40590.4   	
4000.000000	9.50096e+06	4000.000000	9.45246e+06	4000.000000	9.61562e+06	4000.000000	9.63862e+06	4000.000000	29463.6   	4000.000000	26414.9   	4000.000000	29484.2   	4000.000000	27609.5   	4000.000000	42242.9   	
4200.000000	9.95031e+06	4200.000000	9.92872e+06	4200.000000	1.01254e+07	4200.000000	1.01496e+07	4200.000000	30348.7   	4200.000000	27933.9   	4200.000000	30450.1   	4200.000000	28622.2   	4200.000000	43850     	
4400.000000	1.03904e+07	4400.000000	1.03993e+07	4400.000000	1.06331e+07	4400.000000	1.06585e+07	4400.000000	31204     	4400.000000	29465.6   	4400.000000	31386.7   	4400.000000	29606.7   	4400.000000	45414.4   	
4600.000000	1.08213e+07	4600.000000	1.08641e+07	4600.000000	1.11386e+07	4600.000000	1.11652e+07	4600.000000	32031.6   	4600.000000	31009.9   	4600.000000	32296.1   	4600.000000	30564.6   	4600.000000	46938.7   	
4800.000000	1.12433e+07	4800.000000	1.13234e+07	4800.000000	1.16421e+07	4800.000000	1.16698e+07	4800.000000	32833.5   	4800.000000	32566.6   	4800.000000	33180.2   	4800.000000	31497.7   	4800.000000	48425.1   	
5000.000000	1.16564e+07	5000.000000	1.1777e+07	5000.000000	1.21435e+07	5000.000000	1.21723e+07	5000.000000	33611.6   	5000.000000	34135.6   	5000.000000	34040.9   	5000.000000	32407.3   	5000.000000	49876     	
5250.000000	1.21607e+07	5250.000000	1.23362e+07	5250.000000	1.27674e+07	5250.000000	1.27976e+07	5250.000000	34553.1   	5250.000000	36113.9   	5250.000000	35086.1   	5250.000000	33513.5   	5250.000000	51642.5   	
5500.000000	1.26518e+07	5500.000000	1.2887e+07	5500.000000	1.33883e+07	5500.000000	1.34199e+07	5500.000000	35462.7   	5500.000000	38110.9   	5500.000000	36100.1   	5500.000000	34587.7   	5500.000000	53360     	
6000.000000	1.35961e+07	6000.000000	1.39638e+07	6000.000000	1.46213e+07	6000.000000	1.46557e+07	6000.000000	37195.7   	6000.000000	42160     	6000.000000	38043.7   	6000.000000	36648.7   	6000.000000	56661.2   	
6500.000000	1.44924e+07	6500.000000	1.50087e+07	6500.000000	1.58433e+07	6500.000000	1.58803e+07	6500.000000	38827.3   	6500.000000	46281.1   	6500.000000	39889     	6500.000000	38605.6   	6500.000000	59802.3   	
7000.000000	1.53437e+07	7000.000000	1.60232e+07	7000.000000	1.70548e+07	7000.000000	1.70945e+07	7000.000000	40370.8   	7000.000000	50472.9   	7000.000000	41649.8   	7000.000000	40471.4   	7000.000000	62802.7   	
7500.000000	1.61531e+07	7500.000000	1.70087e+07	7500.000000	1.82567e+07	7500.000000	1.82989e+07	7500.000000	41837.2   	7500.000000	54733.8   	7500.000000	43337.7   	7500.000000	42256.7   	7500.000000	65678.4   	
8000.000000	1.69232e+07	8000.000000	1.79667e+07	8000.000000	1.94494e+07	8000.000000	1.94942e+07	8000.000000	43235.4   	8000.000000	59062.9   	8000.000000	44961.9   	8000.000000	43970.7   	8000.000000	68443.3   	
8500.000000	1.76566e+07	8500.000000	1.88985e+07	8500.000000	2.06335e+07	8500.000000	2.06808e+07	8500.000000	44572.7   	8500.000000	63458.5   	8500.000000	46530.4   	8500.000000	45621.1   	8500.000000	71109     	
9000.000000	1.83559e+07	9000.000000	1.98054e+07	9000.000000	2.18096e+07	9000.000000	2.18594e+07	9000.000000	45855.7   	9000.000000	67916.4   	9000.000000	48049.9   	9000.000000	47214.6   	9000.000000	73685.9   	
9500.000000	1.90232e+07	9500.000000	2.06886e+07	9500.000000	2.29782e+07	9500.000000	2.30303e+07	9500.000000	47089.7   	9500.000000	72434.6   	9500.000000	49526     	9500.000000	48757     	9500.000000	76182.8   	
10000.000000	1.96606e+07	10000.000000	2.15494e+07	10000.000000	2.41396e+07	10000.000000	2.4194e+07	10000.000000	48279.1   	10000.000000	77013.6   	10000.000000	50963.6   	10000.000000	50253.3   	10000.000000	78607.2   	
11000.000000	2.08531e+07	11000.000000	2.32077e+07	11000.000000	2.64425e+07	11000.000000	2.65013e+07	11000.000000	50539.1   	11000.000000	86354.7   	11000.000000	53739.1   	11000.000000	53124.2   	11000.000000	83264.5   	
12000.000000	2.19471e+07	12000.000000	2.47882e+07	12000.000000	2.87209e+07	12000.000000	2.87841e+07	12000.000000	52661.4   	12000.000000	95935.9   	12000.000000	56403     	12000.000000	55856.1   	12000.000000	87702.3   	
13000.000000	2.2954e+07	13000.000000	2.62977e+07	13000.000000	3.09771e+07	13000.000000	3.10446e+07	13000.000000	54666.1   	13000.000000	105747    	13000.000000	58975.7   	13000.000000	58471.4   	13000.000000	91955.6   	
14000.000000	2.38839e+07	14000.000000	2.77425e+07	14000.000000	3.32131e+07	14000.000000	3.32849e+07	14000.000000	56568.8   	14000.000000	115775    	14000.000000	61473     	14000.000000	60988.4   	14000.000000	96052.6   	
15000.000000	2.4745e+07	15000.000000	2.91278e+07	15000.000000	3.54307e+07	15000.000000	3.55067e+07	15000.000000	58382.4   	15000.000000	126011    	15000.000000	63907.1   	15000.000000	63421.2   	15000.000000	100016    	
16000.000000	2.55447e+07	16000.000000	3.04585e+07	16000.000000	3.76314e+07	16000.000000	3.77114e+07	16000.000000	60117.2   	16000.000000	136447    	16000.000000	66287.5   	16000.000000	65781.6   	16000.000000	103864    	
17000.000000	2.62892e+07	17000.000000	3.17387e+07	17000.000000	3.98163e+07	17000.000000	3.99003e+07	17000.000000	61781.8   	17000.000000	147078    	17000.000000	68621.8   	17000.000000	68079.1   	17000.000000	107611    	
18000.000000	2.69841e+07	18000.000000	3.29723e+07	18000.000000	4.19867e+07	18000.000000	4.20745e+07	18000.000000	63383.2   	18000.000000	157901    	18000.000000	70916.1   	18000.000000	70321.4   	18000.000000	111271    	
19000.000000	2.76341e+07	19000.000000	3.41624e+07	19000.000000	4.41434e+07	19000.000000	4.4235e+07	19000.000000	64927.7   	19000.000000	168912    	19000.000000	73175     	19000.000000	72515.3   	19000.000000	114853    	
20000.000000	2.82433e+07	20000.000000	3.53122e+07	20000.000000	4.62874e+07	20000.000000	4.63827e+07	20000.000000	66420.3   	20000.000000	180110    	20000.000000	75402.6   	20000.000000	74666.1   	20000.000000	118366    	
