*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.225317  	0.001000	0.0317389 	0.001000	0.032665  	0.001000	0.032665  	0.001000	0.0248994 	0.001000	0.0068395 	
0.002000	0.294128  	0.002000	0.0499261 	0.002000	0.0515286 	0.002000	0.0515286 	0.002000	0.0430887 	0.002000	0.00683737	
0.005000	0.460463  	0.005000	0.0903925 	0.005000	0.0935315 	0.005000	0.0935315 	0.005000	0.0844078 	0.005000	0.0059847 	
0.008000	0.584027  	0.008000	0.120857  	0.008000	0.125156  	0.008000	0.125156  	0.008000	0.115613  	0.008000	0.00524402	
0.010000	0.651712  	0.010000	0.138029  	0.010000	0.142981  	0.010000	0.142981  	0.010000	0.133177  	0.010000	0.0048518 	
0.015000	0.832142  	0.015000	0.171516  	0.015000	0.180696  	0.015000	0.180696  	0.015000	0.167401  	0.015000	0.00411487	
0.020000	0.982972  	0.020000	0.199077  	0.020000	0.212386  	0.020000	0.212386  	0.020000	0.195478  	0.020000	0.00359856	
0.025000	1.11153   	0.025000	0.222767  	0.025000	0.240494  	0.025000	0.240494  	0.025000	0.219553  	0.025000	0.00321394	
0.030000	1.22173   	0.030000	0.243661  	0.030000	0.258816  	0.030000	0.258816  	0.030000	0.240746  	0.030000	0.00291448	
0.035000	1.3159    	0.035000	0.262393  	0.035000	0.275114  	0.035000	0.275114  	0.035000	0.25972   	0.035000	0.00267356	
0.040000	1.39567   	0.040000	0.279371  	0.040000	0.289836  	0.040000	0.289836  	0.040000	0.276897  	0.040000	0.00247481	
0.045000	1.46234   	0.045000	0.294871  	0.045000	0.303275  	0.045000	0.303275  	0.045000	0.292564  	0.045000	0.00230754	
0.050000	1.51707   	0.050000	0.30909   	0.050000	0.315633  	0.050000	0.315633  	0.050000	0.306926  	0.050000	0.0021645 	
0.055000	1.56098   	0.055000	0.322175  	0.055000	0.327052  	0.055000	0.327052  	0.055000	0.320134  	0.055000	0.00204052	
0.060000	1.5952    	0.060000	0.334237  	0.060000	0.337638  	0.060000	0.337638  	0.060000	0.332306  	0.060000	0.00193187	
0.070000	1.63897   	0.070000	0.355641  	0.070000	0.35662   	0.070000	0.35662   	0.070000	0.353891  	0.070000	0.00174998	
0.080000	1.65688   	0.080000	0.373855  	0.080000	0.373043  	0.080000	0.373043  	0.080000	0.372252  	0.080000	0.00160324	
0.090000	1.65645   	0.090000	0.389293  	0.090000	0.387228  	0.090000	0.387228  	0.090000	0.387811  	0.090000	0.00148198	
0.100000	1.64387   	0.100000	0.402289  	0.100000	0.399416  	0.100000	0.399416  	0.100000	0.400909  	0.100000	0.00137984	
0.120000	1.59968   	0.120000	0.422057  	0.120000	0.418574  	0.120000	0.418574  	0.120000	0.420848  	0.120000	0.00120914	
0.140000	1.54749   	0.140000	0.435089  	0.140000	0.431872  	0.140000	0.431872  	0.140000	0.434004  	0.140000	0.00108509	
0.160000	1.49716   	0.160000	0.44291   	0.160000	0.440417  	0.160000	0.440417  	0.160000	0.441923  	0.160000	0.000986453	
0.180000	1.4518    	0.180000	0.446753  	0.180000	0.445157  	0.180000	0.445157  	0.180000	0.445847  	0.180000	0.000905906	
0.200000	1.41164   	0.200000	0.447596  	0.200000	0.446895  	0.200000	0.446895  	0.200000	0.44676   	0.200000	0.000836069	
0.250000	1.32875   	0.250000	0.441211  	0.250000	0.442224  	0.250000	0.442224  	0.250000	0.440503  	0.250000	0.000708594	
0.300000	1.26105   	0.300000	0.428346  	0.300000	0.43014   	0.300000	0.43014   	0.300000	0.427729  	0.300000	0.000617553	
0.350000	1.20137   	0.350000	0.413022  	0.350000	0.414898  	0.350000	0.414898  	0.350000	0.412473  	0.350000	0.00054894	
0.400000	1.14671   	0.400000	0.397205  	0.400000	0.398777  	0.400000	0.398777  	0.400000	0.39671   	0.400000	0.000495185	
0.450000	1.09594   	0.450000	0.381822  	0.450000	0.38293   	0.450000	0.38293   	0.450000	0.38137   	0.450000	0.000451818	
0.500000	1.04865   	0.500000	0.367276  	0.500000	0.367897  	0.500000	0.367897  	0.500000	0.36686   	0.500000	0.000416018	
0.600000	0.963663  	0.600000	0.341148  	0.600000	0.340951  	0.600000	0.340951  	0.600000	0.340787  	0.600000	0.000360211	
0.700000	0.890287  	0.700000	0.318814  	0.700000	0.318094  	0.700000	0.318094  	0.700000	0.318495  	0.700000	0.000318556	
0.800000	0.826938  	0.800000	0.29971   	0.800000	0.298714  	0.800000	0.298714  	0.800000	0.299424  	0.800000	0.000286168	
0.900000	0.772026  	0.900000	0.283237  	0.900000	0.282136  	0.900000	0.282136  	0.900000	0.282977  	0.900000	0.000260198	
1.000000	0.724127  	1.000000	0.268888  	1.000000	0.267788  	1.000000	0.267788  	1.000000	0.268649  	1.000000	0.000238869	
1.250000	0.62774   	1.250000	0.239875  	1.250000	0.238991  	1.250000	0.238991  	1.250000	0.239676  	1.250000	0.000199043	
1.500000	0.55496   	1.500000	0.21763   	1.500000	0.217039  	1.500000	0.217039  	1.500000	0.217458  	1.500000	0.000171281	
1.750000	0.497958  	1.750000	0.199854  	1.750000	0.19953   	1.750000	0.19953   	1.750000	0.199703  	1.750000	0.000150734	
2.000000	0.452018  	2.000000	0.185222  	2.000000	0.185116  	2.000000	0.185116  	2.000000	0.185087  	2.000000	0.000134865	
2.250000	0.414154  	2.250000	0.172914  	2.250000	0.172978  	2.250000	0.172978  	2.250000	0.172792  	2.250000	0.000122211	
2.500000	0.375978  	2.500000	0.162388  	2.500000	0.162582  	2.500000	0.162582  	2.500000	0.162276  	2.500000	0.000111866	
3.000000	0.328172  	3.000000	0.145276  	3.000000	0.145642  	3.000000	0.145642  	3.000000	0.14518   	3.000000	9.59273e-05	
3.500000	0.291933  	3.500000	0.13192   	3.500000	0.132378  	3.500000	0.132378  	3.500000	0.131836  	3.500000	8.41843e-05	
4.000000	0.263433  	4.000000	0.121177  	4.000000	0.121682  	4.000000	0.121682  	4.000000	0.121102  	4.000000	7.51475e-05	
4.500000	0.24038   	4.500000	0.112332  	4.500000	0.112855  	4.500000	0.112855  	4.500000	0.112264  	4.500000	6.79631e-05	
5.000000	0.221319  	5.000000	0.104909  	5.000000	0.105434  	5.000000	0.105434  	5.000000	0.104847  	5.000000	6.2105e-05	
5.500000	0.205274  	5.500000	0.0985802 	5.500000	0.0990952 	5.500000	0.0990952 	5.500000	0.0985229 	5.500000	5.72306e-05	
