*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0452779 	0.001000	0.0583385 	0.001000	0.0759751 	0.001000	0.0759751 	0.001000	0.030134  	0.001000	0.0282046 	
0.002000	0.052975  	0.002000	0.0640479 	0.002000	0.0826294 	0.002000	0.0826294 	0.002000	0.0441187 	0.002000	0.0199292 	
0.005000	0.0745788 	0.005000	0.0844335 	0.005000	0.101542  	0.005000	0.101542  	0.005000	0.0730281 	0.005000	0.0114054 	
0.008000	0.0926696 	0.008000	0.102823  	0.008000	0.117006  	0.008000	0.117006  	0.008000	0.0945706 	0.008000	0.00825207	
0.010000	0.103428  	0.010000	0.113965  	0.010000	0.125987  	0.010000	0.125987  	0.010000	0.106919  	0.010000	0.007046  	
0.015000	0.12147   	0.015000	0.136353  	0.015000	0.143539  	0.015000	0.143539  	0.015000	0.131141  	0.015000	0.00521168	
0.020000	0.135614  	0.020000	0.151686  	0.020000	0.158422  	0.020000	0.158422  	0.020000	0.147489  	0.020000	0.00419635	
0.025000	0.150997  	0.025000	0.168673  	0.025000	0.172526  	0.025000	0.172526  	0.025000	0.165138  	0.025000	0.00353554	
0.030000	0.163468  	0.030000	0.184154  	0.030000	0.186999  	0.030000	0.186999  	0.030000	0.181086  	0.030000	0.00306779	
0.035000	0.173444  	0.035000	0.198185  	0.035000	0.20053   	0.035000	0.20053   	0.035000	0.195468  	0.035000	0.0027176 	
0.040000	0.181096  	0.040000	0.211108  	0.040000	0.21317   	0.040000	0.21317   	0.040000	0.208663  	0.040000	0.00244464	
0.045000	0.186549  	0.045000	0.222941  	0.045000	0.224957  	0.045000	0.224957  	0.045000	0.220716  	0.045000	0.00222535	
0.050000	0.189959  	0.050000	0.233702  	0.050000	0.235924  	0.050000	0.235924  	0.050000	0.231657  	0.050000	0.00204494	
0.055000	0.197518  	0.055000	0.245327  	0.055000	0.246101  	0.055000	0.246101  	0.055000	0.243433  	0.055000	0.00189369	
0.060000	0.203804  	0.060000	0.256065  	0.060000	0.255517  	0.060000	0.255517  	0.060000	0.254301  	0.060000	0.00176487	
0.070000	0.212962  	0.070000	0.274931  	0.070000	0.272184  	0.070000	0.272184  	0.070000	0.273374  	0.070000	0.00155678	
0.080000	0.222778  	0.080000	0.29016   	0.080000	0.286168  	0.080000	0.286168  	0.080000	0.288765  	0.080000	0.00139555	
0.090000	0.229853  	0.090000	0.302279  	0.090000	0.297721  	0.090000	0.297721  	0.090000	0.301012  	0.090000	0.00126666	
0.100000	0.235076  	0.100000	0.311612  	0.100000	0.307096  	0.100000	0.307096  	0.100000	0.310451  	0.100000	0.00116106	
0.120000	0.238393  	0.120000	0.328058  	0.120000	0.320291  	0.120000	0.320291  	0.120000	0.32706   	0.120000	0.000997926	
0.140000	0.23897   	0.140000	0.336977  	0.140000	0.327581  	0.140000	0.327581  	0.140000	0.3361    	0.140000	0.000877379	
0.160000	0.238991  	0.160000	0.341346  	0.160000	0.330513  	0.160000	0.330513  	0.160000	0.340561  	0.160000	0.000784393	
0.180000	0.238699  	0.180000	0.341789  	0.180000	0.330326  	0.180000	0.330326  	0.180000	0.341078  	0.180000	0.000710321	
0.200000	0.239332  	0.200000	0.34129   	0.200000	0.327975  	0.200000	0.327975  	0.200000	0.34064   	0.200000	0.000649822	
0.250000	0.234434  	0.250000	0.333298  	0.250000	0.31685   	0.250000	0.31685   	0.250000	0.33276   	0.250000	0.000537703	
0.300000	0.233669  	0.300000	0.328428  	0.300000	0.304904  	0.300000	0.304904  	0.300000	0.327968  	0.300000	0.000460237	
0.350000	0.230953  	0.350000	0.320529  	0.350000	0.292646  	0.350000	0.292646  	0.350000	0.320126  	0.350000	0.000403295	
0.400000	0.227055  	0.400000	0.311973  	0.400000	0.280401  	0.400000	0.280401  	0.400000	0.311614  	0.400000	0.000359558	
0.450000	0.221923  	0.450000	0.302804  	0.450000	0.268581  	0.450000	0.268581  	0.450000	0.30248   	0.450000	0.00032484	
0.500000	0.216935  	0.500000	0.294856  	0.500000	0.257876  	0.500000	0.257876  	0.500000	0.29456   	0.500000	0.000296569	
0.600000	0.199087  	0.600000	0.272124  	0.600000	0.239454  	0.600000	0.239454  	0.600000	0.271871  	0.600000	0.000253216	
0.700000	0.181218  	0.700000	0.25109   	0.700000	0.224194  	0.700000	0.224194  	0.700000	0.250868  	0.700000	0.000221445	
0.800000	0.173321  	0.800000	0.235776  	0.800000	0.211261  	0.800000	0.211261  	0.800000	0.235578  	0.800000	0.000197102	
0.900000	0.164908  	0.900000	0.22079   	0.900000	0.20006   	0.900000	0.20006   	0.900000	0.220612  	0.900000	0.000177818	
1.000000	0.156559  	1.000000	0.206583  	1.000000	0.189703  	1.000000	0.189703  	1.000000	0.206421  	1.000000	0.000162143	
1.250000	0.137407  	1.250000	0.181183  	1.250000	0.168751  	1.250000	0.168751  	1.250000	0.181049  	1.250000	0.000133284	
1.500000	0.1193    	1.500000	0.157314  	1.500000	0.152431  	1.500000	0.152431  	1.500000	0.157201  	1.500000	0.0001135 	
1.750000	0.106029  	1.750000	0.140312  	1.750000	0.13907   	1.750000	0.13907   	1.750000	0.140213  	1.750000	9.90468e-05	
2.000000	0.0957677 	2.000000	0.127431  	2.000000	0.127847  	2.000000	0.127847  	2.000000	0.127343  	2.000000	8.80009e-05	
2.250000	0.0876661 	2.250000	0.116387  	2.250000	0.118235  	2.250000	0.118235  	2.250000	0.116308  	2.250000	7.92696e-05	
2.500000	0.0782412 	2.500000	0.107324  	2.500000	0.109919  	2.500000	0.109919  	2.500000	0.107251  	2.500000	7.21853e-05	
3.000000	0.0687478 	3.000000	0.0931708 	3.000000	0.0962993 	3.000000	0.0962993 	3.000000	0.0931095 	3.000000	6.13695e-05	
3.500000	0.061432  	3.500000	0.0824979 	3.500000	0.0856655 	3.500000	0.0856655 	3.500000	0.0824444 	3.500000	5.3483e-05	
4.000000	0.0556121 	4.000000	0.0740967 	4.000000	0.0771714 	4.000000	0.0771714 	4.000000	0.0740492 	4.000000	4.74651e-05	
4.500000	0.0508653 	4.500000	0.0672899 	4.500000	0.0702507 	4.500000	0.0702507 	4.500000	0.0672471 	4.500000	4.27145e-05	
5.000000	0.0469155 	5.000000	0.0616561 	5.000000	0.0645133 	5.000000	0.0645133 	5.000000	0.0616172 	5.000000	3.88644e-05	
5.500000	0.0435745 	5.500000	0.0569805 	5.500000	0.0596841 	5.500000	0.0596841 	5.500000	0.0569449 	5.500000	3.56777e-05	
6.000000	0.0407095 	6.000000	0.0529904 	6.000000	0.0555648 	6.000000	0.0555648 	6.000000	0.0529574 	6.000000	3.29945e-05	
6.500000	0.0382238 	6.500000	0.0495445 	6.500000	0.0520097 	6.500000	0.0520097 	6.500000	0.0495138 	6.500000	3.07027e-05	
7.000000	0.0360456 	7.000000	0.0465378 	7.000000	0.0489096 	7.000000	0.0489096 	7.000000	0.0465091 	7.000000	2.87213e-05	
7.500000	0.0341202 	7.500000	0.0438908 	7.500000	0.0461817 	7.500000	0.0461817 	7.500000	0.0438638 	7.500000	2.69905e-05	
8.000000	0.0324054 	8.000000	0.0415419 	8.000000	0.0437617 	8.000000	0.0437617 	8.000000	0.0415164 	8.000000	2.54649e-05	
8.500000	0.0308677 	8.500000	0.0394429 	8.500000	0.0415995 	8.500000	0.0415995 	8.500000	0.0394188 	8.500000	2.41095e-05	
9.000000	0.0294807 	9.000000	0.0375554 	9.000000	0.0396552 	9.000000	0.0396552 	9.000000	0.0375325 	9.000000	2.28971e-05	
9.500000	0.0282228 	9.500000	0.0358485 	9.500000	0.0378967 	9.500000	0.0378967 	9.500000	0.0358267 	9.500000	2.18058e-05	
10.000000	0.0270766 	10.000000	0.0355076 	10.000000	0.036298  	10.000000	0.036298  	10.000000	0.0354868 	10.000000	2.0818e-05	
11.000000	0.0250634 	11.000000	0.032897  	11.000000	0.0334614 	11.000000	0.0334663 	11.000000	0.0328779 	11.000000	1.90987e-05	
12.000000	0.0233515 	12.000000	0.0306695 	12.000000	0.0310641 	12.000000	0.0310722 	12.000000	0.0306518 	12.000000	1.76521e-05	
13.000000	0.0218771 	13.000000	0.0287455 	13.000000	0.0290106 	13.000000	0.0290206 	13.000000	0.0287291 	13.000000	1.64174e-05	
14.000000	0.0205931 	14.000000	0.0270662 	14.000000	0.0272316 	14.000000	0.0272423 	14.000000	0.0270509 	14.000000	1.53506e-05	
15.000000	0.0194643 	15.000000	0.0255871 	15.000000	0.0256752 	15.000000	0.0256859 	15.000000	0.0255727 	15.000000	1.44191e-05	
16.000000	0.0184638 	16.000000	0.0242739 	16.000000	0.0243017 	16.000000	0.0243122 	16.000000	0.0242603 	16.000000	1.35986e-05	
17.000000	0.0175704 	17.000000	0.0230998 	17.000000	0.0230806 	17.000000	0.0230909 	17.000000	0.0230869 	17.000000	1.287e-05 	
18.000000	0.0167677 	18.000000	0.0220434 	18.000000	0.0219884 	18.000000	0.0219981 	18.000000	0.0220312 	18.000000	1.22185e-05	
19.000000	0.0160421 	19.000000	0.0210877 	19.000000	0.0210058 	19.000000	0.0210146 	19.000000	0.0210761 	19.000000	1.16323e-05	
20.000000	0.015383  	20.000000	0.0202188 	20.000000	0.0201167 	20.000000	0.0201251 	20.000000	0.0202077 	20.000000	1.1102e-05	
21.000000	0.0147814 	21.000000	0.019425  	21.000000	0.0193088 	21.000000	0.019317  	21.000000	0.0194144 	21.000000	1.06197e-05	
22.000000	0.0142299 	22.000000	0.018697  	22.000000	0.0185727 	22.000000	0.0185798 	22.000000	0.0186868 	22.000000	1.01793e-05	
23.000000	0.0137226 	23.000000	0.0180268 	23.000000	0.0178991 	23.000000	0.0179049 	23.000000	0.018017  	23.000000	9.77537e-06	
24.000000	0.0132541 	24.000000	0.0174076 	24.000000	0.0172802 	24.000000	0.0172848 	24.000000	0.0173982 	24.000000	9.40351e-06	
25.000000	0.0128201 	25.000000	0.0168338 	25.000000	0.0167094 	25.000000	0.0167135 	25.000000	0.0168247 	25.000000	9.06002e-06	
27.000000	0.0120411 	27.000000	0.0158033 	27.000000	0.0156937 	27.000000	0.0156966 	27.000000	0.0157949 	27.000000	8.4459e-06	
29.000000	0.0113615 	29.000000	0.0149039 	29.000000	0.0148188 	29.000000	0.01482   	29.000000	0.014896  	29.000000	7.91269e-06	
31.000000	0.0107631 	31.000000	0.0141117 	31.000000	0.0140452 	31.000000	0.0140449 	31.000000	0.0141042 	31.000000	7.44521e-06	
33.000000	0.0102319 	33.000000	0.0134083 	33.000000	0.0133482 	33.000000	0.0133465 	33.000000	0.0134013 	33.000000	7.03186e-06	
35.000000	0.00975705	35.000000	0.0127795 	35.000000	0.012725  	35.000000	0.0127221 	35.000000	0.0127728 	35.000000	6.66365e-06	
38.000000	0.00913183	38.000000	0.0119516 	38.000000	0.0119043 	38.000000	0.0118999 	38.000000	0.0119454 	38.000000	6.18085e-06	
41.000000	0.00859173	41.000000	0.0112366 	41.000000	0.0111953 	41.000000	0.0111896 	41.000000	0.0112309 	41.000000	5.76564e-06	
44.000000	0.00812019	44.000000	0.0106126 	44.000000	0.0105761 	44.000000	0.0105695 	44.000000	0.0106072 	44.000000	5.40462e-06	
47.000000	0.00770469	47.000000	0.0100631 	47.000000	0.0100308 	47.000000	0.0100231 	47.000000	0.010058  	47.000000	5.0877e-06	
50.000000	0.00733563	50.000000	0.00957531	50.000000	0.00954558	50.000000	0.00953797	50.000000	0.0095705 	50.000000	4.80718e-06	
55.000000	0.00680402	55.000000	0.00887332	55.000000	0.00884739	55.000000	0.00883938	55.000000	0.00886891	55.000000	4.40481e-06	
60.000000	0.00635515	60.000000	0.0082814 	60.000000	0.00825854	60.000000	0.00824993	60.000000	0.00827734	60.000000	4.06674e-06	
65.000000	0.00597076	65.000000	0.00777528	65.000000	0.00775396	65.000000	0.00774558	65.000000	0.0077715 	65.000000	3.77854e-06	
70.000000	0.00563763	70.000000	0.00733737	70.000000	0.00731812	70.000000	0.00730893	70.000000	0.00733384	70.000000	3.52981e-06	
75.000000	0.00534596	75.000000	0.0069546 	75.000000	0.00693578	75.000000	0.00692704	75.000000	0.00695129	75.000000	3.31288e-06	
80.000000	0.0050883 	80.000000	0.00661707	80.000000	0.00659922	80.000000	0.00659012	80.000000	0.00661395	80.000000	3.12195e-06	
85.000000	0.00485891	85.000000	0.00631713	85.000000	0.00629922	85.000000	0.00629057	85.000000	0.00631418	85.000000	2.95257e-06	
90.000000	0.00465328	90.000000	0.00604876	90.000000	0.00603142	90.000000	0.00602244	90.000000	0.00604596	90.000000	2.80124e-06	
95.000000	0.00446783	95.000000	0.00580719	95.000000	0.00578955	95.000000	0.00578099	95.000000	0.00580452	95.000000	2.66518e-06	
100.000000	0.00429965	100.000000	0.00558855	100.000000	0.00557124	100.000000	0.00556239	100.000000	0.005586  	100.000000	2.54218e-06	
105.000000	0.00414639	105.000000	0.00538969	105.000000	0.00537199	105.000000	0.00536351	105.000000	0.00538726	105.000000	2.43041e-06	
110.000000	0.0040061 	110.000000	0.00520802	110.000000	0.00519044	110.000000	0.00518177	110.000000	0.00520569	110.000000	2.32839e-06	
115.000000	0.00387715	115.000000	0.00504139	115.000000	0.00502353	115.000000	0.00501505	115.000000	0.00503915	115.000000	2.23489e-06	
120.000000	0.00375821	120.000000	0.00488799	120.000000	0.00486991	120.000000	0.00486153	120.000000	0.00488584	120.000000	2.14886e-06	
125.000000	0.00364811	125.000000	0.00474628	125.000000	0.00472824	125.000000	0.0047197 	125.000000	0.00474421	125.000000	2.06943e-06	
130.000000	0.00354588	130.000000	0.00461498	130.000000	0.00459649	130.000000	0.00458827	130.000000	0.00461298	130.000000	1.99587e-06	
135.000000	0.00345069	135.000000	0.00449296	135.000000	0.00447401	135.000000	0.00446612	135.000000	0.00449104	135.000000	1.92754e-06	
140.000000	0.00336181	140.000000	0.00437928	140.000000	0.00436026	140.000000	0.00435231	140.000000	0.00437742	140.000000	1.86389e-06	
145.000000	0.00327862	145.000000	0.0042731 	145.000000	0.00425403	145.000000	0.004246  	145.000000	0.00427129	145.000000	1.80446e-06	
150.000000	0.00320058	150.000000	0.00417369	150.000000	0.00415425	150.000000	0.00414647	150.000000	0.00417194	150.000000	1.74883e-06	
155.000000	0.0030907 	155.000000	0.00408043	155.000000	0.00406093	155.000000	0.00405311	155.000000	0.00407873	155.000000	1.69665e-06	
160.000000	0.00302629	160.000000	0.00399275	160.000000	0.00397323	160.000000	0.00396534	160.000000	0.0039911 	160.000000	1.64759e-06	
165.000000	0.00296556	165.000000	0.00391018	165.000000	0.00389035	165.000000	0.00388268	165.000000	0.00390858	165.000000	1.60139e-06	
