*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0168347 	0.001000	0.024949  	0.001000	0.0323379 	0.001000	0.0323379 	0.001000	0.0203098 	0.001000	0.00463923	
0.002000	0.0198288 	0.002000	0.0289231 	0.002000	0.0359765 	0.002000	0.0359765 	0.002000	0.025886  	0.002000	0.0030371 	
0.005000	0.0258655 	0.005000	0.0372823 	0.005000	0.043028  	0.005000	0.043028  	0.005000	0.0356734 	0.005000	0.00160892	
0.008000	0.0300639 	0.008000	0.0431826 	0.008000	0.0477138 	0.008000	0.0477138 	0.008000	0.042052  	0.008000	0.00113058	
0.010000	0.0323548 	0.010000	0.046422  	0.010000	0.0502098 	0.010000	0.0502098 	0.010000	0.0454679 	0.010000	0.000954038	
0.015000	0.0390024 	0.015000	0.053496  	0.015000	0.0552066 	0.015000	0.0552066 	0.015000	0.0528    	0.015000	0.000696075	
0.020000	0.0444532 	0.020000	0.0592296 	0.020000	0.0591293 	0.020000	0.0591293 	0.020000	0.0586756 	0.020000	0.000554011	
0.025000	0.0489627 	0.025000	0.0640217 	0.025000	0.0623989 	0.025000	0.0623989 	0.025000	0.0635587 	0.025000	0.000463038	
0.030000	0.0526683 	0.030000	0.0680827 	0.030000	0.0655533 	0.030000	0.0655533 	0.030000	0.0676833 	0.030000	0.000399366	
0.035000	0.0556606 	0.035000	0.0715397 	0.035000	0.0681905 	0.035000	0.0681905 	0.035000	0.0711876 	0.035000	0.000352098	
0.040000	0.0580112 	0.040000	0.0744783 	0.040000	0.0703971 	0.040000	0.0703971 	0.040000	0.0741628 	0.040000	0.000315502	
