*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	1.07236   	0.001000	0.172366  	0.001000	0.151574  	0.001000	0.151574  	0.001000	0.117631  	0.001000	0.054735  	
0.002000	1.18819   	0.002000	0.215804  	0.002000	0.189823  	0.002000	0.189823  	0.002000	0.162932  	0.002000	0.0528723 	
0.005000	1.46482   	0.005000	0.294468  	0.005000	0.260372  	0.005000	0.260372  	0.005000	0.250633  	0.005000	0.0438348 	
0.008000	1.67837   	0.008000	0.349896  	0.008000	0.311206  	0.008000	0.311206  	0.008000	0.31259   	0.008000	0.0373061 	
0.010000	1.79962   	0.010000	0.381207  	0.010000	0.340282  	0.010000	0.340282  	0.010000	0.347154  	0.010000	0.0340533 	
0.015000	2.103     	0.015000	0.448251  	0.015000	0.403268  	0.015000	0.403268  	0.015000	0.420035  	0.015000	0.0282162 	
0.020000	2.34289   	0.020000	0.511524  	0.020000	0.46661   	0.020000	0.46661   	0.020000	0.487223  	0.020000	0.0243019 	
0.025000	2.60571   	0.025000	0.573607  	0.025000	0.532732  	0.025000	0.532732  	0.025000	0.55214   	0.025000	0.0214667 	
0.030000	2.82686   	0.030000	0.632151  	0.030000	0.583729  	0.030000	0.583729  	0.030000	0.612848  	0.030000	0.0193028 	
0.035000	2.9839    	0.035000	0.687427  	0.035000	0.632422  	0.035000	0.632422  	0.035000	0.669839  	0.035000	0.0175881 	
0.040000	3.10053   	0.040000	0.732929  	0.040000	0.678893  	0.040000	0.678893  	0.040000	0.716739  	0.040000	0.0161904 	
0.045000	3.18178   	0.045000	0.775187  	0.045000	0.723199  	0.045000	0.723199  	0.045000	0.760162  	0.045000	0.0150256 	
0.050000	3.23044   	0.050000	0.814978  	0.050000	0.765389  	0.050000	0.765389  	0.050000	0.800941  	0.050000	0.0140376 	
0.055000	3.35138   	0.055000	0.852428  	0.055000	0.80551   	0.055000	0.80551   	0.055000	0.839241  	0.055000	0.0131873 	
0.060000	3.45235   	0.060000	0.887646  	0.060000	0.843612  	0.060000	0.843612  	0.060000	0.8752    	0.060000	0.0124466 	
0.070000	3.60105   	0.070000	0.951788  	0.070000	0.913973  	0.070000	0.913973  	0.070000	0.940572  	0.070000	0.011216  	
0.080000	3.76609   	0.080000	1.00817   	0.080000	0.97694   	0.080000	0.97694   	0.080000	0.997941  	0.080000	0.0102316 	
0.090000	3.88922   	0.090000	1.05754   	0.090000	1.03303   	0.090000	1.03303   	0.090000	1.04812   	0.090000	0.00942387	
0.100000	3.98159   	0.100000	1.10054   	0.100000	1.0827    	0.100000	1.0827    	0.100000	1.09188   	0.100000	0.00866537	
0.120000	4.01365   	0.120000	1.17058   	0.120000	1.1654    	0.120000	1.1654    	0.120000	1.16298   	0.120000	0.00760546	
0.140000	4.03577   	0.140000	1.2304    	0.140000	1.22916   	0.140000	1.22916   	0.140000	1.2236    	0.140000	0.00679748	
0.160000	4.04525   	0.160000	1.27589   	0.160000	1.27775   	0.160000	1.27775   	0.160000	1.26973   	0.160000	0.0061589 	
0.180000	4.05528   	0.180000	1.30945   	0.180000	1.31434   	0.180000	1.31434   	0.180000	1.30381   	0.180000	0.00564009	
0.200000	4.0703    	0.200000	1.33403   	0.200000	1.34154   	0.200000	1.34154   	0.200000	1.32882   	0.200000	0.00520934	
0.250000	4.02228   	0.250000	1.37748   	0.250000	1.38098   	0.250000	1.38098   	0.250000	1.37308   	0.250000	0.00439325	
0.300000	4.00662   	0.300000	1.40346   	0.300000	1.39539   	0.300000	1.39539   	0.300000	1.39965   	0.300000	0.00381476	
0.350000	3.99553   	0.350000	1.41904   	0.350000	1.39708   	0.350000	1.39708   	0.350000	1.41566   	0.350000	0.0033812 	
0.400000	4.01503   	0.400000	1.43845   	0.400000	1.40341   	0.400000	1.40341   	0.400000	1.43541   	0.400000	0.003043  	
0.450000	4.02314   	0.450000	1.45376   	0.450000	1.40144   	0.450000	1.40144   	0.450000	1.45098   	0.450000	0.00277109	
0.500000	4.01807   	0.500000	1.46241   	0.500000	1.39431   	0.500000	1.39431   	0.500000	1.45986   	0.500000	0.00254728	
0.600000	3.85451   	0.600000	1.475     	0.600000	1.36979   	0.600000	1.36979   	0.600000	1.4728    	0.600000	0.0021996 	
0.700000	3.61932   	0.700000	1.45665   	0.700000	1.33756   	0.700000	1.33756   	0.700000	1.4547    	0.700000	0.00194107	
0.800000	3.48459   	0.800000	1.41552   	0.800000	1.30449   	0.800000	1.30449   	0.800000	1.41378   	0.800000	0.00174066	
0.900000	3.35067   	0.900000	1.37365   	0.900000	1.27164   	0.900000	1.27164   	0.900000	1.37207   	0.900000	0.00158036	
1.000000	3.21904   	1.000000	1.33145   	1.000000	1.23949   	1.000000	1.23949   	1.000000	1.33      	1.000000	0.00144897	
1.250000	2.91144   	1.250000	1.23261   	1.250000	1.1601    	1.250000	1.1601    	1.250000	1.2314    	1.250000	0.00120433	
1.500000	2.64214   	1.500000	1.14246   	1.500000	1.08766   	1.500000	1.08766   	1.500000	1.14142   	1.500000	0.00103436	
1.750000	2.40807   	1.750000	1.06092   	1.750000	1.02485   	1.750000	1.02485   	1.750000	1.06001   	1.750000	0.000908872	
