*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.890844  	0.001000	0.119652  	0.001000	0.118241  	0.001000	0.118241  	0.001000	0.0821583 	0.001000	0.0374939 	
0.002000	0.983082  	0.002000	0.149964  	0.002000	0.150359  	0.002000	0.150359  	0.002000	0.113798  	0.002000	0.0361657 	
0.005000	1.21311   	0.005000	0.205044  	0.005000	0.210547  	0.005000	0.210547  	0.005000	0.175052  	0.005000	0.0299924 	
0.008000	1.39174   	0.008000	0.243886  	0.008000	0.253947  	0.008000	0.253947  	0.008000	0.218325  	0.008000	0.0255609 	
0.010000	1.49246   	0.010000	0.265819  	0.010000	0.278696  	0.010000	0.278696  	0.010000	0.242466  	0.010000	0.0233531 	
0.015000	1.74825   	0.015000	0.312755  	0.015000	0.332116  	0.015000	0.332116  	0.015000	0.293369  	0.015000	0.0193865 	
0.020000	1.95308   	0.020000	0.356541  	0.020000	0.383147  	0.020000	0.383147  	0.020000	0.33982   	0.020000	0.016721  	
0.025000	2.18344   	0.025000	0.399847  	0.025000	0.434814  	0.025000	0.434814  	0.025000	0.38506   	0.025000	0.0147869 	
0.030000	2.3791    	0.030000	0.442607  	0.030000	0.47201   	0.030000	0.47201   	0.030000	0.429299  	0.030000	0.0133084 	
0.035000	2.54015   	0.035000	0.483295  	0.035000	0.507321  	0.035000	0.507321  	0.035000	0.47116   	0.035000	0.0121353 	
0.040000	2.66714   	0.040000	0.521975  	0.040000	0.540883  	0.040000	0.540883  	0.040000	0.510797  	0.040000	0.011178  	
0.045000	2.76072   	0.045000	0.558691  	0.045000	0.57279   	0.045000	0.57279   	0.045000	0.548311  	0.045000	0.0103795 	
0.050000	2.81854   	0.050000	0.593261  	0.050000	0.603109  	0.050000	0.603109  	0.050000	0.583559  	0.050000	0.00970168	
0.055000	2.93793   	0.055000	0.624793  	0.055000	0.631898  	0.055000	0.631898  	0.055000	0.615675  	0.055000	0.0091179 	
0.060000	3.03857   	0.060000	0.654572  	0.060000	0.659209  	0.060000	0.659209  	0.060000	0.645963  	0.060000	0.00860905	
0.070000	3.18922   	0.070000	0.70908   	0.070000	0.709595  	0.070000	0.709595  	0.070000	0.701317  	0.070000	0.00776287	
0.080000	3.34999   	0.080000	0.757231  	0.080000	0.754653  	0.080000	0.754653  	0.080000	0.750146  	0.080000	0.0070854 	
0.090000	3.46979   	0.090000	0.799479  	0.090000	0.794734  	0.090000	0.794734  	0.090000	0.79299   	0.090000	0.00648858	
0.100000	3.55894   	0.100000	0.836422  	0.100000	0.830313  	0.100000	0.830313  	0.100000	0.830396  	0.100000	0.00602612	
0.120000	3.59087   	0.120000	0.896318  	0.120000	0.889362  	0.120000	0.889362  	0.120000	0.891027  	0.120000	0.00529121	
0.140000	3.58689   	0.140000	0.94078   	0.140000	0.934679  	0.140000	0.934679  	0.140000	0.936049  	0.140000	0.00473105	
0.160000	3.59197   	0.160000	0.975975  	0.160000	0.968854  	0.160000	0.968854  	0.160000	0.9717    	0.160000	0.0042749 	
0.180000	3.61311   	0.180000	1.00939   	0.180000	0.99414   	0.180000	0.99414   	0.180000	1.00547   	0.180000	0.00391644	
0.200000	3.63185   	0.200000	1.03327   	0.200000	1.01237   	0.200000	1.01237   	0.200000	1.02965   	0.200000	0.00361861	
0.250000	3.58746   	0.250000	1.07231   	0.250000	1.03623   	0.250000	1.03623   	0.250000	1.06925   	0.250000	0.00305385	
0.300000	3.57269   	0.300000	1.09559   	0.300000	1.04096   	0.300000	1.04096   	0.300000	1.09294   	0.300000	0.0026531 	
0.350000	3.55215   	0.350000	1.10717   	0.350000	1.04222   	0.350000	1.04222   	0.350000	1.10482   	0.350000	0.00235253	
0.400000	3.54742   	0.400000	1.11846   	0.400000	1.03885   	0.400000	1.03885   	0.400000	1.11634   	0.400000	0.00211791	
0.450000	3.52248   	0.450000	1.12246   	0.450000	1.03037   	0.450000	1.03037   	0.450000	1.12053   	0.450000	0.0019292 	
0.500000	3.47782   	0.500000	1.11882   	0.500000	1.01884   	0.500000	1.01884   	0.500000	1.11705   	0.500000	0.00177381	
0.600000	3.23951   	0.600000	1.09692   	0.600000	0.990003  	0.600000	0.990003  	0.600000	1.09538   	0.600000	0.00153229	
0.700000	2.98994   	0.700000	1.06664   	0.700000	0.961389  	0.700000	0.961389  	0.700000	1.06528   	0.700000	0.00135261	
0.800000	2.84938   	0.800000	1.02899   	0.800000	0.934016  	0.800000	0.934016  	0.800000	1.02778   	0.800000	0.00121326	
0.900000	2.71631   	0.900000	0.992927  	0.900000	0.908049  	0.900000	0.908049  	0.900000	0.991825  	0.900000	0.00110176	
1.000000	2.59198   	1.000000	0.958809  	1.000000	0.883415  	1.000000	0.883415  	1.000000	0.957799  	1.000000	0.00101035	
1.250000	2.30333   	1.250000	0.877253  	1.250000	0.823116  	1.250000	0.823116  	1.250000	0.876413  	1.250000	0.000840068	
1.500000	2.07032   	1.500000	0.809821  	1.500000	0.771579  	1.500000	0.771579  	1.500000	0.809099  	1.500000	0.000721703	
1.750000	1.88004   	1.750000	0.753515  	1.750000	0.726616  	1.750000	0.726616  	1.750000	0.752881  	1.750000	0.000634289	
2.000000	1.71269   	2.000000	0.700991  	2.000000	0.686606  	2.000000	0.686606  	2.000000	0.700424  	2.000000	0.000566893	
2.250000	1.57469   	2.250000	0.655944  	2.250000	0.6507    	2.250000	0.6507    	2.250000	0.655431  	2.250000	0.000513228	
2.500000	1.42954   	2.500000	0.618469  	2.500000	0.618332  	2.500000	0.618332  	2.500000	0.617999  	2.500000	0.00046941	
3.000000	1.26183   	3.000000	0.558368  	3.000000	0.562577  	3.000000	0.562577  	3.000000	0.557966  	3.000000	0.000401998	
3.500000	1.1313    	3.500000	0.511231  	3.500000	0.516448  	3.500000	0.516448  	3.500000	0.510879  	3.500000	0.000352414	
4.000000	1.02667   	4.000000	0.472736  	4.000000	0.477856  	4.000000	0.477856  	4.000000	0.472421  	4.000000	0.000314307	
4.500000	0.940859  	4.500000	0.440505  	4.500000	0.4452    	4.500000	0.4452    	4.500000	0.440221  	4.500000	0.000284045	
5.000000	0.869132  	5.000000	0.413043  	5.000000	0.417251  	5.000000	0.417251  	5.000000	0.412783  	5.000000	0.000259394	
5.500000	0.808241  	5.500000	0.389326  	5.500000	0.393076  	5.500000	0.393076  	5.500000	0.389087  	5.500000	0.000238898	
6.000000	0.755869  	6.000000	0.368613  	6.000000	0.371958  	6.000000	0.371958  	6.000000	0.368391  	6.000000	0.000221573	
6.500000	0.710319  	6.500000	0.350349  	6.500000	0.353346  	6.500000	0.353346  	6.500000	0.350143  	6.500000	0.000206722	
7.000000	0.670321  	7.000000	0.334112  	7.000000	0.336808  	7.000000	0.336808  	7.000000	0.333918  	7.000000	0.000193841	
7.500000	0.634902  	7.500000	0.319569  	7.500000	0.322007  	7.500000	0.322007  	7.500000	0.319387  	7.500000	0.000182557	
8.000000	0.603307  	8.000000	0.30646   	8.000000	0.308674  	8.000000	0.308674  	8.000000	0.306287  	8.000000	0.000172584	
8.500000	0.574938  	8.500000	0.294573  	8.500000	0.296593  	8.500000	0.296593  	8.500000	0.294409  	8.500000	0.000163702	
9.000000	0.549319  	9.000000	0.283739  	9.000000	0.285587  	9.000000	0.285587  	9.000000	0.283583  	9.000000	0.000155738	
9.500000	0.526061  	9.500000	0.273817  	9.500000	0.275514  	9.500000	0.275514  	9.500000	0.273668  	9.500000	0.000148555	
10.000000	0.504848  	10.000000	0.266586  	10.000000	0.266253  	10.000000	0.266253  	10.000000	0.266444  	10.000000	0.000142041	
11.000000	0.467547  	11.000000	0.252371  	11.000000	0.250374  	11.000000	0.250501  	11.000000	0.25224   	11.000000	0.000130671	
12.000000	0.435789  	12.000000	0.239472  	12.000000	0.236529  	12.000000	0.236734  	12.000000	0.239351  	12.000000	0.000121073	
