*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.173472  	0.001000	0.027425  	0.001000	0.0283542 	0.001000	0.0283542 	0.001000	0.0249881 	0.001000	0.00243687	
0.002000	0.206672  	0.002000	0.0364728 	0.002000	0.0377422 	0.002000	0.0377422 	0.002000	0.0341347 	0.002000	0.00233807	
0.005000	0.271423  	0.005000	0.0534793 	0.005000	0.0553965 	0.005000	0.0553965 	0.005000	0.0515549 	0.005000	0.00192441	
0.008000	0.315822  	0.008000	0.0653318 	0.008000	0.0677006 	0.008000	0.0677006 	0.008000	0.0636977 	0.008000	0.00163414	
0.010000	0.34003   	0.010000	0.0719166 	0.010000	0.0745356 	0.010000	0.0745356 	0.010000	0.070426  	0.010000	0.00149063	
0.015000	0.410114  	0.015000	0.0843429 	0.015000	0.0889002 	0.015000	0.0889002 	0.015000	0.0831087 	0.015000	0.00123421	
0.020000	0.467536  	0.020000	0.0944843 	0.020000	0.100845  	0.020000	0.100845  	0.020000	0.0934216 	0.020000	0.00106277	
0.025000	0.515027  	0.025000	0.103019  	0.025000	0.111261  	0.025000	0.111261  	0.025000	0.10208   	0.025000	0.00093875	
0.030000	0.554045  	0.030000	0.110309  	0.030000	0.1172    	0.030000	0.1172    	0.030000	0.109465  	0.030000	0.000844155	
0.035000	0.58555   	0.035000	0.116584  	0.035000	0.122257  	0.035000	0.122257  	0.035000	0.115815  	0.035000	0.000769219	
0.040000	0.610298  	0.040000	0.122001  	0.040000	0.126585  	0.040000	0.126585  	0.040000	0.121293  	0.040000	0.000708143	
0.045000	0.62897   	0.045000	0.126679  	0.045000	0.130299  	0.045000	0.130299  	0.045000	0.126022  	0.045000	0.00065725	
0.050000	0.642221  	0.050000	0.130711  	0.050000	0.133484  	0.050000	0.133484  	0.050000	0.130097  	0.050000	0.000614082	
0.055000	0.650694  	0.055000	0.134174  	0.055000	0.136209  	0.055000	0.136209  	0.055000	0.133597  	0.055000	0.000576932	
0.060000	0.655024  	0.060000	0.137132  	0.060000	0.13853   	0.060000	0.13853   	0.060000	0.136588  	0.060000	0.000544569	
0.070000	0.653675  	0.070000	0.141748  	0.070000	0.142139  	0.070000	0.142139  	0.070000	0.141257  	0.070000	0.000490793	
0.080000	0.642628  	0.080000	0.144925  	0.080000	0.14461   	0.080000	0.14461   	0.080000	0.144477  	0.080000	0.000447775	
0.090000	0.625549  	0.090000	0.146949  	0.090000	0.146168  	0.090000	0.146168  	0.090000	0.146539  	0.090000	0.000409938	
0.100000	0.605217  	0.100000	0.148056  	0.100000	0.146998  	0.100000	0.146998  	0.100000	0.147675  	0.100000	0.000380598	
