*NWA's PID Flattening factor
NWAbar01	0.82
NWAbar02	0.75
NWAbar03	0.85
NWAbar04	0.85
NWAbar05	0.75
NWAbar06	0.77
NWAbar07	0.77
NWAbar08	0.79
NWAbar09	0.80
NWAbar10	0.84
NWAbar11	0.84
NWAbar12	0.84
NWAbar13	0.79
NWAbar14	0.79
NWAbar15	0.79
NWAbar16	0.83
NWAbar17	0.85
NWAbar18	0.85
NWAbar19	0.80
NWAbar20	0.85
NWAbar21	0.82
NWAbar22	0.84
NWAbar23	0.78
NWAbar24	0.85
